Oscar_Winner_ID,Winner,Award,Oscar_Award_ID,Movie_Name,Year_Ceremony,Year_Film
1338,"Charles L. Campbell, Louis L. Edemann",SOUND EFFECTS EDITING,OWA0093,Who Framed Roger Rabbit,1989,1988
1339,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",VISUAL EFFECTS,OWA0084,Who Framed Roger Rabbit,1989,1988
1340,Christopher Hampton,WRITING (Screenplay Based on Material from Another Medium),OWA0087,Dangerous Liaisons,1989,1988
1341,"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",WRITING (Screenplay Written Directly for the Screen),OWA0088,Rain Man,1989,1988
1342,Daniel Day Lewis,ACTOR IN A LEADING ROLE,OWA0080,My Left Foot,1990,1989
1343,Denzel Washington,ACTOR IN A SUPPORTING ROLE,OWA0025,Glory,1990,1989
1344,Jessica Tandy,ACTRESS IN A LEADING ROLE,OWA0081,Driving Miss Daisy,1990,1989
1345,Brenda Fricker,ACTRESS IN A SUPPORTING ROLE,OWA0026,My Left Foot,1990,1989
1346,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,ART DIRECTION,OWA0003,Batman,1990,1989
1347,Freddie Francis,CINEMATOGRAPHY,OWA0004,Glory,1990,1989
1348,Phyllis Dalton,COSTUME DESIGN,OWA0053,Henry V,1990,1989
1349,Oliver Stone,DIRECTING,OWA0012,Born on the Fourth of July,1990,1989
1350,"Robert Epstein and Bill Couturié, Producers",DOCUMENTARY (Feature),OWA0044,Common Threads: Stories from the Quilt,1990,1989
1351,"Charles Guggenheim, Producer",DOCUMENTARY (Short Subject),OWA0037,The Johnstown Flood,1990,1989
1352,"David Brenner, Joe Hutshing",FILM EDITING,OWA0020,Born on the Fourth of July,1990,1989
1353,Italy,FOREIGN LANGUAGE FILM,OWA0050,Cinema Paradiso,1990,1989
1354,"Manlio Rocchetti, Lynn Barber, Kevin Haney",MAKEUP,OWA0092,Driving Miss Daisy,1990,1989
1355,Alan Menken,MUSIC (Original Score),OWA0030,The Little Mermaid,1990,1989
1356,Music by Alan Menken; Lyric by Howard Ashman,MUSIC (Original Song),OWA0078,The Little Mermaid,1990,1989
1357,"Richard D. Zanuck and Lili Fini Zanuck, Producers",BEST PICTURE,OWA0060,Driving Miss Daisy,1990,1989
1358,"Christoph Lauenstein, Wolfgang Lauenstein",SHORT FILM (Animated),OWA0075,Balance,1990,1989
1359,James Hendrie,SHORT FILM (Live Action),OWA0076,Work Experience,1990,1989
1360,"Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II",SOUND,OWA0057,Glory,1990,1989
1361,"Ben Burtt, Richard Hymns",SOUND EFFECTS EDITING,OWA0093,Indiana Jones and the Last Crusade,1990,1989
1362,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",VISUAL EFFECTS,OWA0084,The Abyss,1990,1989
1363,Alfred Uhry,WRITING (Screenplay Based on Material from Another Medium),OWA0087,Driving Miss Daisy,1990,1989
1364,Tom Schulman,WRITING (Screenplay Written Directly for the Screen),OWA0088,Dead Poets Society,1990,1989
1365,Jeremy Irons,ACTOR IN A LEADING ROLE,OWA0080,Reversal of Fortune,1991,1990
1366,Joe Pesci,ACTOR IN A SUPPORTING ROLE,OWA0025,Good Fellas,1991,1990
1367,Kathy Bates,ACTRESS IN A LEADING ROLE,OWA0081,Misery,1991,1990
1368,Whoopi Goldberg,ACTRESS IN A SUPPORTING ROLE,OWA0026,Ghost,1991,1990
1369,Art Direction:  Richard Sylbert;  Set Decoration:  Rick Simpson,ART DIRECTION,OWA0003,Dick Tracy,1991,1990
1370,Dean Semler,CINEMATOGRAPHY,OWA0004,Dances With Wolves,1991,1990
1371,Franca Squarciapino,COSTUME DESIGN,OWA0053,Cyrano de Bergerac,1991,1990
1372,Kevin Costner,DIRECTING,OWA0012,Dances With Wolves,1991,1990
1373,"Barbara Kopple and Arthur Cohn, Producers",DOCUMENTARY (Feature),OWA0044,American Dream,1991,1990
1374,"Steven Okazaki, Producer",DOCUMENTARY (Short Subject),OWA0037,Days of Waiting,1991,1990
1375,Neil Travis,FILM EDITING,OWA0020,Dances With Wolves,1991,1990
1376,Switzerland,FOREIGN LANGUAGE FILM,OWA0050,Journey of Hope,1991,1990
1377,"John Caglione, Jr., Doug Drexler",MAKEUP,OWA0092,Dick Tracy,1991,1990
1378,John Barry,MUSIC (Original Score),OWA0030,Dances With Wolves,1991,1990
1379,Music and Lyric by Stephen Sondheim,MUSIC (Original Song),OWA0078,Dick Tracy,1991,1990
1380,"Jim Wilson and Kevin Costner, Producers",BEST PICTURE,OWA0060,Dances With Wolves,1991,1990
1381,Nick Park,SHORT FILM (Animated),OWA0075,Creature Comforts,1991,1990
1382,Adam Davidson,SHORT FILM (Live Action),OWA0076,The Lunch Date,1991,1990
1383,"Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II",SOUND,OWA0057,Dances With Wolves,1991,1990
1384,"Cecelia Hall, George Watters II",SOUND EFFECTS EDITING,OWA0093,The Hunt for Red October,1991,1990
1385,Michael Blake,WRITING (Screenplay Based on Material from Another Medium),OWA0087,Dances With Wolves,1991,1990
1386,Bruce Joel Rubin,WRITING (Screenplay Written Directly for the Screen),OWA0088,Ghost,1991,1990
1387,"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke",SPECIAL ACHIEVEMENT AWARD (Visual Effects),OWA0073,Total Recall,1991,1990
1388,Anthony Hopkins,ACTOR IN A LEADING ROLE,OWA0080,The Silence of the Lambs,1992,1991
1389,Jack Palance,ACTOR IN A SUPPORTING ROLE,OWA0025,City Slickers,1992,1991
1390,Jodie Foster,ACTRESS IN A LEADING ROLE,OWA0081,The Silence of the Lambs,1992,1991
1391,Mercedes Ruehl,ACTRESS IN A SUPPORTING ROLE,OWA0026,The Fisher King,1992,1991
1392,Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh,ART DIRECTION,OWA0003,Bugsy,1992,1991
1393,Robert Richardson,CINEMATOGRAPHY,OWA0004,JFK,1992,1991
1394,Albert Wolsky,COSTUME DESIGN,OWA0053,Bugsy,1992,1991
1395,Jonathan Demme,DIRECTING,OWA0012,The Silence of the Lambs,1992,1991
1396,"Allie Light and Irving Saraf, Producers",DOCUMENTARY (Feature),OWA0044,In the Shadow of the Stars,1992,1991
1397,"Debra Chasnoff, Producer",DOCUMENTARY (Short Subject),OWA0037,"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1992,1991
1398,"Joe Hutshing, Pietro Scalia",FILM EDITING,OWA0020,JFK,1992,1991
1399,Italy,FOREIGN LANGUAGE FILM,OWA0050,Mediterraneo,1992,1991
1400,"Stan Winston, Jeff Dawn",MAKEUP,OWA0092,Terminator 2: Judgment Day,1992,1991
1401,Alan Menken,MUSIC (Original Score),OWA0030,Beauty and the Beast,1992,1991
1402,Music by Alan Menken; Lyric by Howard Ashman,MUSIC (Original Song),OWA0078,Beauty and the Beast,1992,1991
1403,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",BEST PICTURE,OWA0060,The Silence of the Lambs,1992,1991
1404,Daniel Greaves,SHORT FILM (Animated),OWA0075,Manipulation,1992,1991
1405,"Seth Winston, Rob Fried",SHORT FILM (Live Action),OWA0076,Session Man,1992,1991
1406,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",SOUND,OWA0057,Terminator 2: Judgment Day,1992,1991
1407,"Gary Rydstrom, Gloria S. Borders",SOUND EFFECTS EDITING,OWA0093,Terminator 2: Judgment Day,1992,1991
1408,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",VISUAL EFFECTS,OWA0084,Terminator 2: Judgment Day,1992,1991
1409,Ted Tally,WRITING (Screenplay Based on Material Previously Produced or Published),OWA0095,The Silence of the Lambs,1992,1991
1410,Callie Khouri,WRITING (Screenplay Written Directly for the Screen),OWA0088,Thelma & Louise,1992,1991
1411,Al Pacino,ACTOR IN A LEADING ROLE,OWA0080,Scent of a Woman,1993,1992
1412,Gene Hackman,ACTOR IN A SUPPORTING ROLE,OWA0025,Unforgiven,1993,1992
1413,Emma Thompson,ACTRESS IN A LEADING ROLE,OWA0081,Howards End,1993,1992
1414,Marisa Tomei,ACTRESS IN A SUPPORTING ROLE,OWA0026,My Cousin Vinny,1993,1992
1415,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,ART DIRECTION,OWA0003,Howards End,1993,1992
1416,Philippe Rousselot,CINEMATOGRAPHY,OWA0004,A River Runs through It,1993,1992
1417,Eiko Ishioka,COSTUME DESIGN,OWA0053,Bram Stoker's Dracula,1993,1992
1418,Clint Eastwood,DIRECTING,OWA0012,Unforgiven,1993,1992
1419,"Barbara Trent and David Kasper, Producers",DOCUMENTARY (Feature),OWA0044,The Panama Deception,1993,1992
1420,"Thomas C. Goodwin and Gerardine Wurzburg, Producers",DOCUMENTARY (Short Subject),OWA0037,Educating Peter,1993,1992
1421,Joel Cox,FILM EDITING,OWA0020,Unforgiven,1993,1992
1422,France,FOREIGN LANGUAGE FILM,OWA0050,Indochine,1993,1992
1423,"Greg Cannom, Michèle Burke, Matthew W. Mungle",MAKEUP,OWA0092,Bram Stoker's Dracula,1993,1992
1424,Alan Menken,MUSIC (Original Score),OWA0030,Aladdin,1993,1992
1425,Music by Alan Menken; Lyric by Tim Rice,MUSIC (Original Song),OWA0078,Aladdin,1993,1992
1426,"Clint Eastwood, Producer",BEST PICTURE,OWA0060,Unforgiven,1993,1992
1427,Joan C. Gratz,SHORT FILM (Animated),OWA0075,Mona Lisa Descending a Staircase,1993,1992
1428,Sam Karmann,SHORT FILM (Live Action),OWA0076,Omnibus,1993,1992
1429,"Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye",SOUND,OWA0057,The Last of the Mohicans,1993,1992
1430,"Tom C. McCarthy, David E. Stone",SOUND EFFECTS EDITING,OWA0093,Bram Stoker's Dracula,1993,1992
1431,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr.",VISUAL EFFECTS,OWA0084,Death Becomes Her,1993,1992
1432,Ruth Prawer Jhabvala,WRITING (Screenplay Based on Material Previously Produced or Published),OWA0095,Howards End,1993,1992
1433,Neil Jordan,WRITING (Screenplay Written Directly for the Screen),OWA0088,The Crying Game,1993,1992
1434,Tom Hanks,ACTOR IN A LEADING ROLE,OWA0080,Philadelphia,1994,1993
1435,Tommy Lee Jones,ACTOR IN A SUPPORTING ROLE,OWA0025,The Fugitive,1994,1993
1436,Holly Hunter,ACTRESS IN A LEADING ROLE,OWA0081,The Piano,1994,1993
1437,Anna Paquin,ACTRESS IN A SUPPORTING ROLE,OWA0026,The Piano,1994,1993
1438,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,ART DIRECTION,OWA0003,Schindler's List,1994,1993
1439,Janusz Kaminski,CINEMATOGRAPHY,OWA0004,Schindler's List,1994,1993
1440,Gabriella Pescucci,COSTUME DESIGN,OWA0053,The Age of Innocence,1994,1993
1441,Steven Spielberg,DIRECTING,OWA0012,Schindler's List,1994,1993
1442,"Susan Raymond, Alan Raymond",DOCUMENTARY (Feature),OWA0044,I Am a Promise: The Children of Stanton Elementary School,1994,1993
1443,"Margaret Lazarus, Renner Wunderlich",DOCUMENTARY (Short Subject),OWA0037,Defending Our Lives,1994,1993
1444,Michael Kahn,FILM EDITING,OWA0020,Schindler's List,1994,1993
1445,Spain,FOREIGN LANGUAGE FILM,OWA0050,Belle Epoque,1994,1993
1446,"Greg Cannom, Ve Neill, Yolanda Toussieng",MAKEUP,OWA0092,Mrs. Doubtfire,1994,1993
1447,John Williams,MUSIC (Original Score),OWA0030,Schindler's List,1994,1993
1448,Music and Lyric by Bruce Springsteen,MUSIC (Original Song),OWA0078,Philadelphia,1994,1993
1449,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",BEST PICTURE,OWA0060,Schindler's List,1994,1993
1450,Nick Park,SHORT FILM (Animated),OWA0075,The Wrong Trousers,1994,1993
1451,Pepe Danquart,SHORT FILM (Live Action),OWA0076,Black Rider (Schwarzfahrer),1994,1993
1452,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",SOUND,OWA0057,Jurassic Park,1994,1993
1453,"Gary Rydstrom, Richard Hymns",SOUND EFFECTS EDITING,OWA0093,Jurassic Park,1994,1993
1454,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",VISUAL EFFECTS,OWA0084,Jurassic Park,1994,1993
1455,Steven Zaillian,WRITING (Screenplay Based on Material Previously Produced or Published),OWA0095,Schindler's List,1994,1993
1456,Jane Campion,WRITING (Screenplay Written Directly for the Screen),OWA0088,The Piano,1994,1993
1457,Tom Hanks,ACTOR IN A LEADING ROLE,OWA0080,Forrest Gump,1995,1994
1458,Martin Landau,ACTOR IN A SUPPORTING ROLE,OWA0025,Ed Wood,1995,1994
1459,Jessica Lange,ACTRESS IN A LEADING ROLE,OWA0081,Blue Sky,1995,1994
1460,Dianne Wiest,ACTRESS IN A SUPPORTING ROLE,OWA0026,Bullets over Broadway,1995,1994
1461,Art Direction:  Ken Adam;  Set Decoration:  Carolyn Scott,ART DIRECTION,OWA0003,The Madness of King George,1995,1994
1462,John Toll,CINEMATOGRAPHY,OWA0004,Legends of the Fall,1995,1994
1463,"Lizzy Gardiner, Tim Chappel",COSTUME DESIGN,OWA0053,"The Adventures of Priscilla, Queen of the Desert",1995,1994
1464,Robert Zemeckis,DIRECTING,OWA0012,Forrest Gump,1995,1994
1465,"Freida Lee Mock, Terry Sanders",DOCUMENTARY (Feature),OWA0044,Maya Lin: A Strong Clear Vision,1995,1994
1466,Charles Guggenheim,DOCUMENTARY (Short Subject),OWA0037,A Time for Justice,1995,1994
1467,Arthur Schmidt,FILM EDITING,OWA0020,Forrest Gump,1995,1994
1468,Russia,FOREIGN LANGUAGE FILM,OWA0050,Burnt by the Sun,1995,1994
1469,"Rick Baker, Ve Neill, Yolanda Toussieng",MAKEUP,OWA0092,Ed Wood,1995,1994
1470,Hans Zimmer,MUSIC (Original Score),OWA0030,The Lion King,1995,1994
1471,Music by Elton John; Lyric by Tim Rice,MUSIC (Original Song),OWA0078,The Lion King,1995,1994
1472,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",BEST PICTURE,OWA0060,Forrest Gump,1995,1994
1473,"Alison Snowden, David Fine",SHORT FILM (Animated),OWA0075,Bob's Birthday,1995,1994
1474,"Peter Capaldi, Ruth Kenley-Letts",SHORT FILM (Live Action),OWA0076,Franz Kafka's It's a Wonderful Life,1995,1994
1475,"Peggy Rajski, Randy Stone",SHORT FILM (Live Action),OWA0076,Trevor,1995,1994
1476,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",SOUND,OWA0057,Speed,1995,1994
1477,Stephen Hunter Flick,SOUND EFFECTS EDITING,OWA0093,Speed,1995,1994
1478,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",VISUAL EFFECTS,OWA0084,Forrest Gump,1995,1994
1479,Eric Roth,WRITING (Screenplay Based on Material Previously Produced or Published),OWA0095,Forrest Gump,1995,1994
1480,Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary,WRITING (Screenplay Written Directly for the Screen),OWA0088,Pulp Fiction,1995,1994
1481,Nicolas Cage,ACTOR IN A LEADING ROLE,OWA0080,Leaving Las Vegas,1996,1995
1482,Kevin Spacey,ACTOR IN A SUPPORTING ROLE,OWA0025,The Usual Suspects,1996,1995
1483,Susan Sarandon,ACTRESS IN A LEADING ROLE,OWA0081,Dead Man Walking,1996,1995
1484,Mira Sorvino,ACTRESS IN A SUPPORTING ROLE,OWA0026,Mighty Aphrodite,1996,1995
1485,Eugenio Zanetti,ART DIRECTION,OWA0003,Restoration,1996,1995
1486,John Toll,CINEMATOGRAPHY,OWA0004,Braveheart,1996,1995
1487,James Acheson,COSTUME DESIGN,OWA0053,Restoration,1996,1995
1488,Mel Gibson,DIRECTING,OWA0012,Braveheart,1996,1995
1489,Jon Blair,DOCUMENTARY (Feature),OWA0044,Anne Frank Remembered,1996,1995
1490,Kary Antholis,DOCUMENTARY (Short Subject),OWA0037,One Survivor Remembers,1996,1995
1491,"Mike Hill, Dan Hanley",FILM EDITING,OWA0020,Apollo 13,1996,1995
1492,The Netherlands,FOREIGN LANGUAGE FILM,OWA0050,Antonia's Line,1996,1995
1493,"Peter Frampton, Paul Pattison, Lois Burwell",MAKEUP,OWA0092,Braveheart,1996,1995
1494,Luis Enrique Bacalov,MUSIC (Original Dramatic Score),OWA0070,The Postman (Il Postino),1996,1995
1495,Music by Alan Menken; Lyrics by Stephen Schwartz; Orchestral Score by Alan Menken,MUSIC (Original Musical or Comedy Score),OWA0096,Pocahontas,1996,1995
1496,Music by Alan Menken; Lyric by Stephen Schwartz,MUSIC (Original Song),OWA0078,Pocahontas,1996,1995
1497,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",BEST PICTURE,OWA0060,Braveheart,1996,1995
1498,Nick Park,SHORT FILM (Animated),OWA0075,A Close Shave,1996,1995
1499,"Christine Lahti, Jana Sue Memel",SHORT FILM (Live Action),OWA0076,Lieberman in Love,1996,1995
1500,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",SOUND,OWA0057,Apollo 13,1996,1995
1501,"Lon Bender, Per Hallberg",SOUND EFFECTS EDITING,OWA0093,Braveheart,1996,1995
1502,"Scott E. Anderson, Charles Gibson, Neal Scanlan, John Cox",VISUAL EFFECTS,OWA0084,Babe,1996,1995
1503,Emma Thompson,WRITING (Screenplay Based on Material Previously Produced or Published),OWA0095,Sense and Sensibility,1996,1995
1504,Christopher McQuarrie,WRITING (Screenplay Written Directly for the Screen),OWA0088,The Usual Suspects,1996,1995
1505,Geoffrey Rush,ACTOR IN A LEADING ROLE,OWA0080,Shine,1997,1996
1506,"Cuba Gooding, Jr.",ACTOR IN A SUPPORTING ROLE,OWA0025,Jerry Maguire,1997,1996
1507,Frances McDormand,ACTRESS IN A LEADING ROLE,OWA0081,Fargo,1997,1996
1508,Juliette Binoche,ACTRESS IN A SUPPORTING ROLE,OWA0026,The English Patient,1997,1996
1509,Art Direction:  Stuart Craig;  Set Decoration:  Stephenie McMillan,ART DIRECTION,OWA0003,The English Patient,1997,1996
1510,John Seale,CINEMATOGRAPHY,OWA0004,The English Patient,1997,1996
1511,Ann Roth,COSTUME DESIGN,OWA0053,The English Patient,1997,1996
1512,Anthony Minghella,DIRECTING,OWA0012,The English Patient,1997,1996
1513,"Leon Gast, David Sonenberg",DOCUMENTARY (Feature),OWA0044,When We Were Kings,1997,1996
1514,Jessica Yu,DOCUMENTARY (Short Subject),OWA0037,Breathing Lessons: The Life and Work of Mark O'Brien,1997,1996
1515,Walter Murch,FILM EDITING,OWA0020,The English Patient,1997,1996
1516,Czech Republic,FOREIGN LANGUAGE FILM,OWA0050,Kolya,1997,1996
1517,"Rick Baker, David LeRoy Anderson",MAKEUP,OWA0092,The Nutty Professor,1997,1996
1518,Gabriel Yared,MUSIC (Original Dramatic Score),OWA0070,The English Patient,1997,1996
1519,Rachel Portman,MUSIC (Original Musical or Comedy Score),OWA0096,Emma,1997,1996
1520,Music by Andrew Lloyd Webber; Lyric by Tim Rice,MUSIC (Original Song),OWA0078,Evita,1997,1996
1521,"Saul Zaentz, Producer",BEST PICTURE,OWA0060,The English Patient,1997,1996
1522,"Tyron Montgomery, Thomas Stellmach",SHORT FILM (Animated),OWA0075,Quest,1997,1996
1523,"David Frankel, Barry Jossen",SHORT FILM (Live Action),OWA0076,Dear Diary,1997,1996
1524,"Walter Murch, Mark Berger, David Parker, Chris Newman",SOUND,OWA0057,The English Patient,1997,1996
1525,Bruce Stambler,SOUND EFFECTS EDITING,OWA0093,The Ghost and the Darkness,1997,1996
1526,"Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",VISUAL EFFECTS,OWA0084,Independence Day,1997,1996
1527,Billy Bob Thornton,WRITING (Screenplay Based on Material Previously Produced or Published),OWA0095,Sling Blade,1997,1996
1528,"Ethan Coen, Joel Coen",WRITING (Screenplay Written Directly for the Screen),OWA0088,Fargo,1997,1996
1529,Jack Nicholson,ACTOR IN A LEADING ROLE,OWA0080,As Good as It Gets,1998,1997
1530,Robin Williams,ACTOR IN A SUPPORTING ROLE,OWA0025,Good Will Hunting,1998,1997
1531,Helen Hunt,ACTRESS IN A LEADING ROLE,OWA0081,As Good as It Gets,1998,1997
1532,Kim Basinger,ACTRESS IN A SUPPORTING ROLE,OWA0026,L.A. Confidential,1998,1997
1533,Art Direction:  Peter Lamont;  Set Decoration:  Michael Ford,ART DIRECTION,OWA0003,Titanic,1998,1997
1534,Russell Carpenter,CINEMATOGRAPHY,OWA0004,Titanic,1998,1997
1535,Deborah L. Scott,COSTUME DESIGN,OWA0053,Titanic,1998,1997
1536,James Cameron,DIRECTING,OWA0012,Titanic,1998,1997
1537,"Rabbi Marvin Hier, Richard Trank",DOCUMENTARY (Feature),OWA0044,The Long Way Home,1998,1997
1538,"Donna Dewey, Carol Pasternak",DOCUMENTARY (Short Subject),OWA0037,A Story of Healing,1998,1997
1539,"Conrad Buff, James Cameron, Richard A. Harris",FILM EDITING,OWA0020,Titanic,1998,1997
1540,The Netherlands,FOREIGN LANGUAGE FILM,OWA0050,Character,1998,1997
1541,"Rick Baker, David LeRoy Anderson",MAKEUP,OWA0092,Men in Black,1998,1997
1542,James Horner,MUSIC (Original Dramatic Score),OWA0070,Titanic,1998,1997
1543,Anne Dudley,MUSIC (Original Musical or Comedy Score),OWA0096,The Full Monty,1998,1997
1544,Music by James Horner; Lyric by Will Jennings,MUSIC (Original Song),OWA0078,Titanic,1998,1997
1545,"James Cameron and Jon Landau, Producers",BEST PICTURE,OWA0060,Titanic,1998,1997
1546,Jan Pinkava,SHORT FILM (Animated),OWA0075,Geri's Game,1998,1997
1547,"Chris Tashima, Chris Donahue",SHORT FILM (Live Action),OWA0076,Visas and Virtue,1998,1997
1548,"Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano",SOUND,OWA0057,Titanic,1998,1997
1549,"Tom Bellfort, Christopher Boyes",SOUND EFFECTS EDITING,OWA0093,Titanic,1998,1997
1550,"Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",VISUAL EFFECTS,OWA0084,Titanic,1998,1997
1551,"Brian Helgeland, Curtis Hanson",WRITING (Screenplay Based on Material Previously Produced or Published),OWA0095,L.A. Confidential,1998,1997
1552,"Ben Affleck, Matt Damon",WRITING (Screenplay Written Directly for the Screen),OWA0088,Good Will Hunting,1998,1997
1553,Roberto Benigni,ACTOR IN A LEADING ROLE,OWA0080,Life Is Beautiful,1999,1998
1554,James Coburn,ACTOR IN A SUPPORTING ROLE,OWA0025,Affliction,1999,1998
1555,Gwyneth Paltrow,ACTRESS IN A LEADING ROLE,OWA0081,Shakespeare in Love,1999,1998
1556,Judi Dench,ACTRESS IN A SUPPORTING ROLE,OWA0026,Shakespeare in Love,1999,1998
1557,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,ART DIRECTION,OWA0003,Shakespeare in Love,1999,1998
1558,Janusz Kaminski,CINEMATOGRAPHY,OWA0004,Saving Private Ryan,1999,1998
1559,Sandy Powell,COSTUME DESIGN,OWA0053,Shakespeare in Love,1999,1998
1560,Steven Spielberg,DIRECTING,OWA0012,Saving Private Ryan,1999,1998
1561,"James Moll, Ken Lipper",DOCUMENTARY (Feature),OWA0044,The Last Days,1999,1998
1562,Keiko Ibi,DOCUMENTARY (Short Subject),OWA0037,The Personals: Improvisations on Romance in the Golden Years,1999,1998
1563,Michael Kahn,FILM EDITING,OWA0020,Saving Private Ryan,1999,1998
1564,Italy,FOREIGN LANGUAGE FILM,OWA0050,Life Is Beautiful,1999,1998
1565,Jenny Shircore,MAKEUP,OWA0092,Elizabeth,1999,1998
1566,Nicola Piovani,MUSIC (Original Dramatic Score),OWA0070,Life Is Beautiful,1999,1998
1567,Stephen Warbeck,MUSIC (Original Musical or Comedy Score),OWA0096,Shakespeare in Love,1999,1998
1568,Music and Lyric by Stephen Schwartz,MUSIC (Original Song),OWA0078,The Prince of Egypt,1999,1998
1569,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",BEST PICTURE,OWA0060,Shakespeare in Love,1999,1998
