Movie_Name,Rating,Votes,Meta_score,PG_Rating,Year,Duration,Movie_ID,Director_ID,Oscar_Award_ID,GG_Award_ID
The Godfather,9.2,2000000,100,R,1972,2h 55m,76,85,OWA0060,GG012
The Godfather,9.2,2000000,100,R,1972,2h 55m,76,85,OWA0060,GG001
The Godfather,9.2,2000000,100,R,1972,2h 55m,76,85,OWA0060,GG013
The Godfather,9.2,2000000,100,R,1972,2h 55m,76,85,OWA0055,GG003
The Godfather,9.2,2000000,100,R,1972,2h 55m,76,85,OWA0055,GG012
The Godfather,9.2,2000000,100,R,1972,2h 55m,76,85,OWA0055,GG001
The Godfather,9.2,2000000,100,R,1972,2h 55m,76,85,OWA0055,GG013
Apocalypse Now,8.4,699000,94,R,1979,2h 27m,218,85,OWA0004,GG013
Apocalypse Now,8.4,699000,94,R,1979,2h 27m,218,85,OWA0004,GG011
Apocalypse Now,8.4,699000,94,R,1979,2h 27m,218,85,OWA0004,GG010
Apocalypse Now,8.4,699000,94,R,1979,2h 27m,218,85,OWA0057,GG013
Apocalypse Now,8.4,699000,94,R,1979,2h 27m,218,85,OWA0057,GG011
Apocalypse Now,8.4,699000,94,R,1979,2h 27m,218,85,OWA0057,GG010
The Outsiders,7.0,95000,45,PG,1983,1h 31m,301,85,,
The Godfather Part II,9.0,1300000,90,R,1974,3h 22m,351,85,OWA0025,
The Godfather Part II,9.0,1300000,90,R,1974,3h 22m,351,85,OWA0003,
The Godfather Part II,9.0,1300000,90,R,1974,3h 22m,351,85,OWA0012,
The Godfather Part II,9.0,1300000,90,R,1974,3h 22m,351,85,OWA0070,
The Godfather Part II,9.0,1300000,90,R,1974,3h 22m,351,85,OWA0060,
The Godfather Part II,9.0,1300000,90,R,1974,3h 22m,351,85,OWA0077,
Bram Stoker's Dracula,7.4,234000,57,R,1992,2h 8m,543,85,OWA0053,
Bram Stoker's Dracula,7.4,234000,57,R,1992,2h 8m,543,85,OWA0092,
Bram Stoker's Dracula,7.4,234000,57,R,1992,2h 8m,543,85,OWA0093,
The Equalizer 3,6.9,78000,58,R,2023,1h 49m,78,86,,
The Equalizer,7.2,408000,57,R,2014,2h 12m,323,86,,
Training Day,7.7,464000,71,R,2001,2h 2m,634,86,OWA0080,
The Equalizer 2,6.7,188000,50,R,2018,2h 1m,779,86,,
The Magnificent Seven,6.9,225000,54,PG-13,2016,2h 12m,1183,86,,
Shooter,7.1,351000,53,R,2007,2h 4m,1360,86,,
Infinite,5.5,59000,28,PG-13,2021,1h 46m,1388,86,,
The Guilty,6.3,143000,63,R,2021,1h 30m,1417,86,,
King Arthur,6.3,174000,46,PG-13,2004,2h 6m,1546,86,,
Southpaw,7.3,254000,57,R,2015,2h 4m,1687,86,,
Merry Little Batman,6.4,1900,74,TV-Y7,2023,1h 32m,79,87,,
Underwater,5.9,93000,48,PG-13,2020,1h 35m,80,88,,
Taylor Swift: The Eras Tour,8.2,14000,83,PG-13,2023,2h 49m,81,89,,
Christmas with the Kranks,5.5,56000,22,PG,2004,1h 39m,82,90,,
John Wick: Chapter 4,7.7,308000,78,R,2023,2h 49m,83,91,,
John Wick: Chapter 3 - Parabellum,7.4,413000,73,R,2019,2h 10m,572,91,,
John Wick: Chapter 2,7.4,499000,75,R,2017,2h 2m,755,91,,
The Santa Clause 2,5.7,63000,48,G,2002,1h 44m,84,92,,
The Santa Clause 3: The Escape Clause,4.8,42000,32,G,2006,1h 32m,205,92,,
Gran Turismo,7.2,66000,48,PG-13,2023,2h 14m,85,93,,
District 9,7.9,708000,81,R,2009,1h 52m,1095,93,,
Elysium,6.6,466000,61,R,2013,1h 49m,1538,93,,
Four Christmases,5.7,79000,41,PG-13,2008,1h 28m,87,96,,
Baywatch,5.5,199000,37,R,2017,1h 56m,507,96,,
Horrible Bosses,6.9,465000,57,R,2011,1h 38m,1276,96,,
Mad Max: Fury Road,8.1,1100000,90,R,2015,2h,88,97,OWA0053,
Mad Max: Fury Road,8.1,1100000,90,R,2015,2h,88,97,OWA0020,
Mad Max: Fury Road,8.1,1100000,90,R,2015,2h,88,97,OWA0101,
Mad Max: Fury Road,8.1,1100000,90,R,2015,2h,88,97,OWA0102,
Mad Max: Fury Road,8.1,1100000,90,R,2015,2h,88,97,OWA0097,
Mad Max: Fury Road,8.1,1100000,90,R,2015,2h,88,97,OWA0100,
Mad Max,6.8,218000,73,R,1979,1h 28m,681,97,,
The Witches of Eastwick,6.5,76000,67,R,1987,1h 58m,803,97,,
The Road Warrior,7.6,190000,77,R,1981,1h 36m,906,97,,
Three Thousand Years of Longing,6.7,57000,60,R,2022,1h 48m,1263,97,,
Glory,7.8,142000,78,R,1989,2h 2m,89,98,OWA0025,GG010
Glory,7.8,142000,78,R,1989,2h 2m,89,98,OWA0004,GG010
Glory,7.8,142000,78,R,1989,2h 2m,89,98,OWA0057,GG010
Love & Other Drugs,6.7,219000,55,R,2010,1h 52m,322,98,,
The Last Samurai,7.8,463000,55,R,2003,2h 34m,1017,98,,
Jack Reacher: Never Go Back,6.1,171000,47,PG-13,2016,1h 58m,1105,98,,
Legends of the Fall,7.5,179000,45,R,1994,2h 13m,1184,98,OWA0004,
Blood Diamond,8.0,577000,64,R,2006,2h 23m,1310,98,,
Suicide Squad,5.9,714000,40,PG-13,2016,2h 3m,90,99,OWA0101,
Fury,7.6,532000,64,R,2014,2h 14m,489,99,,
The Muppet Christmas Carol,7.8,67000,64,G,1992,1h 25m,91,100,,
The Family Stone,6.3,73000,56,PG-13,2005,1h 43m,92,101,,
The Lord of the Rings: The Fellowship of the Ring,8.8,2000000,92,PG-13,2001,2h 58m,94,104,OWA0004,
The Lord of the Rings: The Fellowship of the Ring,8.8,2000000,92,PG-13,2001,2h 58m,94,104,OWA0092,
The Lord of the Rings: The Fellowship of the Ring,8.8,2000000,92,PG-13,2001,2h 58m,94,104,OWA0030,
The Lord of the Rings: The Fellowship of the Ring,8.8,2000000,92,PG-13,2001,2h 58m,94,104,OWA0084,
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0003,GG001
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0003,GG011
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0053,GG001
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0053,GG011
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0012,GG001
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0012,GG011
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0020,GG001
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0020,GG011
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0092,GG001
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0092,GG011
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0030,GG001
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0030,GG011
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0078,GG001
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0078,GG011
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0060,GG001
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0060,GG011
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0100,GG001
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0100,GG011
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0084,GG001
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0084,GG011
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0099,GG001
The Lord of the Rings: The Return of the King,9.0,1900000,94,PG-13,2003,3h 21m,191,104,OWA0099,GG011
The Lord of the Rings: The Two Towers,8.8,1700000,87,PG-13,2002,2h 59m,339,104,OWA0097,
The Lord of the Rings: The Two Towers,8.8,1700000,87,PG-13,2002,2h 59m,339,104,OWA0084,
The Hobbit: An Unexpected Journey,7.8,860000,58,PG-13,2012,2h 49m,371,104,,
The Lovely Bones,6.6,178000,42,PG-13,2009,2h 15m,687,104,,
King Kong,7.2,441000,81,PG-13,2005,3h 7m,747,104,OWA0073,
King Kong,7.2,441000,81,PG-13,2005,3h 7m,747,104,OWA0097,
King Kong,7.2,441000,81,PG-13,2005,3h 7m,747,104,OWA0100,
King Kong,7.2,441000,81,PG-13,2005,3h 7m,747,104,OWA0084,
The Hobbit: The Desolation of Smaug,7.8,694000,66,PG-13,2013,2h 41m,822,104,,
The Hobbit: The Battle of the Five Armies,7.4,561000,59,PG-13,2014,2h 24m,1115,104,,
Pride & Prejudice,7.8,322000,82,PG,2005,2h 9m,95,105,,
Atonement,7.8,295000,85,R,2007,2h 3m,651,105,OWA0030,GG013
Darkest Hour,7.4,216000,75,PG-13,2017,2h 5m,1251,105,OWA0080,GG003
Darkest Hour,7.4,216000,75,PG-13,2017,2h 5m,1251,105,OWA0101,GG003
Anna Karenina,6.6,105000,63,R,2012,2h 9m,1500,105,OWA0053,
Freelance,5.4,6800,24,R,2023,1h 48m,98,106,,
Taken,7.8,626000,51,PG-13,2008,1h 30m,329,106,,
Pulp Fiction,8.9,2200000,95,R,1994,2h 34m,101,107,OWA0088,
Once Upon a Time in Hollywood,7.6,815000,83,R,2019,2h 41m,122,107,,
Inglourious Basterds,8.4,1500000,69,R,2009,2h 33m,150,107,OWA0025,
Django Unchained,8.5,1700000,81,R,2012,2h 45m,187,107,OWA0025,GG010
Django Unchained,8.5,1700000,81,R,2012,2h 45m,187,107,OWA0036,GG010
Kill Bill: Vol. 1,8.2,1200000,69,R,2003,1h 51m,368,107,,
The Hateful Eight,7.8,645000,68,R,2015,2h 48m,376,107,OWA0030,GG013
Reservoir Dogs,8.3,1100000,81,R,1992,1h 39m,529,107,,
Jackie Brown,7.5,367000,62,R,1997,2h 34m,1098,107,,
Kill Bill: Vol. 2,8.0,792000,83,R,2004,2h 17m,1104,107,,
The Age of Adaline,7.2,198000,51,PG-13,2015,1h 52m,102,108,,
The Exorcist: Believer,4.8,32000,39,R,2023,1h 51m,103,109,,
Bad Santa,7.1,152000,70,R,2003,1h 32m,104,110,,
Scott Pilgrim vs. the World,7.5,458000,69,PG-13,2010,1h 52m,105,111,,
Last Night in Soho,7.0,169000,65,R,2021,1h 56m,369,111,,
Baby Driver,7.6,591000,86,R,2017,1h 53m,641,111,,
Hot Fuzz,7.8,528000,81,R,2007,2h 1m,720,111,,
Shaun of the Dead,7.9,585000,76,R,2004,1h 39m,1021,111,,
Sound of Freedom,7.7,90000,36,PG-13,2023,2h 11m,108,114,,
Krampus,6.2,82000,49,PG-13,2015,1h 38m,110,117,,
Godzilla: King of the Monsters,6.0,199000,48,PG-13,2019,2h 12m,179,117,,
L.A. Confidential,8.2,607000,91,R,1997,2h 18m,112,118,OWA0026,GG009
L.A. Confidential,8.2,607000,91,R,1997,2h 18m,112,118,OWA0095,GG009
8 Mile,7.2,314000,77,R,2002,1h 50m,434,118,OWA0078,
Transformers: Rise of the Beasts,6.0,92000,42,PG-13,2023,2h 7m,113,119,,
Top Gun: Maverick,8.3,647000,78,PG-13,2022,2h 10m,114,120,OWA0057,
TRON: Legacy,6.8,351000,49,PG,2010,2h 5m,949,120,,
Oblivion,7.0,547000,54,PG-13,2013,2h 4m,1046,120,,
Beverly Hills Cop,7.4,197000,66,R,1984,1h 45m,115,121,,
Meet Joe Black,7.2,259000,43,PG-13,1998,2h 58m,442,121,,
Scent of a Woman,8.0,322000,57,R,1992,2h 36m,1029,121,OWA0080,GG003
Scent of a Woman,8.0,322000,57,R,1992,2h 36m,1029,121,OWA0080,GG012
Scent of a Woman,8.0,322000,57,R,1992,2h 36m,1029,121,OWA0080,GG001
Midnight Run,7.5,93000,78,R,1988,2h 6m,1297,121,,
The Christmas Chronicles,7.0,81000,52,PG,2018,1h 44m,116,122,,
A Christmas Story Christmas,6.7,17000,55,PG,2022,1h 38m,130,122,,
The Nightmare Before Christmas,7.9,369000,82,PG,1993,1h 16m,119,125,,
Coraline,7.7,258000,80,PG,2009,1h 40m,983,125,,
Deck the Halls,5.0,32000,28,PG,2006,1h 33m,120,126,,
Holidate,6.1,76000,44,TV-MA,2020,1h 44m,236,126,,
Bottoms,6.8,25000,74,R,2023,1h 31m,121,127,,
Avatar: The Way of Water,7.6,472000,67,PG-13,2022,3h 12m,123,128,OWA0084,
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0049,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0049,GG013
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0003,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0003,GG013
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0004,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0004,GG013
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0053,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0053,GG013
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0012,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0012,GG013
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0020,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0020,GG013
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0070,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0070,GG013
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0078,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0078,GG013
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0060,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0060,GG013
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0057,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0057,GG013
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0093,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0093,GG013
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0084,GG001
Titanic,7.9,1300000,75,PG-13,1997,3h 14m,133,128,OWA0084,GG013
Aliens,8.4,751000,84,R,1986,2h 17m,291,128,OWA0093,
Aliens,8.4,751000,84,R,1986,2h 17m,291,128,OWA0084,
Terminator 2: Judgment Day,8.6,1200000,75,R,1991,2h 17m,297,128,OWA0092,
Terminator 2: Judgment Day,8.6,1200000,75,R,1991,2h 17m,297,128,OWA0057,
Terminator 2: Judgment Day,8.6,1200000,75,R,1991,2h 17m,297,128,OWA0093,
Terminator 2: Judgment Day,8.6,1200000,75,R,1991,2h 17m,297,128,OWA0084,
The Abyss,7.5,188000,62,PG-13,1989,2h 20m,350,128,OWA0084,
Avatar,7.9,1400000,83,PG-13,2009,2h 42m,357,128,OWA0003,GG011
Avatar,7.9,1400000,83,PG-13,2009,2h 42m,357,128,OWA0004,GG011
Avatar,7.9,1400000,83,PG-13,2009,2h 42m,357,128,OWA0084,GG011
The Terminator,8.1,909000,84,R,1984,1h 47m,414,128,,
True Lies,7.3,276000,63,R,1994,2h 21m,739,128,,GG005
Love,6.1,65000,51,TV-MA,2015,2h 15m,124,129,,
Saw X,6.6,60000,60,R,2023,1h 58m,127,130,,
It's a Wonderful Knife,5.3,3700,52,R,2023,1h 27m,129,131,,
Babylon,7.1,155000,61,R,2022,3h 9m,131,132,,GG013
Whiplash,8.5,953000,89,R,2014,1h 46m,132,132,OWA0025,GG010
Whiplash,8.5,953000,89,R,2014,1h 46m,132,132,OWA0020,GG010
Whiplash,8.5,953000,89,R,2014,1h 46m,132,132,OWA0100,GG010
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0081,GG004
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0081,GG014
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0081,GG006
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0004,GG004
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0004,GG014
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0004,GG006
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0012,GG004
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0012,GG014
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0012,GG006
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0030,GG004
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0030,GG014
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0030,GG006
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0078,GG004
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0078,GG014
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0078,GG006
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0102,GG004
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0102,GG014
La La Land,8.0,645000,94,PG-13,2016,2h 8m,298,132,OWA0102,GG006
Shazam! Fury of the Gods,6.0,116000,47,PG-13,2023,2h 10m,134,133,,
Shazam!,7.0,377000,71,PG-13,2019,2h 12m,398,133,,
A Good Person,7.1,18000,50,R,2023,2h 8m,135,134,,
The Color Purple,7.7,94000,78,PG-13,1985,2h 34m,136,135,,GG002
Jurassic Park,8.2,1000000,68,PG-13,1993,2h 7m,173,135,OWA0057,
Jurassic Park,8.2,1000000,68,PG-13,1993,2h 7m,173,135,OWA0093,
Jurassic Park,8.2,1000000,68,PG-13,1993,2h 7m,173,135,OWA0084,
Schindler's List,9.0,1400000,95,R,1993,3h 15m,189,135,OWA0003,GG001
Schindler's List,9.0,1400000,95,R,1993,3h 15m,189,135,OWA0004,GG001
Schindler's List,9.0,1400000,95,R,1993,3h 15m,189,135,OWA0012,GG001
Schindler's List,9.0,1400000,95,R,1993,3h 15m,189,135,OWA0020,GG001
Schindler's List,9.0,1400000,95,R,1993,3h 15m,189,135,OWA0030,GG001
Schindler's List,9.0,1400000,95,R,1993,3h 15m,189,135,OWA0060,GG001
Schindler's List,9.0,1400000,95,R,1993,3h 15m,189,135,OWA0095,GG001
Raiders of the Lost Ark,8.4,1000000,86,PG,1981,1h 55m,212,135,OWA0003,
Raiders of the Lost Ark,8.4,1000000,86,PG,1981,1h 55m,212,135,OWA0020,
Raiders of the Lost Ark,8.4,1000000,86,PG,1981,1h 55m,212,135,OWA0057,
Raiders of the Lost Ark,8.4,1000000,86,PG,1981,1h 55m,212,135,OWA0084,
Raiders of the Lost Ark,8.4,1000000,86,PG,1981,1h 55m,212,135,OWA0085,
Saving Private Ryan,8.6,1500000,91,R,1998,2h 49m,223,135,OWA0004,GG001
Saving Private Ryan,8.6,1500000,91,R,1998,2h 49m,223,135,OWA0012,GG001
Saving Private Ryan,8.6,1500000,91,R,1998,2h 49m,223,135,OWA0020,GG001
Saving Private Ryan,8.6,1500000,91,R,1998,2h 49m,223,135,OWA0057,GG001
Saving Private Ryan,8.6,1500000,91,R,1998,2h 49m,223,135,OWA0093,GG001
Catch Me If You Can,8.1,1100000,75,PG-13,2002,2h 21m,308,135,,
Indiana Jones and the Temple of Doom,7.5,527000,57,PG,1984,1h 58m,397,135,OWA0084,
Indiana Jones and the Last Crusade,8.2,799000,65,PG-13,1989,2h 7m,451,135,OWA0093,
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0025,GG009
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0025,GG010
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0026,GG009
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0026,GG010
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0035,GG009
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0035,GG010
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0032,GG009
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0032,GG010
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0048,GG009
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0048,GG010
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0012,GG009
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0012,GG010
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0020,GG009
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0020,GG010
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0039,GG009
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0039,GG010
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0045,GG009
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0045,GG010
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0057,GG009
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,461,135,OWA0057,GG010
The Fabelmans,7.5,109000,84,PG-13,2022,2h 31m,491,135,,GG001
The Fabelmans,7.5,109000,84,PG-13,2022,2h 31m,491,135,,GG011
Indiana Jones and the Kingdom of the Crystal Skull,6.2,485000,65,PG-13,2008,2h 2m,533,135,,
Hook,6.8,269000,52,PG,1991,2h 22m,592,135,,
Jaws,8.1,648000,87,PG,1975,2h 4m,603,135,OWA0020,
Jaws,8.1,648000,87,PG,1975,2h 4m,603,135,OWA0030,
Jaws,8.1,648000,87,PG,1975,2h 4m,603,135,OWA0057,
E.T. the Extra-Terrestrial,7.9,431000,92,PG,1982,1h 55m,627,135,,
Ready Player One,7.4,471000,64,PG-13,2018,2h 20m,714,135,,
Minority Report,7.6,576000,80,PG-13,2002,2h 25m,952,135,,
War of the Worlds,6.5,469000,73,PG-13,2005,1h 56m,969,135,,
A.I. Artificial Intelligence,7.2,320000,65,PG-13,2001,2h 26m,1163,135,,
The Lost World: Jurassic Park,6.5,438000,59,PG-13,1997,2h 9m,1241,135,,
The Terminal,7.4,487000,55,PG-13,2004,2h 8m,1261,135,,
Empire of the Sun,7.7,133000,62,PG,1987,2h 33m,1389,135,,
Lincoln,7.3,270000,87,PG-13,2012,2h 30m,1480,135,OWA0080,GG003
Lincoln,7.3,270000,87,PG-13,2012,2h 30m,1480,135,OWA0102,GG003
Munich,7.5,236000,74,R,2005,2h 44m,1507,135,,
Close Encounters of the Third Kind,7.6,213000,90,PG,1977,2h 18m,1610,135,OWA0004,
Close Encounters of the Third Kind,7.6,213000,90,PG,1977,2h 18m,1610,135,OWA0085,
Bridge of Spies,7.6,324000,81,PG-13,2015,2h 22m,1725,135,OWA0025,
Die Hard 2,7.1,377000,67,R,1990,2h 4m,137,136,,
The Long Kiss Goodnight,6.8,84000,43,R,1996,2h 1m,1112,136,,
Fair Play,6.4,30000,73,R,2023,1h 53m,138,137,,
Dumb Money,6.9,21000,66,R,2023,1h 45m,141,142,,
Cruella,7.3,258000,59,PG-13,2021,2h 14m,345,142,OWA0053,
"I, Tonya",7.5,237000,77,R,2017,1h 59m,1086,142,OWA0026,
Love Story,6.9,37000,84,PG,1970,1h 40m,142,143,OWA0030,GG012
Love Story,6.9,37000,84,PG,1970,1h 40m,142,143,OWA0030,GG001
Love Story,6.9,37000,84,PG,1970,1h 40m,142,143,OWA0030,GG013
Love Story,6.9,37000,84,PG,1970,1h 40m,142,143,OWA0030,GG011
Love Story,6.9,37000,84,PG,1970,1h 40m,142,143,OWA0030,GG002
The Hospital,7.1,7200,72,PG-13,1971,1h 43m,711,143,OWA0069,
Requiem for a Dream,8.3,884000,71,Unrated,2000,1h 42m,143,144,,
Black Swan,8.0,809000,79,R,2010,1h 48m,156,144,OWA0081,GG002
The Whale,7.7,193000,60,R,2022,1h 57m,227,144,OWA0080,
The Whale,7.7,193000,60,R,2022,1h 57m,227,144,OWA0101,
Mother!,6.6,245000,76,R,2017,2h 1m,423,144,,
Midsommar,7.1,382000,72,R,2019,2h 28m,147,147,,
Beau Is Afraid,6.8,49000,63,R,2023,2h 59m,186,147,,
Hereditary,7.3,364000,87,R,2018,2h 7m,305,147,,
The Gentlemen,7.8,378000,51,R,2019,1h 53m,148,148,,
The Covenant,7.5,144000,63,R,2023,2h 3m,196,148,,
Snatch,8.2,895000,55,R,2000,1h 42m,480,148,,
Operation Fortune: Ruse de Guerre,6.3,78000,51,R,2023,1h 54m,508,148,,
Aladdin,6.9,285000,53,PG,2019,2h 8m,880,148,OWA0030,GG015
Aladdin,6.9,285000,53,PG,2019,2h 8m,880,148,OWA0030,GG013
Aladdin,6.9,285000,53,PG,2019,2h 8m,880,148,OWA0030,GG014
Aladdin,6.9,285000,53,PG,2019,2h 8m,880,148,OWA0078,GG015
Aladdin,6.9,285000,53,PG,2019,2h 8m,880,148,OWA0078,GG013
Aladdin,6.9,285000,53,PG,2019,2h 8m,880,148,OWA0078,GG014
"Lock, Stock and Two Smoking Barrels",8.1,608000,66,R,1998,1h 47m,982,148,,
Wrath of Man,7.1,200000,57,R,2021,1h 59m,1000,148,,
King Arthur: Legend of the Sword,6.7,229000,41,PG-13,2017,2h 6m,1034,148,,
The Man from U.N.C.L.E.,7.2,327000,56,PG-13,2015,1h 56m,1145,148,,
Sherlock Holmes,7.6,661000,57,PG-13,2009,2h 8m,1279,148,,GG006
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,420000,75,PG,2005,2h 23m,149,149,OWA0092,
The Chronicles of Narnia: Prince Caspian,6.5,222000,62,PG,2008,2h 30m,1150,149,,
Godzilla vs. Kong,6.3,230000,59,PG-13,2021,1h 53m,151,150,,
Mean Girls,7.1,418000,66,PG-13,2004,1h 37m,152,151,,
Bad Santa 2,5.6,28000,38,R,2016,1h 32m,640,151,,
The Family Man,6.8,117000,42,PG-13,2000,2h 5m,153,152,,
Rush Hour,7.0,289000,60,PG-13,1998,1h 38m,1089,152,,
X-Men: The Last Stand,6.6,535000,58,PG-13,2006,1h 44m,1487,152,,
Red Dragon,7.2,287000,60,R,2002,2h 4m,1589,152,,
She's All That,5.9,102000,51,PG-13,1999,1h 35m,154,153,,
Triangle of Sadness,7.3,163000,63,R,2022,2h 27m,155,154,,
The Northman,7.0,243000,82,R,2022,2h 17m,158,155,,
The Lighthouse,7.4,245000,83,R,2019,1h 49m,485,155,,
The Witch,7.0,292000,84,R,2015,1h 32m,494,155,,
Spider-Man: No Way Home,8.2,849000,71,PG-13,2021,2h 28m,160,156,,
Spider-Man: Homecoming,7.4,704000,73,PG-13,2017,2h 13m,852,156,,
Spider-Man: Far from Home,7.4,540000,69,PG-13,2019,2h 9m,1144,156,,
