Movie_Name,Rating,Votes,Meta_score,PG_Rating,Year,Duration,Movie_ID,Director_ID,Oscar_Award_ID,GG_Award_ID
Reds,,0,0,,0,,0,0,OWA0026,GG011
Reds,,0,0,,0,,0,0,OWA0004,GG011
Reds,,0,0,,0,,0,0,OWA0012,GG011
Chariots of Fire,,0,0,,0,,0,0,OWA0053,GG008
Chariots of Fire,,0,0,,0,,0,0,OWA0030,GG008
Chariots of Fire,,0,0,,0,,0,0,OWA0060,GG008
Chariots of Fire,,0,0,,0,,0,0,OWA0088,GG008
Genocide,,0,0,,0,,0,0,OWA0044,
Close Harmony,,0,0,,0,,0,0,OWA0037,
Mephisto,,0,0,,0,,0,0,OWA0050,
Crac,,0,0,,0,,0,0,OWA0075,
Violet,,0,0,,0,,0,0,OWA0076,
Gandhi,,0,0,,0,,0,0,OWA0080,GG003
Gandhi,,0,0,,0,,0,0,OWA0080,GG012
Gandhi,,0,0,,0,,0,0,OWA0080,GG017
Gandhi,,0,0,,0,,0,0,OWA0080,GG011
Gandhi,,0,0,,0,,0,0,OWA0080,GG008
Gandhi,,0,0,,0,,0,0,OWA0003,GG003
Gandhi,,0,0,,0,,0,0,OWA0003,GG012
Gandhi,,0,0,,0,,0,0,OWA0003,GG017
Gandhi,,0,0,,0,,0,0,OWA0003,GG011
Gandhi,,0,0,,0,,0,0,OWA0003,GG008
Gandhi,,0,0,,0,,0,0,OWA0004,GG003
Gandhi,,0,0,,0,,0,0,OWA0004,GG012
Gandhi,,0,0,,0,,0,0,OWA0004,GG017
Gandhi,,0,0,,0,,0,0,OWA0004,GG011
Gandhi,,0,0,,0,,0,0,OWA0004,GG008
Gandhi,,0,0,,0,,0,0,OWA0053,GG003
Gandhi,,0,0,,0,,0,0,OWA0053,GG012
Gandhi,,0,0,,0,,0,0,OWA0053,GG017
Gandhi,,0,0,,0,,0,0,OWA0053,GG011
Gandhi,,0,0,,0,,0,0,OWA0053,GG008
Gandhi,,0,0,,0,,0,0,OWA0012,GG003
Gandhi,,0,0,,0,,0,0,OWA0012,GG012
Gandhi,,0,0,,0,,0,0,OWA0012,GG017
Gandhi,,0,0,,0,,0,0,OWA0012,GG011
Gandhi,,0,0,,0,,0,0,OWA0012,GG008
Gandhi,,0,0,,0,,0,0,OWA0020,GG003
Gandhi,,0,0,,0,,0,0,OWA0020,GG012
Gandhi,,0,0,,0,,0,0,OWA0020,GG017
Gandhi,,0,0,,0,,0,0,OWA0020,GG011
Gandhi,,0,0,,0,,0,0,OWA0020,GG008
Gandhi,,0,0,,0,,0,0,OWA0060,GG003
Gandhi,,0,0,,0,,0,0,OWA0060,GG012
Gandhi,,0,0,,0,,0,0,OWA0060,GG017
Gandhi,,0,0,,0,,0,0,OWA0060,GG011
Gandhi,,0,0,,0,,0,0,OWA0060,GG008
Gandhi,,0,0,,0,,0,0,OWA0088,GG003
Gandhi,,0,0,,0,,0,0,OWA0088,GG012
Gandhi,,0,0,,0,,0,0,OWA0088,GG017
Gandhi,,0,0,,0,,0,0,OWA0088,GG011
Gandhi,,0,0,,0,,0,0,OWA0088,GG008
An Officer and a Gentleman,,0,0,,0,,0,0,OWA0025,
An Officer and a Gentleman,,0,0,,0,,0,0,OWA0078,
Tootsie,,0,0,,0,,0,0,OWA0026,GG006
Just Another Missing Kid,,0,0,,0,,0,0,OWA0044,
If You Love This Planet,,0,0,,0,,0,0,OWA0037,
Volver a Empezar ('To Begin Again'),,0,0,,0,,0,0,OWA0050,
Quest for Fire,,0,0,,0,,0,0,OWA0092,
E.T. The Extra-Terrestrial,,0,0,,0,,0,0,OWA0030,
E.T. The Extra-Terrestrial,,0,0,,0,,0,0,OWA0057,
E.T. The Extra-Terrestrial,,0,0,,0,,0,0,OWA0093,
E.T. The Extra-Terrestrial,,0,0,,0,,0,0,OWA0084,
Victor/Victoria,,0,0,,0,,0,0,OWA0089,
Tango,,0,0,,0,,0,0,OWA0075,
A Shocking Accident,,0,0,,0,,0,0,OWA0076,
Missing,,0,0,,0,,0,0,OWA0087,
Tender Mercies,,0,0,,0,,0,0,OWA0080,GG003
Tender Mercies,,0,0,,0,,0,0,OWA0088,GG003
Terms of Endearment,,0,0,,0,,0,0,OWA0025,GG001
Terms of Endearment,,0,0,,0,,0,0,OWA0025,GG010
Terms of Endearment,,0,0,,0,,0,0,OWA0081,GG001
Terms of Endearment,,0,0,,0,,0,0,OWA0081,GG010
Terms of Endearment,,0,0,,0,,0,0,OWA0012,GG001
Terms of Endearment,,0,0,,0,,0,0,OWA0012,GG010
Terms of Endearment,,0,0,,0,,0,0,OWA0060,GG001
Terms of Endearment,,0,0,,0,,0,0,OWA0060,GG010
Terms of Endearment,,0,0,,0,,0,0,OWA0087,GG001
Terms of Endearment,,0,0,,0,,0,0,OWA0087,GG010
The Year of Living Dangerously,,0,0,,0,,0,0,OWA0026,
Fanny & Alexander,,0,0,,0,,0,0,OWA0003,GG008
Fanny & Alexander,,0,0,,0,,0,0,OWA0004,GG008
Fanny & Alexander,,0,0,,0,,0,0,OWA0053,GG008
Fanny & Alexander,,0,0,,0,,0,0,OWA0050,GG008
He Makes Me Feel Like Dancin',,0,0,,0,,0,0,OWA0044,
Flamenco at 5:15,,0,0,,0,,0,0,OWA0037,
The Right Stuff,,0,0,,0,,0,0,OWA0020,
The Right Stuff,,0,0,,0,,0,0,OWA0030,
The Right Stuff,,0,0,,0,,0,0,OWA0057,
The Right Stuff,,0,0,,0,,0,0,OWA0093,
Yentl,,0,0,,0,,0,0,OWA0094,GG004
Yentl,,0,0,,0,,0,0,OWA0094,GG011
Flashdance,,0,0,,0,,0,0,OWA0078,GG013
Flashdance,,0,0,,0,,0,0,OWA0078,GG014
Sundae in New York,,0,0,,0,,0,0,OWA0075,
Boys and Girls,,0,0,,0,,0,0,OWA0076,
Return of the Jedi,,0,0,,0,,0,0,OWA0073,
The Killing Fields,,0,0,,0,,0,0,OWA0025,GG010
The Killing Fields,,0,0,,0,,0,0,OWA0004,GG010
The Killing Fields,,0,0,,0,,0,0,OWA0020,GG010
Places in the Heart,,0,0,,0,,0,0,OWA0081,GG002
Places in the Heart,,0,0,,0,,0,0,OWA0088,GG002
A Passage to India,,0,0,,0,,0,0,OWA0026,GG008
A Passage to India,,0,0,,0,,0,0,OWA0026,GG009
A Passage to India,,0,0,,0,,0,0,OWA0030,GG008
A Passage to India,,0,0,,0,,0,0,OWA0030,GG009
The Times of Harvey Milk,,0,0,,0,,0,0,OWA0044,
The Stone Carvers,,0,0,,0,,0,0,OWA0037,
Dangerous Moves,,0,0,,0,,0,0,OWA0050,
Purple Rain,,0,0,,0,,0,0,OWA0068,
The Woman in Red,,0,0,,0,,0,0,OWA0078,GG014
Up,,0,0,,0,,0,0,OWA0076,GG013
Up,,0,0,,0,,0,0,OWA0076,GG007
Up,,0,0,,0,,0,0,OWA0098,GG013
Up,,0,0,,0,,0,0,OWA0098,GG007
Up,,0,0,,0,,0,0,OWA0030,GG013
Up,,0,0,,0,,0,0,OWA0030,GG007
The River,,0,0,,0,,0,0,OWA0085,
Kiss of the Spider Woman,,0,0,,0,,0,0,OWA0080,
Cocoon,,0,0,,0,,0,0,OWA0025,
Cocoon,,0,0,,0,,0,0,OWA0084,
The Trip to Bountiful,,0,0,,0,,0,0,OWA0081,
Prizzi's Honor,,0,0,,0,,0,0,OWA0026,GG004
Prizzi's Honor,,0,0,,0,,0,0,OWA0026,GG005
Prizzi's Honor,,0,0,,0,,0,0,OWA0026,GG006
Out of Africa,,0,0,,0,,0,0,OWA0003,GG001
Out of Africa,,0,0,,0,,0,0,OWA0003,GG010
Out of Africa,,0,0,,0,,0,0,OWA0004,GG001
Out of Africa,,0,0,,0,,0,0,OWA0004,GG010
Out of Africa,,0,0,,0,,0,0,OWA0012,GG001
Out of Africa,,0,0,,0,,0,0,OWA0012,GG010
Out of Africa,,0,0,,0,,0,0,OWA0030,GG001
Out of Africa,,0,0,,0,,0,0,OWA0030,GG010
Out of Africa,,0,0,,0,,0,0,OWA0060,GG001
Out of Africa,,0,0,,0,,0,0,OWA0060,GG010
Out of Africa,,0,0,,0,,0,0,OWA0057,GG001
Out of Africa,,0,0,,0,,0,0,OWA0057,GG010
Out of Africa,,0,0,,0,,0,0,OWA0087,GG001
Out of Africa,,0,0,,0,,0,0,OWA0087,GG010
Ran,,0,0,,0,,0,0,OWA0053,
Broken Rainbow,,0,0,,0,,0,0,OWA0044,
Witness to War: Dr. Charlie Clements,,0,0,,0,,0,0,OWA0037,
The Official Story,,0,0,,0,,0,0,OWA0050,GG008
White Nights,,0,0,,0,,0,0,OWA0078,GG014
Anna & Bella,,0,0,,0,,0,0,OWA0075,
Molly's Pilgrim,,0,0,,0,,0,0,OWA0076,
The Color of Money,,0,0,,0,,0,0,OWA0080,
Hannah and Her Sisters,,0,0,,0,,0,0,OWA0025,GG004
Hannah and Her Sisters,,0,0,,0,,0,0,OWA0026,GG004
Hannah and Her Sisters,,0,0,,0,,0,0,OWA0088,GG004
Children of a Lesser God,,0,0,,0,,0,0,OWA0081,GG002
A Room with a View,,0,0,,0,,0,0,OWA0003,
A Room with a View,,0,0,,0,,0,0,OWA0053,
A Room with a View,,0,0,,0,,0,0,OWA0087,
The Mission,,0,0,,0,,0,0,OWA0004,GG012
Artie Shaw: Time Is All You've Got,,0,0,,0,,0,0,OWA0044,
Down and Out in America,,0,0,,0,,0,0,OWA0044,
"Women--for America, for the World",,0,0,,0,,0,0,OWA0037,
The Assault,,0,0,,0,,0,0,OWA0050,
'Round Midnight,,0,0,,0,,0,0,OWA0030,
A Greek Tragedy,,0,0,,0,,0,0,OWA0075,
Precious Images,,0,0,,0,,0,0,OWA0076,
Wall Street,,0,0,,0,,0,0,OWA0080,GG003
The Last Emperor,,0,0,,0,,0,0,OWA0003,GG012
The Last Emperor,,0,0,,0,,0,0,OWA0003,GG001
The Last Emperor,,0,0,,0,,0,0,OWA0003,GG013
The Last Emperor,,0,0,,0,,0,0,OWA0003,GG011
The Last Emperor,,0,0,,0,,0,0,OWA0004,GG012
The Last Emperor,,0,0,,0,,0,0,OWA0004,GG001
The Last Emperor,,0,0,,0,,0,0,OWA0004,GG013
The Last Emperor,,0,0,,0,,0,0,OWA0004,GG011
The Last Emperor,,0,0,,0,,0,0,OWA0053,GG012
The Last Emperor,,0,0,,0,,0,0,OWA0053,GG001
The Last Emperor,,0,0,,0,,0,0,OWA0053,GG013
The Last Emperor,,0,0,,0,,0,0,OWA0053,GG011
The Last Emperor,,0,0,,0,,0,0,OWA0012,GG012
The Last Emperor,,0,0,,0,,0,0,OWA0012,GG001
The Last Emperor,,0,0,,0,,0,0,OWA0012,GG013
The Last Emperor,,0,0,,0,,0,0,OWA0012,GG011
The Last Emperor,,0,0,,0,,0,0,OWA0020,GG012
The Last Emperor,,0,0,,0,,0,0,OWA0020,GG001
The Last Emperor,,0,0,,0,,0,0,OWA0020,GG013
The Last Emperor,,0,0,,0,,0,0,OWA0020,GG011
The Last Emperor,,0,0,,0,,0,0,OWA0030,GG012
The Last Emperor,,0,0,,0,,0,0,OWA0030,GG001
The Last Emperor,,0,0,,0,,0,0,OWA0030,GG013
The Last Emperor,,0,0,,0,,0,0,OWA0030,GG011
The Last Emperor,,0,0,,0,,0,0,OWA0060,GG012
The Last Emperor,,0,0,,0,,0,0,OWA0060,GG001
The Last Emperor,,0,0,,0,,0,0,OWA0060,GG013
The Last Emperor,,0,0,,0,,0,0,OWA0060,GG011
The Last Emperor,,0,0,,0,,0,0,OWA0057,GG012
The Last Emperor,,0,0,,0,,0,0,OWA0057,GG001
The Last Emperor,,0,0,,0,,0,0,OWA0057,GG013
The Last Emperor,,0,0,,0,,0,0,OWA0057,GG011
The Last Emperor,,0,0,,0,,0,0,OWA0087,GG012
The Last Emperor,,0,0,,0,,0,0,OWA0087,GG001
The Last Emperor,,0,0,,0,,0,0,OWA0087,GG013
The Last Emperor,,0,0,,0,,0,0,OWA0087,GG011
The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,,0,0,,0,,0,0,OWA0044,
Young at Heart,,0,0,,0,,0,0,OWA0037,
Babette's Feast,,0,0,,0,,0,0,OWA0050,
Harry and the Hendersons,,0,0,,0,,0,0,OWA0092,
The Man Who Planted Trees,,0,0,,0,,0,0,OWA0075,
Ray's Male Heterosexual Dance Hall,,0,0,,0,,0,0,OWA0076,
Innerspace,,0,0,,0,,0,0,OWA0084,
A Fish Called Wanda,,0,0,,0,,0,0,OWA0025,
The Accused,,0,0,,0,,0,0,OWA0081,
The Accidental Tourist,,0,0,,0,,0,0,OWA0026,
Dangerous Liaisons,,0,0,,0,,0,0,OWA0003,
Dangerous Liaisons,,0,0,,0,,0,0,OWA0053,
Dangerous Liaisons,,0,0,,0,,0,0,OWA0087,
Mississippi Burning,,0,0,,0,,0,0,OWA0004,
Hotel Terminus: The Life and Times of Klaus Barbie,,0,0,,0,,0,0,OWA0044,
You Don't Have to Die,,0,0,,0,,0,0,OWA0037,
Pelle the Conqueror,,0,0,,0,,0,0,OWA0050,
The Milagro Beanfield War,,0,0,,0,,0,0,OWA0030,
Working Girl,,0,0,,0,,0,0,OWA0078,GG004
Working Girl,,0,0,,0,,0,0,OWA0078,GG009
Tin Toy,,0,0,,0,,0,0,OWA0075,
The Appointments of Dennis Jennings,,0,0,,0,,0,0,OWA0076,
Bird,,0,0,,0,,0,0,OWA0057,
My Left Foot,,0,0,,0,,0,0,OWA0080,
My Left Foot,,0,0,,0,,0,0,OWA0026,
Driving Miss Daisy,,0,0,,0,,0,0,OWA0081,GG004
Driving Miss Daisy,,0,0,,0,,0,0,OWA0081,GG005
Driving Miss Daisy,,0,0,,0,,0,0,OWA0081,GG006
Driving Miss Daisy,,0,0,,0,,0,0,OWA0092,GG004
Driving Miss Daisy,,0,0,,0,,0,0,OWA0092,GG005
Driving Miss Daisy,,0,0,,0,,0,0,OWA0092,GG006
Driving Miss Daisy,,0,0,,0,,0,0,OWA0060,GG004
Driving Miss Daisy,,0,0,,0,,0,0,OWA0060,GG005
Driving Miss Daisy,,0,0,,0,,0,0,OWA0060,GG006
Driving Miss Daisy,,0,0,,0,,0,0,OWA0087,GG004
Driving Miss Daisy,,0,0,,0,,0,0,OWA0087,GG005
Driving Miss Daisy,,0,0,,0,,0,0,OWA0087,GG006
Henry V,,0,0,,0,,0,0,OWA0053,
Born on the Fourth of July,,0,0,,0,,0,0,OWA0012,GG003
Born on the Fourth of July,,0,0,,0,,0,0,OWA0012,GG001
Born on the Fourth of July,,0,0,,0,,0,0,OWA0012,GG012
Born on the Fourth of July,,0,0,,0,,0,0,OWA0020,GG003
Born on the Fourth of July,,0,0,,0,,0,0,OWA0020,GG001
Born on the Fourth of July,,0,0,,0,,0,0,OWA0020,GG012
Common Threads: Stories from the Quilt,,0,0,,0,,0,0,OWA0044,
The Johnstown Flood,,0,0,,0,,0,0,OWA0037,
Cinema Paradiso,,0,0,,0,,0,0,OWA0050,GG008
Balance,,0,0,,0,,0,0,OWA0075,
Work Experience,,0,0,,0,,0,0,OWA0076,
Reversal of Fortune,,0,0,,0,,0,0,OWA0080,GG003
Good Fellas,,0,0,,0,,0,0,OWA0025,
Dick Tracy,,0,0,,0,,0,0,OWA0003,
Dick Tracy,,0,0,,0,,0,0,OWA0092,
Dick Tracy,,0,0,,0,,0,0,OWA0078,
Dances With Wolves,,0,0,,0,,0,0,OWA0004,
Dances With Wolves,,0,0,,0,,0,0,OWA0012,
Dances With Wolves,,0,0,,0,,0,0,OWA0020,
Dances With Wolves,,0,0,,0,,0,0,OWA0030,
Dances With Wolves,,0,0,,0,,0,0,OWA0060,
Dances With Wolves,,0,0,,0,,0,0,OWA0057,
Dances With Wolves,,0,0,,0,,0,0,OWA0087,
American Dream,,0,0,,0,,0,0,OWA0044,
Days of Waiting,,0,0,,0,,0,0,OWA0037,
Journey of Hope,,0,0,,0,,0,0,OWA0050,
Creature Comforts,,0,0,,0,,0,0,OWA0075,
The Lunch Date,,0,0,,0,,0,0,OWA0076,
City Slickers,,0,0,,0,,0,0,OWA0025,GG010
The Fisher King,,0,0,,0,,0,0,OWA0026,GG009
Bugsy,,0,0,,0,,0,0,OWA0003,GG001
Bugsy,,0,0,,0,,0,0,OWA0053,GG001
In the Shadow of the Stars,,0,0,,0,,0,0,OWA0044,
"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",,0,0,,0,,0,0,OWA0037,
Mediterraneo,,0,0,,0,,0,0,OWA0050,
Manipulation,,0,0,,0,,0,0,OWA0075,
Session Man,,0,0,,0,,0,0,OWA0076,
Howards End,,0,0,,0,,0,0,OWA0081,GG002
Howards End,,0,0,,0,,0,0,OWA0003,GG002
Howards End,,0,0,,0,,0,0,OWA0095,GG002
A River Runs through It,,0,0,,0,,0,0,OWA0004,
The Panama Deception,,0,0,,0,,0,0,OWA0044,
Educating Peter,,0,0,,0,,0,0,OWA0037,
Indochine,,0,0,,0,,0,0,OWA0050,GG008
Mona Lisa Descending a Staircase,,0,0,,0,,0,0,OWA0075,
Omnibus,,0,0,,0,,0,0,OWA0076,
The Crying Game,,0,0,,0,,0,0,OWA0088,
The Piano,,0,0,,0,,0,0,OWA0081,GG002
The Piano,,0,0,,0,,0,0,OWA0026,GG002
The Piano,,0,0,,0,,0,0,OWA0088,GG002
The Age of Innocence,,0,0,,0,,0,0,OWA0053,GG009
I Am a Promise: The Children of Stanton Elementary School,,0,0,,0,,0,0,OWA0044,
Defending Our Lives,,0,0,,0,,0,0,OWA0037,
Belle Epoque,,0,0,,0,,0,0,OWA0050,
The Wrong Trousers,,0,0,,0,,0,0,OWA0075,
Black Rider (Schwarzfahrer),,0,0,,0,,0,0,OWA0076,
Ed Wood,,0,0,,0,,0,0,OWA0025,GG010
Ed Wood,,0,0,,0,,0,0,OWA0092,GG010
Blue Sky,,0,0,,0,,0,0,OWA0081,GG002
Bullets over Broadway,,0,0,,0,,0,0,OWA0026,
The Madness of King George,,0,0,,0,,0,0,OWA0003,
"The Adventures of Priscilla, Queen of the Desert",,0,0,,0,,0,0,OWA0053,
Maya Lin: A Strong Clear Vision,,0,0,,0,,0,0,OWA0044,
A Time for Justice,,0,0,,0,,0,0,OWA0037,
Burnt by the Sun,,0,0,,0,,0,0,OWA0050,
The Lion King,,0,0,,0,,0,0,OWA0030,
The Lion King,,0,0,,0,,0,0,OWA0078,
Bob's Birthday,,0,0,,0,,0,0,OWA0075,
Franz Kafka's It's a Wonderful Life,,0,0,,0,,0,0,OWA0076,
Trevor,,0,0,,0,,0,0,OWA0076,
Leaving Las Vegas,,0,0,,0,,0,0,OWA0080,GG003
Dead Man Walking,,0,0,,0,,0,0,OWA0081,
Mighty Aphrodite,,0,0,,0,,0,0,OWA0026,GG009
Restoration,,0,0,,0,,0,0,OWA0003,
Restoration,,0,0,,0,,0,0,OWA0053,
Anne Frank Remembered,,0,0,,0,,0,0,OWA0044,
One Survivor Remembers,,0,0,,0,,0,0,OWA0037,
Antonia's Line,,0,0,,0,,0,0,OWA0050,
The Postman (Il Postino),,0,0,,0,,0,0,OWA0070,
Pocahontas,,0,0,,0,,0,0,OWA0096,GG014
Pocahontas,,0,0,,0,,0,0,OWA0078,GG014
A Close Shave,,0,0,,0,,0,0,OWA0075,
Lieberman in Love,,0,0,,0,,0,0,OWA0076,
Babe,,0,0,,0,,0,0,OWA0084,GG004
Shine,,0,0,,0,,0,0,OWA0080,
Fargo,,0,0,,0,,0,0,OWA0081,
Fargo,,0,0,,0,,0,0,OWA0088,
When We Were Kings,,0,0,,0,,0,0,OWA0044,
Breathing Lessons: The Life and Work of Mark O'Brien,,0,0,,0,,0,0,OWA0037,
Kolya,,0,0,,0,,0,0,OWA0050,GG008
The Nutty Professor,,0,0,,0,,0,0,OWA0092,
Emma,,0,0,,0,,0,0,OWA0096,
Evita,,0,0,,0,,0,0,OWA0078,GG005
Evita,,0,0,,0,,0,0,OWA0078,GG014
Quest,,0,0,,0,,0,0,OWA0075,
Dear Diary,,0,0,,0,,0,0,OWA0076,
The Ghost and the Darkness,,0,0,,0,,0,0,OWA0093,
Sling Blade,,0,0,,0,,0,0,OWA0095,
As Good as It Gets,,0,0,,0,,0,0,OWA0080,GG004
As Good as It Gets,,0,0,,0,,0,0,OWA0080,GG005
As Good as It Gets,,0,0,,0,,0,0,OWA0081,GG004
As Good as It Gets,,0,0,,0,,0,0,OWA0081,GG005
The Long Way Home,,0,0,,0,,0,0,OWA0044,
A Story of Healing,,0,0,,0,,0,0,OWA0037,
Character,,0,0,,0,,0,0,OWA0050,
The Full Monty,,0,0,,0,,0,0,OWA0096,
Geri's Game,,0,0,,0,,0,0,OWA0075,
Visas and Virtue,,0,0,,0,,0,0,OWA0076,
Life Is Beautiful,,0,0,,0,,0,0,OWA0080,
Life Is Beautiful,,0,0,,0,,0,0,OWA0050,
Life Is Beautiful,,0,0,,0,,0,0,OWA0070,
Affliction,,0,0,,0,,0,0,OWA0025,
Shakespeare in Love,,0,0,,0,,0,0,OWA0081,GG012
Shakespeare in Love,,0,0,,0,,0,0,OWA0081,GG004
Shakespeare in Love,,0,0,,0,,0,0,OWA0081,GG005
Shakespeare in Love,,0,0,,0,,0,0,OWA0026,GG012
Shakespeare in Love,,0,0,,0,,0,0,OWA0026,GG004
Shakespeare in Love,,0,0,,0,,0,0,OWA0026,GG005
Shakespeare in Love,,0,0,,0,,0,0,OWA0003,GG012
Shakespeare in Love,,0,0,,0,,0,0,OWA0003,GG004
Shakespeare in Love,,0,0,,0,,0,0,OWA0003,GG005
Shakespeare in Love,,0,0,,0,,0,0,OWA0053,GG012
Shakespeare in Love,,0,0,,0,,0,0,OWA0053,GG004
Shakespeare in Love,,0,0,,0,,0,0,OWA0053,GG005
Shakespeare in Love,,0,0,,0,,0,0,OWA0096,GG012
Shakespeare in Love,,0,0,,0,,0,0,OWA0096,GG004
Shakespeare in Love,,0,0,,0,,0,0,OWA0096,GG005
Shakespeare in Love,,0,0,,0,,0,0,OWA0060,GG012
Shakespeare in Love,,0,0,,0,,0,0,OWA0060,GG004
Shakespeare in Love,,0,0,,0,,0,0,OWA0060,GG005
Shakespeare in Love,,0,0,,0,,0,0,OWA0088,GG012
Shakespeare in Love,,0,0,,0,,0,0,OWA0088,GG004
Shakespeare in Love,,0,0,,0,,0,0,OWA0088,GG005
The Last Days,,0,0,,0,,0,0,OWA0044,
The Personals: Improvisations on Romance in the Golden Years,,0,0,,0,,0,0,OWA0037,
Elizabeth,,0,0,,0,,0,0,OWA0092,
The Prince of Egypt,,0,0,,0,,0,0,OWA0078,
Bunny,,0,0,,0,,0,0,OWA0075,
Election Night (Valgaften),,0,0,,0,,0,0,OWA0076,
What Dreams May Come,,0,0,,0,,0,0,OWA0084,
Gods and Monsters,,0,0,,0,,0,0,OWA0095,GG009
The Cider House Rules,,0,0,,0,,0,0,OWA0025,
The Cider House Rules,,0,0,,0,,0,0,OWA0095,
Boys Don't Cry,,0,0,,0,,0,0,OWA0081,
Topsy-Turvy,,0,0,,0,,0,0,OWA0053,
Topsy-Turvy,,0,0,,0,,0,0,OWA0092,
One Day in September,,0,0,,0,,0,0,OWA0044,
King Gimp,,0,0,,0,,0,0,OWA0037,
The Matrix,,0,0,,0,,0,0,OWA0020,
The Matrix,,0,0,,0,,0,0,OWA0057,
The Matrix,,0,0,,0,,0,0,OWA0093,
The Matrix,,0,0,,0,,0,0,OWA0084,
All about My Mother,,0,0,,0,,0,0,OWA0050,
The Red Violin,,0,0,,0,,0,0,OWA0030,
Tarzan,,0,0,,0,,0,0,OWA0078,GG014
My Mother Dreams the Satan's Disciples in New York,,0,0,,0,,0,0,OWA0076,
Pollock,,0,0,,0,,0,0,OWA0026,
"Crouching Tiger, Hidden Dragon",,0,0,,0,,0,0,OWA0003,GG008
"Crouching Tiger, Hidden Dragon",,0,0,,0,,0,0,OWA0004,GG008
"Crouching Tiger, Hidden Dragon",,0,0,,0,,0,0,OWA0050,GG008
"Crouching Tiger, Hidden Dragon",,0,0,,0,,0,0,OWA0030,GG008
Into the Arms of Strangers: Stories of the Kindertransport,,0,0,,0,,0,0,OWA0044,
Big Mama,,0,0,,0,,0,0,OWA0037,
Dr. Seuss' How the Grinch Stole Christmas,,0,0,,0,,0,0,OWA0092,
Wonder Boys,,0,0,,0,,0,0,OWA0078,GG014
Father and Daughter,,0,0,,0,,0,0,OWA0075,
Quiero Ser (I want to be...),,0,0,,0,,0,0,OWA0076,
Iris,,0,0,,0,,0,0,OWA0025,GG010
Monster's Ball,,0,0,,0,,0,0,OWA0081,
Shrek,,0,0,,0,,0,0,OWA0098,
Murder on a Sunday Morning,,0,0,,0,,0,0,OWA0044,
Thoth,,0,0,,0,,0,0,OWA0037,
No Man's Land,,0,0,,0,,0,0,OWA0050,GG008
"Monsters, Inc.",,0,0,,0,,0,0,OWA0078,
For the Birds,,0,0,,0,,0,0,OWA0075,
the accountant,,0,0,,0,,0,0,OWA0076,
Adaptation,,0,0,,0,,0,0,OWA0025,GG009
Adaptation,,0,0,,0,,0,0,OWA0025,GG010
The Hours,,0,0,,0,,0,0,OWA0081,GG001
Spirited Away,,0,0,,0,,0,0,OWA0098,
Road to Perdition,,0,0,,0,,0,0,OWA0004,
Bowling for Columbine,,0,0,,0,,0,0,OWA0044,
Twin Towers,,0,0,,0,,0,0,OWA0037,
Nowhere in Africa,,0,0,,0,,0,0,OWA0050,
Frida,,0,0,,0,,0,0,OWA0092,GG013
Frida,,0,0,,0,,0,0,OWA0030,GG013
The ChubbChubbs!,,0,0,,0,,0,0,OWA0075,
This Charming Man (Der Er En Yndig Mand),,0,0,,0,,0,0,OWA0076,
Talk to Her,,0,0,,0,,0,0,OWA0036,
Finding Nemo,,0,0,,0,,0,0,OWA0098,
The Fog of War,,0,0,,0,,0,0,OWA0044,
Chernobyl Heart,,0,0,,0,,0,0,OWA0037,
The Barbarian Invasions,,0,0,,0,,0,0,OWA0050,
Harvie Krumpet,,0,0,,0,,0,0,OWA0075,
Two Soldiers,,0,0,,0,,0,0,OWA0076,
Ray,,0,0,,0,,0,0,OWA0080,GG006
Ray,,0,0,,0,,0,0,OWA0100,GG006
Born into Brothels,,0,0,,0,,0,0,OWA0044,
Mighty Times: The Children's March,,0,0,,0,,0,0,OWA0037,
The Sea Inside,,0,0,,0,,0,0,OWA0050,GG008
Lemony Snicket's A Series of Unfortunate Events,,0,0,,0,,0,0,OWA0092,
Finding Neverland,,0,0,,0,,0,0,OWA0030,
The Motorcycle Diaries,,0,0,,0,,0,0,OWA0078,
Ryan,,0,0,,0,,0,0,OWA0075,
Wasp,,0,0,,0,,0,0,OWA0076,
Capote,,0,0,,0,,0,0,OWA0080,GG003
Syriana,,0,0,,0,,0,0,OWA0025,GG010
The Constant Gardener,,0,0,,0,,0,0,OWA0026,GG009
Wallace & Gromit in The Curse of the Were-Rabbit,,0,0,,0,,0,0,OWA0098,
Memoirs of a Geisha,,0,0,,0,,0,0,OWA0003,GG013
Memoirs of a Geisha,,0,0,,0,,0,0,OWA0004,GG013
Memoirs of a Geisha,,0,0,,0,,0,0,OWA0053,GG013
March of the Penguins,,0,0,,0,,0,0,OWA0044,
A Note of Triumph: The Golden Age of Norman Corwin,,0,0,,0,,0,0,OWA0037,
Tsotsi,,0,0,,0,,0,0,OWA0050,
Hustle & Flow,,0,0,,0,,0,0,OWA0078,
The Moon and the Son: An Imagined Conversation,,0,0,,0,,0,0,OWA0075,
Six Shooter,,0,0,,0,,0,0,OWA0076,
The Last King of Scotland,,0,0,,0,,0,0,OWA0080,GG003
Little Miss Sunshine,,0,0,,0,,0,0,OWA0025,
Little Miss Sunshine,,0,0,,0,,0,0,OWA0036,
The Queen,,0,0,,0,,0,0,OWA0081,GG002
