Movie Name,Year,Status,Golden Globe Award,GG Award ID
Europa Europa,1992,Winner,Best Motion Picture – Non-English Language,GG004
Mercedes Ruehl,1992,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Bette Midler,1992,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Jodie Foster,1992,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Beauty and the Beast,1992,Winner,Best Original Song - Motion Picture,GG008
Michael Blake,1991,Winner,Best Screenplay - Motion Picture,GG002
Dances with Wolves,1991,Winner,Best Motion Picture - Drama,GG010
Green Card,1991,Winner,Best Motion Picture - Musical or Comedy,GG006
"Richard Horowitz, Ryuichi Sakamoto",1991,Winner,Best Original Score - Motion Picture,GG009
Whoopi Goldberg,1991,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Julia Roberts,1991,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Gérard Depardieu,1991,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Bruce Davison,1991,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Kathy Bates,1991,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Blaze of Glory,1991,Winner,Best Original Song - Motion Picture,GG008
Tom Cruise,1990,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Born on the Fourth of July,1990,Winner,Best Motion Picture - Drama,GG010
Driving Miss Daisy,1990,Winner,Best Motion Picture - Musical or Comedy,GG006
Cinema Paradiso,1990,Winner,Best Motion Picture – Non-English Language,GG004
Julia Roberts,1990,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Jessica Tandy,1990,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Morgan Freeman,1990,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Denzel Washington,1990,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Michelle Pfeiffer,1990,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Under the Sea,1990,Winner,Best Original Song - Motion Picture,GG008
"Oliver Stone, Ron Kovic",1990,Winner,Best Screenplay - Motion Picture,GG002
Dustin Hoffman,1989,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Naomi Foner,1989,Winner,Best Screenplay - Motion Picture,GG002
Rain Man,1989,Winner,Best Motion Picture - Drama,GG010
Working Girl,1989,Winner,Best Motion Picture - Musical or Comedy,GG006
Sigourney Weaver,1989,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Tom Hanks,1989,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Martin Landau,1989,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Shirley MacLaine,1989,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Sigourney Weaver,1989,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Let the River Run,1989,Winner,Best Original Song - Motion Picture,GG008
Two Hearts,1989,Winner,Best Original Song - Motion Picture,GG008
Michael Douglas,1988,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Bernardo Bertolucci,1988,Winner,Best Screenplay - Motion Picture,GG002
"David Byrne, Ryuichi Sakamoto, Cong Su",1988,Winner,Best Original Score - Motion Picture,GG009
Bernardo Bertolucci,1988,Winner,Best Director - Motion Picture,GG003
My Life as a Dog,1988,Winner,Best Motion Picture – Non-English Language,GG004
Olympia Dukakis,1988,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Cher,1988,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Sean Connery,1988,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
(I've Had) The Time of My Life,1988,Winner,Best Original Song - Motion Picture,GG008
Bob Hoskins,1987,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Robert Bolt,1987,Winner,Best Screenplay - Motion Picture,GG002
Platoon,1987,Winner,Best Motion Picture - Drama,GG010
Hannah and Her Sisters,1987,Winner,Best Motion Picture - Musical or Comedy,GG006
"Assault, The",1987,Winner,Best Motion Picture – Non-English Language,GG004
Maggie Smith,1987,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Sissy Spacek,1987,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Tom Berenger,1987,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Take My Breath Away,1987,Winner,Best Original Song - Motion Picture,GG008
Jon Voight,1986,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Prizzi's Honor,1986,Winner,Best Motion Picture - Musical or Comedy,GG006
John Barry,1986,Winner,Best Original Score - Motion Picture,GG009
John Huston,1986,Winner,Best Director - Motion Picture,GG003
Kathleen Turner,1986,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Klaus Maria Brandauer,1986,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Peter Shaffer,1985,Winner,Best Screenplay - Motion Picture,GG002
Amadeus,1985,Winner,Best Motion Picture - Drama,GG010
Romancing the Stone,1985,Winner,Best Motion Picture - Musical or Comedy,GG006
"Passage to India, A",1985,Winner,Best Motion Picture – Non-English Language,GG004
Peggy Ashcroft,1985,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Dudley Moore,1985,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Haing S. Ngor,1985,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
I Just Called To Say I Love You,1985,Winner,Best Original Song - Motion Picture,GG008
Tom Courtenay,1984,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Robert Duvall,1984,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Terms of Endearment,1984,Winner,Best Motion Picture - Drama,GG010
Yentl,1984,Winner,Best Motion Picture - Musical or Comedy,GG006
Cher,1984,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Julie Walters,1984,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Jack Nicholson,1984,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Flashdance… What a Feeling,1984,Winner,Best Original Song - Motion Picture,GG008
John Briley,1983,Winner,Best Screenplay - Motion Picture,GG002
Sandahl Bergman,1983,Winner,New Star Of The Year - Actress,GG019
Ben Kingsley,1983,Winner,New Star Of The Year - Actor,GG020
Jessica Lange,1983,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Julie Andrews,1983,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Dustin Hoffman,1983,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Louis Gossett Jr.,1983,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Up Where We Belong,1983,Winner,Best Original Song - Motion Picture,GG008
Henry Fonda,1982,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Ernest Thompson,1982,Winner,Best Screenplay - Motion Picture,GG002
On Golden Pond,1982,Winner,Best Motion Picture - Drama,GG010
Arthur,1982,Winner,Best Motion Picture - Musical or Comedy,GG006
Warren Beatty,1982,Winner,Best Director - Motion Picture,GG003
Joan Hackett,1982,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Bernadette Peters,1982,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
John Gielgud,1982,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Arthur's Theme (Best That You Can Do),1982,Winner,Best Original Song - Motion Picture,GG008
Robert De Niro,1981,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
William Peter Blatty,1981,Winner,Best Screenplay - Motion Picture,GG002
Ordinary People,1981,Winner,Best Motion Picture - Drama,GG010
Coal Miner's Daughter,1981,Winner,Best Motion Picture - Musical or Comedy,GG006
Timothy Hutton,1981,Winner,New Star Of The Year - Actor,GG020
Dominic Frontiere,1981,Winner,Best Original Score - Motion Picture,GG009
Mary Steenburgen,1981,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Ray Sharkey,1981,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Timothy Hutton,1981,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Fame,1981,Winner,Best Original Song - Motion Picture,GG008
Robert Benton,1980,Winner,Best Screenplay - Motion Picture,GG002
Kramer vs. Kramer,1980,Winner,Best Motion Picture - Drama,GG010
Breaking Away,1980,Winner,Best Motion Picture - Musical or Comedy,GG006
Bette Midler,1980,Winner,New Star Of The Year - Actress,GG019
Ricky/Rick Schroder,1980,Winner,New Star Of The Year - Actor,GG020
Francis Ford Coppola,1980,Winner,Best Director - Motion Picture,GG003
"Cage aux Folles, La",1980,Winner,Best Motion Picture – Non-English Language,GG004
Jane Fonda,1980,Winner,World Film Favorites,GG021
Roger Moore,1980,Winner,World Film Favorites,GG021
Peter Sellers,1980,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Sally Field,1980,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Oliver Stone,1979,Winner,Best Screenplay - Motion Picture,GG002
Midnight Express,1979,Winner,Best Motion Picture - Drama,GG010
Irene Miracle,1979,Winner,New Star Of The Year - Actress,GG019
Brad Davis,1979,Winner,New Star Of The Year - Actor,GG020
Giorgio Moroder,1979,Winner,Best Original Score - Motion Picture,GG009
Michael Cimino,1979,Winner,Best Director - Motion Picture,GG003
Dyan Cannon,1979,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Ellen Burstyn,1979,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Maggie Smith,1979,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Warren Beatty,1979,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
John Hurt,1979,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Last Dance,1979,Winner,Best Original Song - Motion Picture,GG008
Richard Burton,1978,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Neil Simon,1978,Winner,Best Screenplay - Motion Picture,GG002
"Turning Point, The",1978,Winner,Best Motion Picture - Drama,GG010
"Goodbye Girl, The",1978,Winner,Best Motion Picture - Musical or Comedy,GG006
Herbert Ross,1978,Winner,Best Director - Motion Picture,GG003
"Special Day, A",1978,Winner,Best Motion Picture – Non-English Language,GG004
Robert Redford,1978,Winner,World Film Favorites,GG021
Barbra Streisand,1978,Winner,World Film Favorites,GG021
Vanessa Redgrave,1978,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Marsha Mason,1978,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Richard Dreyfuss,1978,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Peter Firth,1978,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Jane Fonda,1978,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
You Light Up My Life,1978,Winner,Best Original Song - Motion Picture,GG008
Peter Finch,1977,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Paddy Chayefsky,1977,Winner,Best Screenplay - Motion Picture,GG002
Rocky,1977,Winner,Best Motion Picture - Drama,GG010
"Star Is Born, A (1976)",1977,Winner,Best Motion Picture - Musical or Comedy,GG006
Arnold Schwarzenegger,1977,Winner,New Star Of The Year - Actor,GG020
Sidney Lumet,1977,Winner,Best Director - Motion Picture,GG003
Face to Face,1977,Winner,Best Motion Picture – Non-English Language,GG004
Sophia Loren,1977,Winner,World Film Favorites,GG021
Katharine Ross,1977,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Barbra Streisand,1977,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Kris Kristofferson,1977,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Laurence Olivier,1977,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Faye Dunaway,1977,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Altars of the World,1977,Winner,Documentary,GG022
Evergreen,1977,Winner,Best Original Song - Motion Picture,GG008
Jessica Lange,1977,Winner,New Star Of The Year - Actress,GG019
"Paul Williams, Kenny Ascher",1977,Winner,Best Original Score - Motion Picture,GG009
One Flew Over The Cuckoo's Nest,1976,Winner,Best Motion Picture - Drama,GG010
"Sunshine Boys, The",1976,Winner,Best Motion Picture - Musical or Comedy,GG006
Marilyn Hassett,1976,Winner,New Star Of The Year - Actress,GG019
Brad Dourif,1976,Winner,New Star Of The Year - Actor,GG020
Lies My Father Told Me,1976,Winner,Best Motion Picture – Non-English Language,GG004
Brenda Vaccaro,1976,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Ann-Margret Olsson,1976,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Walter Matthau,1976,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Richard Benjamin,1976,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Louise Fletcher,1976,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Youthquake,1976,Winner,Documentary,GG022
I'm Easy,1976,Winner,Best Original Song - Motion Picture,GG008
Robert Towne,1975,Winner,Best Screenplay - Motion Picture,GG002
Chinatown,1975,Winner,Best Motion Picture - Drama,GG010
The Longest Yard,1975,Winner,Best Motion Picture - Musical or Comedy,GG006
Susan Flannery,1975,Winner,New Star Of The Year - Actress,GG019
Joseph Bottoms,1975,Winner,New Star Of The Year - Actor,GG020
"Alan Jay Lerner, Frederick Loewe",1975,Winner,Best Original Score - Motion Picture,GG009
Roman Polanski,1975,Winner,Best Director - Motion Picture,GG003
Scenes From a Marriage,1975,Winner,Best Motion Picture – Non-English Language,GG004
Karen Black,1975,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Raquel Welch,1975,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Art Carney,1975,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Fred Astaire,1975,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Gena Rowlands,1975,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Animals Are Beautiful People,1975,Winner,Documentary,GG022
Benji's Theme (I Feel Love),1975,Winner,Best Original Song - Motion Picture,GG008
"Exorcist, The",1974,Winner,Best Motion Picture - Drama,GG010
American Graffiti,1974,Winner,Best Motion Picture - Musical or Comedy,GG006
Tatum O’Neal,1974,Winner,New Star Of The Year - Actress,GG019
Paul Le Mat,1974,Winner,New Star Of The Year - Actor,GG020
Neil Diamond,1974,Winner,Best Original Score - Motion Picture,GG009
William Friedkin,1974,Winner,Best Director - Motion Picture,GG003
Glenda Jackson,1974,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
George Segal,1974,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
John Houseman,1974,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Marsha Mason,1974,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Visions of Eight,1974,Winner,Documentary,GG022
Marlon Brando,1973,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Francis Ford Coppola,1973,Winner,Best Screenplay - Motion Picture,GG002
Diana Ross,1973,Winner,New Star Of The Year - Actress,GG019
Edward Albert,1973,Winner,New Star Of The Year - Actor,GG020
Nino Rota,1973,Winner,Best Original Score - Motion Picture,GG009
Young Winston,1973,Winner,Foreign Film - English Language,GG023
"Emigrants, The",1973,Winner,Foreign Film - Foreign Language,GG024
"New Land, The",1973,Winner,Foreign Film - Foreign Language,GG024
Marlon Brando,1973,Winner,World Film Favorites,GG021
Shelley Winters,1973,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Liza Minnelli,1973,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,GG013
Jack Lemmon,1973,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Joel Grey,1973,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Liv Ullmann,1973,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Elvis on Tour,1973,Winner,Documentary,GG022
Walls of Fire,1973,Winner,Documentary,GG022
Ben,1973,Winner,Best Original Song - Motion Picture,GG008
"French Connection, The",1972,Winner,Best Motion Picture - Drama,GG010
Fiddler on the Roof,1972,Winner,Best Motion Picture - Musical or Comedy,GG006
Desi Arnaz Jr.,1972,Winner,New Star Of The Year - Actor,GG020
Isaac Hayes,1972,Winner,Best Original Score - Motion Picture,GG009
Sunday Bloody Sunday,1972,Winner,Foreign Film - English Language,GG023
"Policeman, The",1972,Winner,Foreign Film - Foreign Language,GG024
Charles Bronson,1972,Winner,World Film Favorites,GG021
Sean Connery,1972,Winner,World Film Favorites,GG021
Ali MacGraw,1972,Winner,World Film Favorites,GG021
Ann-Margret Olsson,1972,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Ben Johnson,1972,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
George C. Scott,1971,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Erich Segal,1971,Winner,Best Screenplay - Motion Picture,GG002
Love Story,1971,Winner,Best Motion Picture - Drama,GG010
Carrie Snodgress,1971,Winner,New Star Of The Year - Actress,GG019
James Earl Jones,1971,Winner,New Star Of The Year - Actor,GG020
Francis Lai,1971,Winner,Best Original Score - Motion Picture,GG009
Arthur Hiller,1971,Winner,Best Director - Motion Picture,GG003
Women In Love,1971,Winner,Foreign Film - English Language,GG023
Rider on the Rain,1971,Winner,Foreign Film - Foreign Language,GG024
Clint Eastwood,1971,Winner,World Film Favorites,GG021
Sidney Poitier,1971,Winner,World Film Favorites,GG021
Maureen Stapleton,1971,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Carrie Snodgress,1971,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Albert Finney,1971,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
John Mills,1971,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Ali MacGraw,1971,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Whistling Away the Dark,1971,Winner,Best Original Song - Motion Picture,GG008
M*A*S*H,1971,Winner,Best Motion Picture - Musical or Comedy,GG006
John Wayne,1970,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Bridget Boland,1970,Winner,Best Screenplay - Motion Picture,GG002
Anne of the Thousand Days,1970,Winner,Best Motion Picture - Drama,GG010
Jon Voight,1970,Winner,New Star Of The Year - Actor,GG020
Burt Bacharach,1970,Winner,Best Original Score - Motion Picture,GG009
Z,1970,Winner,Foreign Film - Foreign Language,GG024
Julie Andrews,1970,Winner,World Film Favorites,GG021
Mia Farrow,1970,Winner,World Film Favorites,GG021
Steve McQueen,1970,Winner,World Film Favorites,GG021
Goldie Hawn,1970,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Patty Duke,1970,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Peter O’Toole,1970,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Gig Young,1970,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Geneviève Bujold,1970,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Jean,1970,Winner,Best Original Song - Motion Picture,GG008
Peter O’Toole,1969,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Sterling Silliphant,1969,Winner,Best Screenplay - Motion Picture,GG002
The Lion in Winter,1969,Winner,Best Motion Picture - Drama,GG010
Oliver!,1969,Winner,Best Motion Picture - Musical or Comedy,GG006
Olivia Hussey,1969,Winner,New Star Of The Year - Actress,GG019
War and Peace (1966),1969,Winner,Foreign Film - Foreign Language,GG024
Richard Burton,1969,Winner,World Film Favorites,GG021
Ruth Gordon,1969,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Barbra Streisand,1969,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Ron Moody,1969,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Daniel Massey,1969,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Joanne Woodward,1969,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
The Windmills of Your Mind,1969,Winner,Best Original Song - Motion Picture,GG008
Rod Steiger,1968,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Katharine Ross,1968,Winner,New Star Of The Year - Actress,GG019
Dustin Hoffman,1968,Winner,New Star Of The Year - Actor,GG020
Frederick Loewe,1968,Winner,Best Original Score - Motion Picture,GG009
Mike Nichols,1968,Winner,Best Director - Motion Picture,GG003
Anne Bancroft,1968,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Richard Harris,1968,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Richard Attenborough,1968,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
If Ever I Would Leave You,1968,Winner,Best Original Song - Motion Picture,GG008
In the Heat of the Night,1968,Winner,Best Motion Picture - Drama,GG010
Paul Scofield,1967,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
"Man for All Seasons, A",1967,Winner,Best Motion Picture - Drama,GG010
"Russians Are Coming, The Russians Are Coming, The",1967,Winner,Best Motion Picture - Musical or Comedy,GG006
Camilla Sparv,1967,Winner,New Star Of The Year - Actress,GG019
James Farentino,1967,Winner,New Star Of The Year - Actor,GG020
Elmer Bernstein,1967,Winner,Best Original Score - Motion Picture,GG009
Fred Zinnemann,1967,Winner,Best Director - Motion Picture,GG003
Alfie (1966),1967,Winner,Foreign Film - English Language,GG023
A Man And A Woman,1967,Winner,Foreign Film - Foreign Language,GG024
Lynn Redgrave,1967,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Alan Arkin,1967,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Anouk Aimée,1967,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Omar Sharif,1966,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Elizabeth Hartman,1966,Winner,New Star Of The Year - Actress,GG019
Robert Redford,1966,Winner,New Star Of The Year - Actor,GG020
Darling,1966,Winner,Foreign Film - English Language,GG023
Juliet of the Spirits,1966,Winner,Foreign Film - Foreign Language,GG024
Ursula Andress,1966,Winner,World Film Favorites,GG021
Doris Day,1966,Winner,World Film Favorites,GG021
Rex Harrison,1966,Winner,World Film Favorites,GG021
Rock Hudson,1966,Winner,World Film Favorites,GG021
Marcello Mastroianni,1966,Winner,World Film Favorites,GG021
Paul Newman,1966,Winner,World Film Favorites,GG021
Natalie Wood,1966,Winner,World Film Favorites,GG021
Julie Andrews,1966,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Lee Marvin,1966,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Oskar Werner,1966,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Samantha Eggar,1966,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Sallah,1965,Winner,Samuel Goldwyn International Award,GG026
Mia Farrow,1965,Winner,New Star Of The Year - Actress,GG019
Celia Kaye,1965,Winner,New Star Of The Year - Actress,GG019
Mary Ann Mobley,1965,Winner,New Star Of The Year - Actress,GG019
Harve Presnell,1965,Winner,New Star Of The Year - Actor,GG020
George Segal,1965,Winner,New Star Of The Year - Actor,GG020
Chaim Topol,1965,Winner,New Star Of The Year - Actor,GG020
Dimitri Tiomkin,1965,Winner,Best Original Score - Motion Picture,GG009
George Cukor,1965,Winner,Best Director - Motion Picture,GG003
Agnes Moorehead,1965,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
Rex Harrison,1965,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Edmond O’Brien,1965,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Anne Bancroft,1965,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Circus World,1965,Winner,Best Original Song - Motion Picture,GG008
Sallah,1965,Winner,Foreign Film - Foreign Language,GG024
"Cardinal, The",1964,Winner,Best Motion Picture - Drama,GG010
"Yesterday, Today and Tomorrow",1964,Winner,Samuel Goldwyn International Award,GG026
Ursula Andress,1964,Winner,New Star Of The Year - Actress,GG019
Tippi Hedren,1964,Winner,New Star Of The Year - Actress,GG019
Elke Sommer,1964,Winner,New Star Of The Year - Actress,GG019
Albert Finney,1964,Winner,New Star Of The Year - Actor,GG020
Stathis Giallelis,1964,Winner,New Star Of The Year - Actor,GG020
Robert Walker Jr.,1964,Winner,New Star Of The Year - Actor,GG020
Elia Kazan,1964,Winner,Best Director - Motion Picture,GG003
Lilies of the Field,1964,Winner,Promoting International Understanding,GG027
Shirley MacLaine,1964,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Alberto Sordi,1964,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
John Huston,1964,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Leslie Caron,1964,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Gregory Peck,1963,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Lawrence of Arabia,1963,Winner,Best Motion Picture - Drama,GG010
Meredith Willson's The Music Man,1963,Winner,Picture - Musical,GG028
The Best of Enemies,1963,Winner,Samuel Goldwyn International Award,GG026
Sundays and Cybèle,1963,Winner,Samuel Goldwyn International Award,GG026
"Divorce, Italian Style",1963,Winner,Foreign Film - Foreign Language,GG024
Patty Duke,1963,Winner,New Star Of The Year - Actress,GG019
Sue Lyon,1963,Winner,New Star Of The Year - Actress,GG019
Rita Tushingham,1963,Winner,New Star Of The Year - Actress,GG019
Keir Dullea,1963,Winner,New Star Of The Year - Actor,GG020
Peter O’Toole,1963,Winner,New Star Of The Year - Actor,GG020
Omar Sharif,1963,Winner,New Star Of The Year - Actor,GG020
Terence Stamp,1963,Winner,New Star Of The Year - Actor,GG020
David Lean,1963,Winner,Best Director - Motion Picture,GG003
To Kill A Mockingbird,1963,Winner,Promoting International Understanding,GG027
Angela Lansbury,1963,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
"Longest Day, The",1963,Winner,Cinematography - Black And White,GG029
Lawrence of Arabia,1963,Winner,Cinematography - Color,GG030
Rosalind Russell,1963,Winner,Actress In A Leading Role - Musical Or Comedy,GG025
Marcello Mastroianni,1963,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,GG016
Omar Sharif,1963,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,GG015
Geraldine Page,1963,Winner,Best Performance by an Actress in a Motion Picture - Drama,GG011
Maximilian Schell,1962,Winner,Best Performance by an Actor in a Motion Picture - Drama,GG012
Samuel Bronston,1962,Winner,Special Achievement Award,GG018
Two Women,1962,Winner,Foreign Film - Foreign Language,GG024
Ann-Margret Olsson,1962,Winner,New Star Of The Year - Actress,GG019
Jane Fonda,1962,Winner,New Star Of The Year - Actress,GG019
Christine Kaufmann,1962,Winner,New Star Of The Year - Actress,GG019
Warren Beatty,1962,Winner,New Star Of The Year - Actor,GG020
Walden Cassotto,1962,Winner,New Star Of The Year - Actor,GG020
Stanley Kramer,1962,Winner,Best Director - Motion Picture,GG003
Charlton Heston,1962,Winner,World Film Favorites,GG021
Marilyn Monroe,1962,Winner,World Film Favorites,GG021
Rita Moreno,1962,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,GG014
