Year Film,Year Ceremony,Award,Name of Winner,Movie Name,Oscar Award ID
2001,2002,WRITING (Screenplay Written Directly for the Screen),Written by Julian Fellowes,Gosford Park,OWA0088
2002,2003,ACTOR IN A LEADING ROLE,Adrien Brody,The Pianist,OWA0080
2002,2003,ACTOR IN A SUPPORTING ROLE,Chris Cooper,Adaptation,OWA0025
2002,2003,ACTRESS IN A LEADING ROLE,Nicole Kidman,The Hours,OWA0081
2002,2003,ACTRESS IN A SUPPORTING ROLE,Catherine Zeta-Jones,Chicago,OWA0026
2002,2003,ANIMATED FEATURE FILM,Hayao Miyazaki,Spirited Away,OWA0098
2002,2003,ART DIRECTION,Art Direction:  John Myhre; Set Decoration:  Gordon Sim,Chicago,OWA0003
2002,2003,CINEMATOGRAPHY,Conrad L. Hall,Road to Perdition,OWA0004
2002,2003,COSTUME DESIGN,Colleen Atwood,Chicago,OWA0053
2002,2003,DIRECTING,Roman Polanski,The Pianist,OWA0012
2002,2003,DOCUMENTARY (Feature),"Michael Moore, Michael Donovan",Bowling for Columbine,OWA0044
2002,2003,DOCUMENTARY (Short Subject),"Bill Guttentag, Robert David Port",Twin Towers,OWA0037
2002,2003,FILM EDITING,Martin Walsh,Chicago,OWA0020
2002,2003,FOREIGN LANGUAGE FILM,Germany,Nowhere in Africa,OWA0050
2002,2003,MAKEUP,"John Jackson, Beatrice De Alba",Frida,OWA0092
2002,2003,MUSIC (Original Score),Elliot Goldenthal,Frida,OWA0030
2002,2003,MUSIC (Original Song),"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem",8 Mile,OWA0078
2002,2003,BEST PICTURE,"Martin Richards, Producer",Chicago,OWA0060
2002,2003,SHORT FILM (Animated),Eric Armstrong,The ChubbChubbs!,OWA0075
2002,2003,SHORT FILM (Live Action),"Martin Strange-Hansen, Mie Andreasen",This Charming Man (Der Er En Yndig Mand),OWA0076
2002,2003,SOUND,"Michael Minkler, Dominick Tavella, David Lee",Chicago,OWA0057
2002,2003,SOUND EDITING,"Ethan Van der Ryn, Michael Hopkins",The Lord of the Rings: The Two Towers,OWA0097
2002,2003,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke",The Lord of the Rings: The Two Towers,OWA0084
2002,2003,WRITING (Adapted Screenplay),Screenplay by Ronald Harwood,The Pianist,OWA0099
2002,2003,WRITING (Original Screenplay),Written by Pedro Almodóvar,Talk to Her,OWA0036
2003,2004,ACTOR IN A LEADING ROLE,Sean Penn,Mystic River,OWA0080
2003,2004,ACTOR IN A SUPPORTING ROLE,Tim Robbins,Mystic River,OWA0025
2003,2004,ACTRESS IN A LEADING ROLE,Charlize Theron,Monster,OWA0081
2003,2004,ACTRESS IN A SUPPORTING ROLE,Renée Zellweger,Cold Mountain,OWA0026
2003,2004,ANIMATED FEATURE FILM,Andrew Stanton,Finding Nemo,OWA0098
2003,2004,ART DIRECTION,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee,The Lord of the Rings: The Return of the King,OWA0003
2003,2004,CINEMATOGRAPHY,Russell Boyd,Master and Commander: The Far Side of the World,OWA0004
2003,2004,COSTUME DESIGN,Ngila Dickson and Richard Taylor,The Lord of the Rings: The Return of the King,OWA0053
2003,2004,DIRECTING,Peter Jackson,The Lord of the Rings: The Return of the King,OWA0012
2003,2004,DOCUMENTARY (Feature),Errol Morris and Michael Williams,The Fog of War,OWA0044
2003,2004,DOCUMENTARY (Short Subject),Maryann DeLeo,Chernobyl Heart,OWA0037
2003,2004,FILM EDITING,Jamie Selkirk,The Lord of the Rings: The Return of the King,OWA0020
2003,2004,FOREIGN LANGUAGE FILM,Canada,The Barbarian Invasions,OWA0050
2003,2004,MAKEUP,Richard Taylor and Peter King,The Lord of the Rings: The Return of the King,OWA0092
2003,2004,MUSIC (Original Score),Howard Shore,The Lord of the Rings: The Return of the King,OWA0030
2003,2004,MUSIC (Original Song),Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox,The Lord of the Rings: The Return of the King,OWA0078
2003,2004,BEST PICTURE,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",The Lord of the Rings: The Return of the King,OWA0060
2003,2004,SHORT FILM (Animated),Adam Elliot,Harvie Krumpet,OWA0075
2003,2004,SHORT FILM (Live Action),Aaron Schneider and Andrew J. Sacks,Two Soldiers,OWA0076
2003,2004,SOUND EDITING,Richard King,Master and Commander: The Far Side of the World,OWA0097
2003,2004,SOUND MIXING,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",The Lord of the Rings: The Return of the King,OWA0100
2003,2004,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook and Alex Funke",The Lord of the Rings: The Return of the King,OWA0084
2003,2004,WRITING (Adapted Screenplay),"Screenplay by Fran Walsh, Philippa Boyens & Peter Jackson",The Lord of the Rings: The Return of the King,OWA0099
2003,2004,WRITING (Original Screenplay),Written by Sofia Coppola,Lost in Translation,OWA0036
2004,2005,ACTOR IN A LEADING ROLE,Jamie Foxx,Ray,OWA0080
2004,2005,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Million Dollar Baby,OWA0025
2004,2005,ACTRESS IN A LEADING ROLE,Hilary Swank,Million Dollar Baby,OWA0081
2004,2005,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,The Aviator,OWA0026
2004,2005,ANIMATED FEATURE FILM,Brad Bird,The Incredibles,OWA0098
2004,2005,ART DIRECTION,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,The Aviator,OWA0003
2004,2005,CINEMATOGRAPHY,Robert Richardson,The Aviator,OWA0004
2004,2005,COSTUME DESIGN,Sandy Powell,The Aviator,OWA0053
2004,2005,DIRECTING,Clint Eastwood,Million Dollar Baby,OWA0012
2004,2005,DOCUMENTARY (Feature),Ross Kauffman and Zana Briski,Born into Brothels,OWA0044
2004,2005,DOCUMENTARY (Short Subject),Robert Hudson and Bobby Houston,Mighty Times: The Children's March,OWA0037
2004,2005,FILM EDITING,Thelma Schoonmaker,The Aviator,OWA0020
2004,2005,FOREIGN LANGUAGE FILM,Spain,The Sea Inside,OWA0050
2004,2005,MAKEUP,Valli O'Reilly and Bill Corso,Lemony Snicket's A Series of Unfortunate Events,OWA0092
2004,2005,MUSIC (Original Score),Jan A.P. Kaczmarek,Finding Neverland,OWA0030
2004,2005,MUSIC (Original Song),Music and Lyric by Jorge Drexler,The Motorcycle Diaries,OWA0078
2004,2005,BEST PICTURE,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers",Million Dollar Baby,OWA0060
2004,2005,SHORT FILM (Animated),Chris Landreth,Ryan,OWA0075
2004,2005,SHORT FILM (Live Action),Andrea Arnold,Wasp,OWA0076
2004,2005,SOUND EDITING,Michael Silvers and Randy Thom,The Incredibles,OWA0097
2004,2005,SOUND MIXING,"Scott Millan, Greg Orloff, Bob Beemer and Steve Cantamessa",Ray,OWA0100
2004,2005,VISUAL EFFECTS,"John Dykstra, Scott Stokdyk, Anthony LaMolinara and John Frazier",Spider-Man 2,OWA0084
2004,2005,WRITING (Adapted Screenplay),Screenplay by Alexander Payne & Jim Taylor,Sideways,OWA0099
2004,2005,WRITING (Original Screenplay),Screenplay by Charlie Kaufman; Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth,Eternal Sunshine of the Spotless Mind,OWA0036
2005,2006,ACTOR IN A LEADING ROLE,Philip Seymour Hoffman,Capote,OWA0080
2005,2006,ACTOR IN A SUPPORTING ROLE,George Clooney,Syriana,OWA0025
2005,2006,ACTRESS IN A LEADING ROLE,Reese Witherspoon,Walk the Line,OWA0081
2005,2006,ACTRESS IN A SUPPORTING ROLE,Rachel Weisz,The Constant Gardener,OWA0026
2005,2006,ANIMATED FEATURE FILM,Nick Park and Steve Box,Wallace & Gromit in The Curse of the Were-Rabbit,OWA0098
2005,2006,ART DIRECTION,Art Direction:  John Myhre; Set Decoration:  Gretchen Rau,Memoirs of a Geisha,OWA0003
2005,2006,CINEMATOGRAPHY,Dion Beebe,Memoirs of a Geisha,OWA0004
2005,2006,COSTUME DESIGN,Colleen Atwood,Memoirs of a Geisha,OWA0053
2005,2006,DIRECTING,Ang Lee,Brokeback Mountain,OWA0012
2005,2006,DOCUMENTARY (Feature),Luc Jacquet and Yves Darondeau,March of the Penguins,OWA0044
2005,2006,DOCUMENTARY (Short Subject),Corinne Marrinan and Eric Simonson,A Note of Triumph: The Golden Age of Norman Corwin,OWA0037
2005,2006,FILM EDITING,Hughes Winborne,Crash,OWA0020
2005,2006,FOREIGN LANGUAGE FILM,South Africa,Tsotsi,OWA0050
2005,2006,MAKEUP,Howard Berger and Tami Lane,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",OWA0092
2005,2006,MUSIC (Original Score),Gustavo Santaolalla,Brokeback Mountain,OWA0030
2005,2006,MUSIC (Original Song),"Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard",Hustle & Flow,OWA0078
2005,2006,BEST PICTURE,"Paul Haggis and Cathy Schulman, Producers",Crash,OWA0060
2005,2006,SHORT FILM (Animated),John Canemaker and Peggy Stern,The Moon and the Son: An Imagined Conversation,OWA0075
2005,2006,SHORT FILM (Live Action),Martin McDonagh,Six Shooter,OWA0076
2005,2006,SOUND EDITING,Mike Hopkins and Ethan Van der Ryn,King Kong,OWA0097
2005,2006,SOUND MIXING,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",King Kong,OWA0100
2005,2006,VISUAL EFFECTS,"Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor",King Kong,OWA0084
2005,2006,WRITING (Adapted Screenplay),Screenplay by Larry McMurtry & Diana Ossana,Brokeback Mountain,OWA0099
2005,2006,WRITING (Original Screenplay),Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis,Crash,OWA0036
2006,2007,ACTOR IN A LEADING ROLE,Forest Whitaker,The Last King of Scotland,OWA0080
2006,2007,ACTOR IN A SUPPORTING ROLE,Alan Arkin,Little Miss Sunshine,OWA0025
2006,2007,ACTRESS IN A LEADING ROLE,Helen Mirren,The Queen,OWA0081
2006,2007,ACTRESS IN A SUPPORTING ROLE,Jennifer Hudson,Dreamgirls,OWA0026
2006,2007,ANIMATED FEATURE FILM,George Miller,Happy Feet,OWA0098
2006,2007,ART DIRECTION,Art Direction:  Eugenio Caballero; Set Decoration:  Pilar Revuelta,Pan's Labyrinth,OWA0003
2006,2007,CINEMATOGRAPHY,Guillermo Navarro,Pan's Labyrinth,OWA0004
2006,2007,COSTUME DESIGN,Milena Canonero,Marie Antoinette,OWA0053
2006,2007,DIRECTING,Martin Scorsese,The Departed,OWA0012
2006,2007,DOCUMENTARY (Feature),Davis Guggenheim,An Inconvenient Truth,OWA0044
2006,2007,DOCUMENTARY (Short Subject),Ruby Yang and Thomas Lennon,The Blood of Yingzhou District,OWA0037
2006,2007,FILM EDITING,Thelma Schoonmaker,The Departed,OWA0020
2006,2007,FOREIGN LANGUAGE FILM,Germany,The Lives of Others,OWA0050
2006,2007,MAKEUP,David Martí and Montse Ribé,Pan's Labyrinth,OWA0092
2006,2007,MUSIC (Original Score),Gustavo Santaolalla,Babel,OWA0030
2006,2007,MUSIC (Original Song),Music and Lyric by Melissa Etheridge,An Inconvenient Truth,OWA0078
2006,2007,BEST PICTURE,"Graham King, Producer",The Departed,OWA0060
2006,2007,SHORT FILM (Animated),Torill Kove,The Danish Poet,OWA0075
2006,2007,SHORT FILM (Live Action),Ari Sandel,West Bank Story,OWA0076
2006,2007,SOUND EDITING,Alan Robert Murray and Bub Asman,Letters from Iwo Jima,OWA0097
2006,2007,SOUND MIXING,"Michael Minkler, Bob Beemer and Willie Burton",Dreamgirls,OWA0100
2006,2007,VISUAL EFFECTS,"John Knoll, Hal Hickel, Charles Gibson and Allen Hall",Pirates of the Caribbean: Dead Man's Chest,OWA0084
2006,2007,WRITING (Adapted Screenplay),Screenplay by William Monahan,The Departed,OWA0099
2006,2007,WRITING (Original Screenplay),Written by Michael Arndt,Little Miss Sunshine,OWA0036
2007,2008,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,There Will Be Blood,OWA0080
2007,2008,ACTOR IN A SUPPORTING ROLE,Javier Bardem,No Country for Old Men,OWA0025
2007,2008,ACTRESS IN A LEADING ROLE,Marion Cotillard,La Vie en Rose,OWA0081
2007,2008,ACTRESS IN A SUPPORTING ROLE,Tilda Swinton,Michael Clayton,OWA0026
2007,2008,ANIMATED FEATURE FILM,Brad Bird,Ratatouille,OWA0098
2007,2008,ART DIRECTION,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,Sweeney Todd The Demon Barber of Fleet Street,OWA0003
2007,2008,CINEMATOGRAPHY,Robert Elswit,There Will Be Blood,OWA0004
2007,2008,COSTUME DESIGN,Alexandra Byrne,Elizabeth: The Golden Age,OWA0053
2007,2008,DIRECTING,Joel Coen and Ethan Coen,No Country for Old Men,OWA0012
2007,2008,DOCUMENTARY (Feature),Alex Gibney and Eva Orner,Taxi to the Dark Side,OWA0044
2007,2008,DOCUMENTARY (Short Subject),Cynthia Wade and Vanessa Roth,Freeheld,OWA0037
2007,2008,FILM EDITING,Christopher Rouse,The Bourne Ultimatum,OWA0020
2007,2008,FOREIGN LANGUAGE FILM,Austria,The Counterfeiters,OWA0050
2007,2008,MAKEUP,Didier Lavergne and Jan Archibald,La Vie en Rose,OWA0092
2007,2008,MUSIC (Original Score),Dario Marianelli,Atonement,OWA0030
2007,2008,MUSIC (Original Song),Music and Lyric by Glen Hansard and Marketa Irglova,Once,OWA0078
2007,2008,BEST PICTURE,"Scott Rudin, Ethan Coen and Joel Coen, Producers",No Country for Old Men,OWA0060
2007,2008,SHORT FILM (Animated),Suzie Templeton and Hugh Welchman,Peter & the Wolf,OWA0075
2007,2008,SHORT FILM (Live Action),Philippe Pollet-Villard,Le Mozart des Pickpockets (The Mozart of Pickpockets),OWA0076
2007,2008,SOUND EDITING,Karen Baker Landers and Per Hallberg,The Bourne Ultimatum,OWA0097
2007,2008,SOUND MIXING,"Scott Millan, David Parker and Kirk Francis",The Bourne Ultimatum,OWA0100
2007,2008,VISUAL EFFECTS,"Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood",The Golden Compass,OWA0084
2007,2008,WRITING (Adapted Screenplay),Written for the screen by Joel Coen & Ethan Coen,No Country for Old Men,OWA0099
2007,2008,WRITING (Original Screenplay),Written by Diablo Cody,Juno,OWA0036
2008,2009,ACTOR IN A LEADING ROLE,Sean Penn,Milk,OWA0080
2008,2009,ACTOR IN A SUPPORTING ROLE,Heath Ledger,The Dark Knight,OWA0025
2008,2009,ACTRESS IN A LEADING ROLE,Kate Winslet,The Reader,OWA0081
2008,2009,ACTRESS IN A SUPPORTING ROLE,Penélope Cruz,Vicky Cristina Barcelona,OWA0026
2008,2009,ANIMATED FEATURE FILM,Andrew Stanton,WALL-E,OWA0098
2008,2009,ART DIRECTION,Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo,The Curious Case of Benjamin Button,OWA0003
2008,2009,CINEMATOGRAPHY,Anthony Dod Mantle,Slumdog Millionaire,OWA0004
2008,2009,COSTUME DESIGN,Michael O'Connor,The Duchess,OWA0053
2008,2009,DIRECTING,Danny Boyle,Slumdog Millionaire,OWA0012
2008,2009,DOCUMENTARY (Feature),James Marsh and Simon Chinn,Man on Wire,OWA0044
2008,2009,DOCUMENTARY (Short Subject),Megan Mylan,Smile Pinki,OWA0037
2008,2009,FILM EDITING,Chris Dickens,Slumdog Millionaire,OWA0020
2008,2009,FOREIGN LANGUAGE FILM,Japan,Departures,OWA0050
2008,2009,MAKEUP,Greg Cannom,The Curious Case of Benjamin Button,OWA0092
2008,2009,MUSIC (Original Score),A.R. Rahman,Slumdog Millionaire,OWA0030
2008,2009,MUSIC (Original Song),Music by A.R. Rahman; Lyric by Gulzar,Slumdog Millionaire,OWA0078
2008,2009,BEST PICTURE,"Christian Colson, Producer",Slumdog Millionaire,OWA0060
2008,2009,SHORT FILM (Animated),Kunio Kato,La Maison en Petits Cubes,OWA0075
2008,2009,SHORT FILM (Live Action),Jochen Alexander Freydank,Spielzeugland (Toyland),OWA0076
2008,2009,SOUND EDITING,Richard King,The Dark Knight,OWA0097
2008,2009,SOUND MIXING,"Ian Tapp, Richard Pryke and Resul Pookutty",Slumdog Millionaire,OWA0100
2008,2009,VISUAL EFFECTS,"Eric Barba, Steve Preeg, Burt Dalton and Craig Barron",The Curious Case of Benjamin Button,OWA0084
2008,2009,WRITING (Adapted Screenplay),Screenplay by Simon Beaufoy,Slumdog Millionaire,OWA0099
2008,2009,WRITING (Original Screenplay),Written by Dustin Lance Black,Milk,OWA0036
2009,2010,ACTOR IN A LEADING ROLE,Jeff Bridges,Crazy Heart,OWA0080
2009,2010,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Inglourious Basterds,OWA0025
2009,2010,ACTRESS IN A LEADING ROLE,Sandra Bullock,The Blind Side,OWA0081
2009,2010,ACTRESS IN A SUPPORTING ROLE,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire,OWA0026
2009,2010,ANIMATED FEATURE FILM,Pete Docter,Up,OWA0098
2009,2010,ART DIRECTION,Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair,Avatar,OWA0003
2009,2010,CINEMATOGRAPHY,Mauro Fiore,Avatar,OWA0004
2009,2010,COSTUME DESIGN,Sandy Powell,The Young Victoria,OWA0053
2009,2010,DIRECTING,Kathryn Bigelow,The Hurt Locker,OWA0012
2009,2010,DOCUMENTARY (Feature),Louie Psihoyos and Fisher Stevens,The Cove,OWA0044
2009,2010,DOCUMENTARY (Short Subject),Roger Ross Williams and Elinor Burkett,Music by Prudence,OWA0037
2009,2010,FILM EDITING,Bob Murawski and Chris Innis,The Hurt Locker,OWA0020
2009,2010,FOREIGN LANGUAGE FILM,Argentina,The Secret in Their Eyes,OWA0050
2009,2010,MAKEUP,"Barney Burman, Mindy Hall and Joel Harlow",Star Trek,OWA0092
2009,2010,MUSIC (Original Score),Michael Giacchino,Up,OWA0030
2009,2010,MUSIC (Original Song),Music and Lyric by Ryan Bingham and T Bone Burnett,Crazy Heart,OWA0078
2009,2010,BEST PICTURE,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",The Hurt Locker,OWA0060
2009,2010,SHORT FILM (Animated),Nicolas Schmerkin,Logorama,OWA0075
2009,2010,SHORT FILM (Live Action),Joachim Back and Tivi Magnusson,The New Tenants,OWA0076
2009,2010,SOUND EDITING,Paul N.J. Ottosson,The Hurt Locker,OWA0097
2009,2010,SOUND MIXING,Paul N.J. Ottosson and Ray Beckett,The Hurt Locker,OWA0100
2009,2010,VISUAL EFFECTS,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",Avatar,OWA0084
2009,2010,WRITING (Adapted Screenplay),Screenplay by Geoffrey Fletcher,Precious: Based on the Novel 'Push' by Sapphire,OWA0099
2009,2010,WRITING (Original Screenplay),Written by Mark Boal,The Hurt Locker,OWA0036
2010,2011,ACTOR IN A LEADING ROLE,Colin Firth,The King's Speech,OWA0080
2010,2011,ACTOR IN A SUPPORTING ROLE,Christian Bale,The Fighter,OWA0025
2010,2011,ACTRESS IN A LEADING ROLE,Natalie Portman,Black Swan,OWA0081
2010,2011,ACTRESS IN A SUPPORTING ROLE,Melissa Leo,The Fighter,OWA0026
2010,2011,ANIMATED FEATURE FILM,Lee Unkrich,Toy Story 3,OWA0098
2010,2011,ART DIRECTION,Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,Alice in Wonderland,OWA0003
2010,2011,CINEMATOGRAPHY,Wally Pfister,Inception,OWA0004
2010,2011,COSTUME DESIGN,Colleen Atwood,Alice in Wonderland,OWA0053
2010,2011,DIRECTING,Tom Hooper,The King's Speech,OWA0012
2010,2011,DOCUMENTARY (Feature),Charles Ferguson and Audrey Marrs,Inside Job,OWA0044
2010,2011,DOCUMENTARY (Short Subject),Karen Goodman and Kirk Simon,Strangers No More,OWA0037
2010,2011,FILM EDITING,Angus Wall and Kirk Baxter,The Social Network,OWA0020
2010,2011,FOREIGN LANGUAGE FILM,Denmark,In a Better World,OWA0050
2010,2011,MAKEUP,Rick Baker and Dave Elsey,The Wolfman,OWA0092
2010,2011,MUSIC (Original Score),Trent Reznor and Atticus Ross,The Social Network,OWA0030
2010,2011,MUSIC (Original Song),Music and Lyric by Randy Newman,Toy Story 3,OWA0078
2010,2011,BEST PICTURE,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",The King's Speech,OWA0060
2010,2011,SHORT FILM (Animated),Shaun Tan and Andrew Ruhemann,The Lost Thing,OWA0075
2010,2011,SHORT FILM (Live Action),Luke Matheny,God of Love,OWA0076
2010,2011,SOUND EDITING,Richard King,Inception,OWA0097
2010,2011,SOUND MIXING,"Lora Hirschberg, Gary A. Rizzo and Ed Novick",Inception,OWA0100
2010,2011,VISUAL EFFECTS,"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb",Inception,OWA0084
2010,2011,WRITING (Adapted Screenplay),Screenplay by Aaron Sorkin,The Social Network,OWA0099
2010,2011,WRITING (Original Screenplay),Screenplay by David Seidler,The King's Speech,OWA0036
2011,2012,ACTOR IN A LEADING ROLE,Jean Dujardin,The Artist,OWA0080
2011,2012,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,Beginners,OWA0025
2011,2012,ACTRESS IN A LEADING ROLE,Meryl Streep,The Iron Lady,OWA0081
2011,2012,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,The Help,OWA0026
2011,2012,ANIMATED FEATURE FILM,Gore Verbinski,Rango,OWA0098
2011,2012,ART DIRECTION,Production Design: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,Hugo,OWA0003
2011,2012,CINEMATOGRAPHY,Robert Richardson,Hugo,OWA0004
2011,2012,COSTUME DESIGN,Mark Bridges,The Artist,OWA0053
2011,2012,DIRECTING,Michel Hazanavicius,The Artist,OWA0012
2011,2012,DOCUMENTARY (Feature),"TJ Martin, Dan Lindsay and Rich Middlemas",Undefeated,OWA0044
2011,2012,DOCUMENTARY (Short Subject),Daniel Junge and Sharmeen Obaid-Chinoy,Saving Face,OWA0037
2011,2012,FILM EDITING,Kirk Baxter and Angus Wall,The Girl with the Dragon Tattoo,OWA0020
2011,2012,FOREIGN LANGUAGE FILM,Iran,A Separation,OWA0050
2011,2012,MAKEUP,Mark Coulier and J. Roy Helland,The Iron Lady,OWA0092
2011,2012,MUSIC (Original Score),Ludovic Bource,The Artist,OWA0030
2011,2012,MUSIC (Original Song),Music and Lyric by Bret McKenzie,The Muppets,OWA0078
2011,2012,BEST PICTURE,"Thomas Langmann, Producer",The Artist,OWA0060
2011,2012,SHORT FILM (Animated),William Joyce and Brandon Oldenburg,The Fantastic Flying Books of Mr. Morris Lessmore,OWA0075
2011,2012,SHORT FILM (Live Action),Terry George and Oorlagh George,The Shore,OWA0076
2011,2012,SOUND EDITING,Philip Stockton and Eugene Gearty,Hugo,OWA0097
2011,2012,SOUND MIXING,Tom Fleischman and John Midgley,Hugo,OWA0100
2011,2012,VISUAL EFFECTS,"Rob Legato, Joss Williams, Ben Grossmann and Alex Henning",Hugo,OWA0084
2011,2012,WRITING (Adapted Screenplay),Screenplay by Alexander Payne and Nat Faxon & Jim Rash,The Descendants,OWA0099
2011,2012,WRITING (Original Screenplay),Written by Woody Allen,Midnight in Paris,OWA0036
2012,2013,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Lincoln,OWA0080
2012,2013,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Django Unchained,OWA0025
2012,2013,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Silver Linings Playbook,OWA0081
2012,2013,ACTRESS IN A SUPPORTING ROLE,Anne Hathaway,Les Misérables,OWA0026
2012,2013,ANIMATED FEATURE FILM,Mark Andrews and Brenda Chapman,Brave,OWA0098
2012,2013,CINEMATOGRAPHY,Claudio Miranda,Life of Pi,OWA0004
2012,2013,COSTUME DESIGN,Jacqueline Durran,Anna Karenina,OWA0053
2012,2013,DIRECTING,Ang Lee,Life of Pi,OWA0012
2012,2013,DOCUMENTARY (Feature),Malik Bendjelloul and Simon Chinn,Searching for Sugar Man,OWA0044
2012,2013,DOCUMENTARY (Short Subject),Sean Fine and Andrea Nix Fine,Inocente,OWA0037
2012,2013,FILM EDITING,William Goldenberg,Argo,OWA0020
2012,2013,FOREIGN LANGUAGE FILM,Austria,Amour,OWA0050
2012,2013,MAKEUP AND HAIRSTYLING,Lisa Westcott and Julie Dartnell,Les Misérables,OWA0101
2012,2013,MUSIC (Original Score),Mychael Danna,Life of Pi,OWA0030
2012,2013,MUSIC (Original Song),Music and Lyric by Adele Adkins and Paul Epworth,Skyfall,OWA0078
2012,2013,BEST PICTURE,"Grant Heslov, Ben Affleck and George Clooney, Producers",Argo,OWA0060
2012,2013,PRODUCTION DESIGN,Production Design: Rick Carter; Set Decoration: Jim Erickson,Lincoln,OWA0102
2012,2013,SHORT FILM (Animated),John Kahrs,Paperman,OWA0075
2012,2013,SHORT FILM (Live Action),Shawn Christensen,Curfew,OWA0076
2012,2013,SOUND EDITING,Per Hallberg and Karen Baker Landers,Skyfall,OWA0097
2012,2013,SOUND EDITING,Paul N.J. Ottosson,Zero Dark Thirty,OWA0097
2012,2013,SOUND MIXING,"Andy Nelson, Mark Paterson and Simon Hayes",Les Misérables,OWA0100
2012,2013,VISUAL EFFECTS,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott",Life of Pi,OWA0084
2012,2013,WRITING (Adapted Screenplay),Screenplay by Chris Terrio,Argo,OWA0099
2012,2013,WRITING (Original Screenplay),Written by Quentin Tarantino,Django Unchained,OWA0036
2013,2014,ACTOR IN A LEADING ROLE,Matthew McConaughey,Dallas Buyers Club,OWA0080
2013,2014,ACTOR IN A SUPPORTING ROLE,Jared Leto,Dallas Buyers Club,OWA0025
2013,2014,ACTRESS IN A LEADING ROLE,Cate Blanchett,Blue Jasmine,OWA0081
2013,2014,ACTRESS IN A SUPPORTING ROLE,Lupita Nyong'o,12 Years a Slave,OWA0026
2013,2014,ANIMATED FEATURE FILM,"Chris Buck, Jennifer Lee and Peter Del Vecho",Frozen,OWA0098
2013,2014,CINEMATOGRAPHY,Emmanuel Lubezki,Gravity,OWA0004
2013,2014,COSTUME DESIGN,Catherine Martin,The Great Gatsby,OWA0053
2013,2014,DIRECTING,Alfonso Cuarón,Gravity,OWA0012
2013,2014,DOCUMENTARY (Feature),"Morgan Neville, Gil Friesen and Caitrin Rogers",20 Feet from Stardom,OWA0044
2013,2014,DOCUMENTARY (Short Subject),Malcolm Clarke and Nicholas Reed,The Lady in Number 6: Music Saved My Life,OWA0037
2013,2014,FILM EDITING,Alfonso Cuarón and Mark Sanger,Gravity,OWA0020
2013,2014,FOREIGN LANGUAGE FILM,Italy,The Great Beauty,OWA0050
2013,2014,MAKEUP AND HAIRSTYLING,Adruitha Lee and Robin Mathews,Dallas Buyers Club,OWA0101
2013,2014,MUSIC (Original Score),Steven Price,Gravity,OWA0030
2013,2014,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Frozen,OWA0078
2013,2014,BEST PICTURE,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",12 Years a Slave,OWA0060
2013,2014,PRODUCTION DESIGN,Production Design: Catherine Martin; Set Decoration: Beverley Dunn,The Great Gatsby,OWA0102
2013,2014,SHORT FILM (Animated),Laurent Witz and Alexandre Espigares,Mr. Hublot,OWA0075
2013,2014,SHORT FILM (Live Action),Anders Walter and Kim Magnusson,Helium,OWA0076
