,Movie Name,year,status,award,movie
964,Samuel Bronston,1962,Winner,Special Achievement Award,El Cid
965,Maximilian Schell,1962,Winner,Best Performance by an Actor in a Motion Picture - Drama,Judgment at Nuremberg
966,Samuel Bronston,1962,Winner,Special Achievement Award,El Cid
967,Two Women,1962,Winner,Foreign Film - Foreign Language,
968,Ann-Margret Olsson,1962,Winner,New Star Of The Year - Actress,Pocketful of Miracles
969,Jane Fonda,1962,Winner,New Star Of The Year - Actress,Tall Story
970,Christine Kaufmann,1962,Winner,New Star Of The Year - Actress,Town Without Pity
971,Warren Beatty,1962,Winner,New Star Of The Year - Actor,Splendor in the Grass
972,Walden Cassotto,1962,Winner,New Star Of The Year - Actor,Come September
973,Dimitri Tiomkin,1962,Winner,Best Original Score - Motion Picture,The Guns of Navarone
974,Stanley Kramer,1962,Winner,Best Director - Motion Picture,Judgment at Nuremberg
975,Charlton Heston,1962,Winner,World Film Favorites,
976,Marilyn Monroe,1962,Winner,World Film Favorites,
977,Rita Moreno,1962,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,West Side Story
978,Rosalind Russell,1962,Winner,Actress In A Leading Role - Musical Or Comedy,A Majority Of One
979,Glenn Ford,1962,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Pocketful of Miracles
980,George Chakiris,1962,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,West Side Story
981,Geraldine Page,1962,Winner,Best Performance by an Actress in a Motion Picture - Drama,Summer and Smoke
982,Town Without Pity,1962,Winner,Best Original Song - Motion Picture,Town Without Pity
983,A Majority Of One,1962,Winner,Picture - Comedy,
984,A Majority Of One,1962,Winner,Promoting International Understanding,
985,Burt Lancaster,1961,Winner,Best Performance by an Actor in a Motion Picture - Drama,Elmer Gantry
986,Stanley Kramer,1961,Winner,Special Achievement Award,Inherit the Wind - 1960
987,Fred Zinnemann,1961,Winner,Special Achievement Award,"Sundowners, The"
988,Burt Lancaster,1961,Winner,Best Performance by an Actor in a Motion Picture - Drama,Elmer Gantry
989,Stanley Kramer,1961,Winner,Special Achievement Award,Inherit the Wind - 1960
990,Fred Zinnemann,1961,Winner,Special Achievement Award,"Sundowners, The"
991,"Apartment, The",1961,Winner,Picture - Comedy,
992,Spartacus,1961,Winner,Best Motion Picture - Drama,
993,The Trials of Oscar Wilde (The Man With The Green Carnation),1961,Winner,Foreign Film - English Language,
994,La vérité (The Truth),1961,Winner,Foreign Film - Foreign Language,
995,The Virgin Spring,1961,Winner,Foreign Film - Foreign Language,
996,Ina Balin,1961,Winner,New Star Of The Year - Actress,From the Terrace
997,Nancy Kwan,1961,Winner,New Star Of The Year - Actress,The World of Suzie Wong
998,Hayley Mills,1961,Winner,New Star Of The Year - Actress,Pollyanna
999,Michael Callan,1961,Winner,New Star Of The Year - Actor,Because They're Young
1000,Mark Damon,1961,Winner,New Star Of The Year - Actor,House of Usher
1001,Brett Halsey,1961,Winner,New Star Of The Year - Actor,Desire In The Dust
1002,Dimitri Tiomkin,1961,Winner,Best Original Score - Motion Picture,The Alamo
1003,Jack Cardiff,1961,Winner,Best Director - Motion Picture,Sons and Lovers
1004,Tony Curtis,1961,Winner,World Film Favorites,
1005,Rock Hudson,1961,Winner,World Film Favorites,
1006,Gina Lollobrigida,1961,Winner,World Film Favorites,
1007,Hand In Hand,1961,Winner,Promoting International Understanding,
1008,Gina Lollobrigida,1961,Winner,World Film Favorites,
1009,Hand In Hand,1961,Winner,Promoting International Understanding,
1010,Jack Lemmon,1961,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Apartment, The"
1011,Sal Mineo,1961,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Exodus
1012,Greer Garson,1961,Winner,Best Performance by an Actress in a Motion Picture - Drama,Sunrise at Campobello
1013,Rocco and His Brothers,1961,Winner,Best Motion Picture – Non-English Language,
1014,Anthony Franciosa,1960,Winner,Best Performance by an Actor in a Motion Picture - Drama,Career
1015,Andrew Marton,1960,Winner,Special Achievement Award,Ben-Hur
1016,Fred Zinnemann,1960,Winner,Special Achievement Award,"Nun's Story, The"
1017,Some Like It Hot,1960,Winner,Picture - Comedy,
1018,Ben-Hur,1960,Winner,Best Motion Picture - Drama,
1019,Porgy and Bess,1960,Winner,Picture - Musical,
1020,Room At The Top,1960,Winner,Samuel Goldwyn International Award,
1021,Wir Wunderkinder (Aren't We Wonderful!),1960,Winner,Foreign Film - Foreign Language,
1022,Black Orpheus,1960,Winner,Foreign Film - Foreign Language,
1023,The Bridge,1960,Winner,Foreign Film - Foreign Language,
1024,Odd Obsession,1960,Winner,Foreign Film - Foreign Language,
1025,Wild Strawberries,1960,Winner,Foreign Film - Foreign Language,
1026,Angie Dickinson,1960,Winner,New Star Of The Year - Actress,Rio Bravo
1027,Janet Munro,1960,Winner,New Star Of The Year - Actress,Darby O'Gill and The Little People
1028,Stella Stevens,1960,Winner,New Star Of The Year - Actress,Say One for Me
1029,Tuesday Weld,1960,Winner,New Star Of The Year - Actress,"Five Pennies, The"
1030,Barry Coe,1960,Winner,New Star Of The Year - Actor,"Private's Affair, A"
1031,Troy Donahue,1960,Winner,New Star Of The Year - Actor,"Summer Place, A"
1032,George Hamilton,1960,Winner,New Star Of The Year - Actor,"Crime & Punishment, USA"
1033,James Shigeta,1960,Winner,New Star Of The Year - Actor,"Crimson Kimono, The"
1034,Ernest Gold,1960,Winner,Best Original Score - Motion Picture,On The Beach
1035,William Wyler,1960,Winner,Best Director - Motion Picture,Ben-Hur
1036,Doris Day,1960,Winner,World Film Favorites,
1037,Rock Hudson,1960,Winner,World Film Favorites,
1038,"Diary of Anne Frank, The",1960,Winner,Promoting International Understanding,
1039,Susan Kohner,1960,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Imitation of Life
1040,Marilyn Monroe,1960,Winner,Actress In A Leading Role - Musical Or Comedy,Some Like It Hot
1041,Jack Lemmon,1960,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Some Like It Hot
1042,Stephen Boyd,1960,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ben-Hur
1043,Elizabeth Taylor,1960,Winner,Best Performance by an Actress in a Motion Picture - Drama,"Suddenly, Last Summer"
1044,José Ramon Samaniego,1960,Winner,Famous Silent Filmstars,
1045,David Niven,1959,Winner,Best Performance by an Actor in a Motion Picture - Drama,Separate Tables
1046,Elizabeth Taylor,1960,Winner,Best Performance by an Actress in a Motion Picture - Drama,"Suddenly, Last Summer"
1047,José Ramon Samaniego,1960,Winner,Famous Silent Filmstars,
1048,David Niven,1959,Winner,Best Performance by an Actor in a Motion Picture - Drama,Separate Tables
1049,Elizabeth Taylor,1960,Winner,Best Performance by an Actress in a Motion Picture - Drama,"Suddenly, Last Summer"
1050,José Ramon Samaniego,1960,Winner,Famous Silent Filmstars,
1051,David Niven,1959,Winner,Best Performance by an Actor in a Motion Picture - Drama,Separate Tables
1052,Auntie Mame,1959,Winner,Picture - Comedy,
1053,"Defiant Ones, The",1959,Winner,Best Motion Picture - Drama,
1054,Gigi,1959,Winner,Picture - Musical,
1055,"Do Ankhen Barah Haath (Two Eyes, Twelve Hands)",1959,Winner,Samuel Goldwyn International Award,
1056,Rosemary,1959,Winner,Foreign Film - Foreign Language,
1057,A Night To Remember,1959,Winner,Foreign Film - English Language,
1058,The Year Long Road,1959,Winner,Foreign Film - Foreign Language,
1059,Linda Cristal,1959,Winner,New Star Of The Year - Actress,The Perfect Furlough
1060,Susan Kohner,1959,Winner,New Star Of The Year - Actress,"Gene Krupa Story, The"
1061,Tina Louise,1959,Winner,New Star Of The Year - Actress,God's Little Acre
1062,Bradford Dillman,1959,Winner,New Star Of The Year - Actor,In Love and War - 1958
1063,John Gavin,1959,Winner,New Star Of The Year - Actor,"Time to Love and a Time to Die, A"
1064,Efrem Zimbalist Jr.,1959,Winner,New Star Of The Year - Actor,"Too Much, Too Soon"
1065,Vincente Minnelli,1959,Winner,Best Director - Motion Picture,Gigi
1066,Rock Hudson,1959,Winner,World Film Favorites,
1067,Deborah Kerr,1959,Winner,World Film Favorites,
1068,David Ladd,1959,Winner,Juvenile Performance,"Proud Rebel, The"
1069,"Inn of the Sixth Happiness, The",1959,Winner,Promoting International Understanding,
1070,Hermione Gingold,1959,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Gigi
1071,Rosalind Russell,1959,Winner,Actress In A Leading Role - Musical Or Comedy,Auntie Mame
1072,Danny Kaye,1959,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Me and the Colonel
1073,Burl Ives,1959,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Big Country, The"
1074,Susan Hayward,1959,Winner,Best Performance by an Actress in a Motion Picture - Drama,I Want To Live!
1075,L'eau vive (Girl And The River),1959,Winner,Foreign Film - Foreign Language,
1076,Alec Guinness,1958,Winner,Best Performance by an Actor in a Motion Picture - Drama,"Bridge on the River Kwai, The"
1077,Hugo Friedhofer,1958,Winner,Special Achievement Award,
1078,Zsa Zsa Gabor,1958,Winner,Special Achievement Award,
1079,Bob Hope,1958,Winner,Special Achievement Award,
1080,Le Roy Prinze,1958,Winner,Special Achievement Award,
1081,Jean Simmons,1958,Winner,Special Achievement Award,
1082,"Bridge on the River Kwai, The",1958,Winner,Best Motion Picture - Drama,
1083,Les Girls,1958,Winner,Best Motion Picture - Musical or Comedy,
1084,Sandra Dee,1958,Winner,New Star Of The Year - Actress,Until They Sail
1085,Carolyn Jones,1958,Winner,New Star Of The Year - Actress,
1086,Diane Varsi,1958,Winner,New Star Of The Year - Actress,Peyton Place
1087,James Garner,1958,Winner,New Star Of The Year - Actor,Sayonara
1088,John Saxon,1958,Winner,New Star Of The Year - Actor,This Happy Feeling
1089,Patrick Wayne,1958,Winner,New Star Of The Year - Actor,The Searchers
1090,David Lean,1958,Winner,Best Director - Motion Picture,"Bridge on the River Kwai, The"
1091,Confessions of Felix Krull,1958,Winner,Foreign Film - Foreign Language,
1092,Tizoc,1958,Winner,Foreign Film - Foreign Language,
1093,Woman In A Dressing Gown,1958,Winner,Foreign Film - English Language,
1094,Kiiroi karasu (Yellow Crow),1958,Winner,Foreign Film - Foreign Language,
1095,Tony Curtis,1958,Winner,World Film Favorites,
1096,Doris Day,1958,Winner,World Film Favorites,
1097,"Happy Road, The",1958,Winner,Promoting International Understanding,
1098,Elsa Lanchester,1958,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Witness for the Prosecution
1099,Taina Elg,1958,Winner,Actress In A Leading Role - Musical Or Comedy,Les Girls
1100,Elsa Lanchester,1958,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Witness for the Prosecution
1101,Taina Elg,1958,Winner,Actress In A Leading Role - Musical Or Comedy,Les Girls
1102,Joanne Woodward,1958,Winner,Best Performance by an Actress in a Motion Picture - Drama,"Three Faces of Eve, The"
1103,Kirk Douglas,1957,Winner,Best Performance by an Actor in a Motion Picture - Drama,Lust For Life
1104,Edwin Schallert,1957,Winner,Special Achievement Award,
1105,Elizabeth Taylor,1957,Winner,Special Achievement Award,
1106,Dimitri Tiomkin,1957,Winner,Special Achievement Award,
1107,Around the World in 80 Days,1957,Winner,Best Motion Picture - Drama,
1108,"King and I, The",1957,Winner,Best Motion Picture - Musical or Comedy,
1109,Carroll Baker,1957,Winner,New Star Of The Year - Actress,Baby Doll
1110,Carroll Baker,1957,Winner,New Star Of The Year - Actress,Giant
1111,Jayne Mansfield,1957,Winner,New Star Of The Year - Actress,"Girl Can't Help It, The"
1112,Natalie Wood,1957,Winner,New Star Of The Year - Actress,Rebel Without a Cause
1113,John Kerr,1957,Winner,New Star Of The Year - Actor,Tea and Sympathy
1114,Paul Newman,1957,Winner,New Star Of The Year - Actor,"Silver Chalice, The"
1115,Anthony Perkins,1957,Winner,New Star Of The Year - Actor,Friendly Persuasion
1116,Elia Kazan,1957,Winner,Best Director - Motion Picture,Baby Doll
1117,Before Sundown,1957,Winner,Foreign Film - Foreign Language,
1118,A Girl In Black,1957,Winner,Foreign Film - Foreign Language,
1119,Richard III  (1955),1957,Winner,Foreign Film - English Language,
1120,The Rose On His Arm,1957,Winner,Foreign Film - Foreign Language,
1121,War and Peace,1957,Winner,Foreign Film - Foreign Language,
1122,The White Reindeer,1957,Winner,Foreign Film - Foreign Language,
1123,James Dean,1957,Winner,World Film Favorites,
1124,Kim Novak,1957,Winner,World Film Favorites,
1125,Ronald Reagan,1957,Winner,Hollywood Citizenship Award,
1126,Battle Hymn,1957,Winner,Promoting International Understanding,
1127,Taina Elg,1957,Winner,New Foreign Star Of The Year - Actress,
1128,Jacques Bergerac,1957,Winner,New Foreign Star Of The Year - Actor,
1129,Eileen Heckart,1957,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Bad Seed, The"
1130,Deborah Kerr,1957,Winner,Actress In A Leading Role - Musical Or Comedy,"King and I, The"
1131,– Cantinflas,1957,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Around the World in 80 Days
1132,Earl Holliman,1957,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Rainmaker, The"
1133,Ingrid Bergman,1957,Winner,Best Performance by an Actress in a Motion Picture - Drama,Anastasia (1956)
1134,Ernest Borgnine,1956,Winner,Best Performance by an Actor in a Motion Picture - Drama,Marty
1135,James Dean,1956,Winner,Special Achievement Award,East of Eden
1136,East of Eden,1956,Winner,Best Motion Picture - Drama,
1137,Guys and Dolls,1956,Winner,Best Motion Picture - Musical or Comedy,
1138,Anita Ekberg,1956,Winner,New Star Of The Year - Actress,Blood Alley
1139,Victoria Shaw,1956,Winner,New Star Of The Year - Actress,"Eddy Duchin Story, The"
1140,Dana Wynter,1956,Winner,New Star Of The Year - Actress,"View From Pompey's Head, The"
1141,Ray Danton,1956,Winner,New Star Of The Year - Actor,I'll Cry Tomorrow
1142,Russ Tamblyn,1956,Winner,New Star Of The Year - Actor,Hit The Deck
1143,Joshua Logan,1956,Winner,Best Director - Motion Picture,Picnic
1144,Eyes of Children,1956,Winner,Best Motion Picture – Non-English Language,
1145,"Sons, Mothers And A General",1956,Winner,Best Motion Picture – Non-English Language,
1146,Stella,1956,Winner,Best Motion Picture – Non-English Language,
1147,Ordet,1956,Winner,Best Motion Picture – Non-English Language,
1148,Marlon Brando,1956,Winner,World Film Favorites,
1149,Grace Kelly,1956,Winner,World Film Favorites,
1150,Esther Williams,1956,Winner,Hollywood Citizenship Award,
1151,Love Is A Many-Splendored Thing,1956,Winner,Promoting International Understanding,
1152,Marisa Pavan,1956,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Rose Tattoo, The"
1153,Jean Simmons,1956,Winner,Actress In A Leading Role - Musical Or Comedy,Guys and Dolls
1154,Tom Ewell,1956,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Seven Year Itch, The"
1155,Arthur Kennedy,1956,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Trial
1156,Anna Magnani,1956,Winner,Best Performance by an Actress in a Motion Picture - Drama,"Rose Tattoo, The"
1157,Dangerous Curves (UK),1956,Winner,Best Motion Picture – Non-English Language,
1158,Wichita,1956,Winner,Best Outdoor Drama,
1159,Marlon Brando,1955,Winner,Best Performance by an Actor in a Motion Picture - Drama,On the Waterfront
1160,Ernest Lehman,1955,Winner,Best Screenplay - Motion Picture,Sabrina
1161,On the Waterfront,1955,Winner,Best Motion Picture - Drama,
1162,Carmen Jones,1955,Winner,Best Motion Picture - Musical or Comedy,
1163,Shirley MacLaine,1955,Winner,New Star Of The Year - Actress,"Trouble With Harry, The"
1164,Kim Novak,1955,Winner,New Star Of The Year - Actress,Phffft!
1165,Karen Sharpe,1955,Winner,New Star Of The Year - Actress,"High and The Mighty, The"
1166,Joe Adams,1955,Winner,New Star Of The Year - Actor,Carmen Jones
1167,George Nader,1955,Winner,New Star Of The Year - Actor,Four Guns to the Border
1168,Jeff Richards,1955,Winner,New Star Of The Year - Actor,Seven Brides for Seven Brothers
1169,Elia Kazan,1955,Winner,Best Director - Motion Picture,On the Waterfront
1170,Genevieve,1955,Winner,Best Motion Picture – Non-English Language,
1171,The Lady Of The Camelias,1955,Winner,Best Motion Picture – Non-English Language,
1172,No Way Back,1955,Winner,Best Motion Picture – Non-English Language,
1173,Twenty-Four Eyes,1955,Winner,Best Motion Picture – Non-English Language,
1174,Audrey Hepburn,1955,Winner,World Film Favorites,
1175,Gregory Peck,1955,Winner,World Film Favorites,
1176,Broken Lance,1955,Winner,Promoting International Understanding,
1177,Jan Sterling,1955,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"High and The Mighty, The"
1178,Twenty-Four Eyes,1955,Winner,Best Motion Picture – Non-English Language,
1179,Audrey Hepburn,1955,Winner,World Film Favorites,
1180,Gregory Peck,1955,Winner,World Film Favorites,
1181,Broken Lance,1955,Winner,Promoting International Understanding,
1182,Jan Sterling,1955,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"High and The Mighty, The"
1183,Pat Crowley,1954,Winner,New Star Of The Year - Actress,Money From Home
1184,Bella Darvi,1954,Winner,New Star Of The Year - Actress,"Egyptian, The"
1185,Bella Darvi,1954,Winner,New Star Of The Year - Actress,Hell and High Water
1186,Barbara Rush,1954,Winner,New Star Of The Year - Actress,It Came From Outer Space
1187,Richard Egan,1954,Winner,New Star Of The Year - Actor,"Glory Brigade, The"
1188,Richard Egan,1954,Winner,New Star Of The Year - Actor,"Kid From Left Field, The"
1189,Steve Forrest,1954,Winner,New Star Of The Year - Actor,So Big
1190,Hugh O’Brian,1954,Winner,New Star Of The Year - Actor,"Man From The Alamo, The"
1191,Fred Zinnemann,1954,Winner,Best Director - Motion Picture,From Here to Eternity
1192,Alan Ladd,1954,Winner,World Film Favorites,
1193,Marilyn Monroe,1954,Winner,World Film Favorites,
1194,Robert Taylor,1954,Winner,World Film Favorites,
1195,Little Boy Lost,1954,Winner,Promoting International Understanding,
1196,Grace Kelly,1954,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mogambo
1197,Ethel Merman,1954,Winner,Actress In A Leading Role - Musical Or Comedy,Call Me Madam
1198,David Niven,1954,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Moon Is Blue
1199,Frank Sinatra,1954,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,From Here to Eternity
1200,Audrey Hepburn,1954,Winner,Best Performance by an Actress in a Motion Picture - Drama,Roman Holiday
1201,"Queen Is Crowned, A",1954,Winner,Documentary,
1202,"Robe, The",1954,Winner,Best Motion Picture - Drama,
1203,Gary Cooper,1953,Winner,Best Performance by an Actor in a Motion Picture - Drama,High Noon
1204,Michael Wilson,1953,Winner,Best Screenplay - Motion Picture,5 Fingers
1205,Francis Kee Teller,1953,Winner,Special Achievement Award,Navajo
1206,The Greatest Show on Earth,1953,Winner,Best Motion Picture - Drama,
1207,With a Song in My Heart,1953,Winner,Best Motion Picture - Musical or Comedy,
1208,Colette Marchand,1953,Winner,New Star Of The Year - Actress,Moulin Rouge!
1209,Richard Burton,1953,Winner,New Star Of The Year - Actor,My Cousin Rachel
1210,Dimitri Tiomkin,1953,Winner,Best Original Score - Motion Picture,High Noon
1211,Cecil B. deMille,1953,Winner,Best Director - Motion Picture,The Greatest Show on Earth
1212,Susan Hayward,1953,Winner,World Film Favorites,
1213,John Wayne,1953,Winner,World Film Favorites,
1214,Brandon de Wilde,1953,Winner,Juvenile Performance,"Member of the Wedding, The"
1215,Anything Can Happen,1953,Winner,Promoting International Understanding,
1216,Katy Jurado,1953,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,High Noon
1217,High Noon,1953,Winner,Cinematography - Black And White,
1218,The Greatest Show on Earth,1953,Winner,Cinematography - Color,
1219,Susan Hayward,1953,Winner,Actress In A Leading Role - Musical Or Comedy,With a Song in My Heart
1220,Donald O’Connor,1953,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Singin' in the Rain
1221,Millard Mitchell,1953,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,My Six Convicts
1222,Shirley Booth,1953,Winner,Best Performance by an Actress in a Motion Picture - Drama,"Come Back, Little Sheba"
1223,Fredric March,1952,Winner,Best Performance by an Actor in a Motion Picture - Drama,Death of a Salesman (1951)
1224,Robert Buckner,1952,Winner,Best Screenplay - Motion Picture,Bright Victory
1225,Alain Resnais,1952,Winner,Special Achievement Award,Pictura
1226,A Place In The Sun,1952,Winner,Best Motion Picture - Drama,
1227,An American In Paris,1952,Winner,Best Motion Picture - Musical or Comedy,
1228,Pier Angeli,1952,Winner,New Star Of The Year - Actress,Teresa
1229,Kevin McCarthy,1952,Winner,New Star Of The Year - Actor,Death of a Salesman (1951)
1230,Victor Young,1952,Winner,Best Original Score - Motion Picture,September Affair
1231,Laslo Benedek,1952,Winner,Best Director - Motion Picture,Death of a Salesman (1951)
1232,Esther Williams,1952,Winner,World Film Favorites,
1233,The Day The Earth Stood Still,1952,Winner,Promoting International Understanding,
1234,Kim Hunter,1952,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,A Streetcar Named Desire (1951)
1235,Death of a Salesman (1951),1952,Winner,Cinematography - Black And White,
1236,Quo Vadis,1952,Winner,Cinematography - Color,
1237,June Allyson,1952,Winner,Actress In A Leading Role - Musical Or Comedy,Too Young To Kiss
1238,Danny Kaye,1952,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,On the Riviera
1239,Peter Ustinov,1952,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Quo Vadis
1240,Jane Wyman,1952,Winner,Best Performance by an Actress in a Motion Picture - Drama,The Blue Veil
1241,Alan Ladd,1952,Winner,World Film Favorites,
1242,José Ferrer,1951,Winner,Best Performance by an Actor in a Motion Picture - Drama,Cyrano de Bergerac (1950)
1243,Joseph L. Mankiewicz,1951,Winner,Best Screenplay - Motion Picture,All About Eve
1244,Franz Waxman,1951,Winner,Best Original Score - Motion Picture,Sunset Boulevard
1245,Billy Wilder,1951,Winner,Best Director - Motion Picture,Sunset Boulevard
1246,Gregory Peck,1951,Winner,World Film Favorites,
1247,Jane Wyman,1951,Winner,World Film Favorites,
1248,Broken Arrow,1951,Winner,Promoting International Understanding,
1249,Gene Nelson,1951,Winner,New Star Of The Year,Tea For Two
1250,Josephine Hull,1951,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Harvey
1251,Cyrano de Bergerac (1950),1951,Winner,Cinematography - Black And White,
1252,King Solomon's Mines,1951,Winner,Cinematography - Color,
1253,Cyrano de Bergerac (1950),1951,Winner,Cinematography - Black And White,
1254,King Solomon's Mines,1951,Winner,Cinematography - Color,
1255,Broderick Crawford,1950,Winner,Actor In A Leading Role,All The King's Men
1256,Robert Pirosh,1950,Winner,Best Screenplay - Motion Picture,Battleground
1257,All The King's Men,1950,Winner,Picture,
1258,Mercedes McCambridge,1950,Winner,New Star Of The Year - Actress,All The King's Men
1259,Richard Todd,1950,Winner,New Star Of The Year - Actor,The Hasty Heart
1260,Johnny Green,1950,Winner,Best Original Score - Motion Picture,The Inspector General
1261,Robert Rossen,1950,Winner,Best Director - Motion Picture,All The King's Men
1262,The Bicycle Thief,1950,Winner,Best Motion Picture – Non-English Language,
1263,The Hasty Heart,1950,Winner,Promoting International Understanding,
1264,Mercedes McCambridge,1950,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,All The King's Men
1265,Champion,1950,Winner,Cinematography,
1266,James Whitmore,1950,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Battleground
1267,Olivia de Havilland,1950,Winner,Actress In A Leading Role,The Heiress
1268,The Adventures of Ichabod and Mr. Toad,1950,Winner,Outstanding Use Of Color,
1269,Laurence Olivier,1949,Winner,Actor In A Leading Role,Hamlet (1948)
1270,Richard Schweizer,1949,Winner,Best Screenplay - Motion Picture,The Search
1271,Johnny Belinda,1949,Winner,Picture,
1272,"Treasure of the Sierra Madre, The",1949,Winner,Picture,
1273,Brian Easdale,1949,Winner,Best Original Score - Motion Picture,The Red Shoes
1274,John Huston,1949,Winner,Best Director - Motion Picture,"Treasure of the Sierra Madre, The"
1275,Ivan Jandl,1949,Winner,Juvenile Performance,The Search
1276,The Search,1949,Winner,Promoting International Understanding,
1277,Ellen Corby,1949,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,I Remember Mama
1278,The Pearl,1949,Winner,Cinematography,
1279,Walter Huston,1949,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Treasure of the Sierra Madre, The"
1280,Jane Wyman,1949,Winner,Actress In A Leading Role,Johnny Belinda
1281,Hamlet (1948),1949,Winner,Foreign Film - English Language,
1282,Ronald Colman,1948,Winner,Actor In A Leading Role,A Double Life
1283,George Seaton,1948,Winner,Best Screenplay - Motion Picture,Miracle on 34th Street
1284,Walt Disney,1948,Winner,Special Achievement Award,Bambi
1285,Lois Maxwell,1948,Winner,New Star Of The Year - Actress,That Hagen Girl
1286,Richard Widmark,1948,Winner,New Star Of The Year - Actor,Kiss of Death
1287,Max Steiner,1948,Winner,Best Original Score - Motion Picture,Life with Father
1288,Elia Kazan,1948,Winner,Best Director - Motion Picture,Gentleman's Agreement
1289,Dean Stockwell,1948,Winner,Juvenile Performance,Gentleman's Agreement
1290,Celeste Holm,1948,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Gentleman's Agreement
1291,Black Narcissus,1948,Winner,Cinematography,
1292,Edmund Gwenn,1948,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Miracle on 34th Street
1293,Rosalind Russell,1948,Winner,Actress In A Leading Role,Mourning Becomes Electra
1294,Gentleman's Agreement,1948,Winner,Picture,
1295,Gregory Peck,1947,Winner,Actor In A Leading Role,The Yearling
1296,Harold Russell,1947,Winner,Special Achievement Award,The Best Years of Our Lives
1297,The Best Years of Our Lives,1947,Winner,Picture,
1298,Frank Capra,1947,Winner,Best Director - Motion Picture,It's A Wonderful Life
1299,The Last Chance,1947,Winner,Promoting International Understanding,
1300,Anne Baxter,1947,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Razor's Edge
1301,Clifton Webb,1947,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Razor's Edge
1302,Rosalind Russell,1947,Winner,Actress In A Leading Role,Sister Kenny
1303,Ray Milland,1946,Winner,Actor In A Leading Role,The Lost Weekend
1304,The Lost Weekend,1946,Winner,Picture,
1305,Billy Wilder,1946,Winner,Best Director - Motion Picture,The Lost Weekend
1306,Angela Lansbury,1946,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Picture of Dorian Gray
1307,J. Carroll Naish,1946,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,A Medal For Benny
1308,Ingrid Bergman,1946,Winner,Actress In A Leading Role,The Bells of St. Mary's
1309,The House I Live In,1946,Winner,Promoting International Understanding,
1310,Anne Baxter,1947,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Razor's Edge
1311,Clifton Webb,1947,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Razor's Edge
1312,Rosalind Russell,1947,Winner,Actress In A Leading Role,Sister Kenny
1313,Ray Milland,1946,Winner,Actor In A Leading Role,The Lost Weekend
1314,The Lost Weekend,1946,Winner,Picture,
1315,Billy Wilder,1946,Winner,Best Director - Motion Picture,The Lost Weekend
1316,Angela Lansbury,1946,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Picture of Dorian Gray
1317,J. Carroll Naish,1946,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,A Medal For Benny
1318,Ingrid Bergman,1946,Winner,Actress In A Leading Role,The Bells of St. Mary's
1319,The House I Live In,1946,Winner,Promoting International Understanding,
