Movie Name,Year Ceremony,Oscar Award,Oscar Winner,Year,Golden Globe Award,GG Winer
Darkest Hour,2018,ACTOR IN A LEADING ROLE,Gary Oldman,2018,Best Performance by an Actor in a Motion Picture - Drama,Gary Oldman
Darkest Hour,2018,MAKEUP AND HAIRSTYLING,"Kazuhiro Tsuji, David Malinowski and Lucy Sibbick",2018,Best Performance by an Actor in a Motion Picture - Drama,Gary Oldman
"Three Billboards outside Ebbing, Missouri",2018,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,0,,
"Three Billboards outside Ebbing, Missouri",2018,ACTRESS IN A LEADING ROLE,Frances McDormand,0,,
"I, Tonya",2018,ACTRESS IN A SUPPORTING ROLE,Allison Janney,0,,
Coco,2018,ANIMATED FEATURE FILM,Lee Unkrich and Darla K. Anderson,2018,Best Motion Picture - Animated,Coco
Coco,2018,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,2018,Best Motion Picture - Animated,Coco
Blade Runner 2049,2018,CINEMATOGRAPHY,Roger A. Deakins,0,,
Blade Runner 2049,2018,VISUAL EFFECTS,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",0,,
Phantom Thread,2018,COSTUME DESIGN,Mark Bridges,0,,
The Shape of Water,2018,DIRECTING,Guillermo del Toro,2018,Best Director - Motion Picture,Guillermo Del Toro
The Shape of Water,2018,DIRECTING,Guillermo del Toro,2018,Best Original Score - Motion Picture,Alexandre Desplat
The Shape of Water,2018,MUSIC (Original Score),Alexandre Desplat,2018,Best Director - Motion Picture,Guillermo Del Toro
The Shape of Water,2018,MUSIC (Original Score),Alexandre Desplat,2018,Best Original Score - Motion Picture,Alexandre Desplat
The Shape of Water,2018,BEST PICTURE,"Guillermo del Toro and J. Miles Dale, Producers",2018,Best Director - Motion Picture,Guillermo Del Toro
The Shape of Water,2018,BEST PICTURE,"Guillermo del Toro and J. Miles Dale, Producers",2018,Best Original Score - Motion Picture,Alexandre Desplat
The Shape of Water,2018,PRODUCTION DESIGN,Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin,2018,Best Director - Motion Picture,Guillermo Del Toro
The Shape of Water,2018,PRODUCTION DESIGN,Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin,2018,Best Original Score - Motion Picture,Alexandre Desplat
Icarus,2018,DOCUMENTARY (Feature),Bryan Fogel and Dan Cogan,0,,
Heaven Is a Traffic Jam on the 405,2018,DOCUMENTARY (Short Subject),Frank Stiefel,0,,
Dunkirk,2018,FILM EDITING,Lee Smith,0,,
Dunkirk,2018,SOUND EDITING,Richard King and Alex Gibson,0,,
Dunkirk,2018,SOUND MIXING,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",0,,
A Fantastic Woman,2018,FOREIGN LANGUAGE FILM,Chile,0,,
Dear Basketball,2018,SHORT FILM (Animated),Glen Keane and Kobe Bryant,0,,
The Silent Child,2018,SHORT FILM (Live Action),Chris Overton and Rachel Shenton,0,,
Call Me by Your Name,2018,WRITING (Adapted Screenplay),Screenplay by James Ivory,0,,
Get Out,2018,WRITING (Original Screenplay),Written by Jordan Peele,0,,
Bohemian Rhapsody,2019,ACTOR IN A LEADING ROLE,Rami Malek,2019,Best Motion Picture - Drama,Bohemian Rhapsody
Bohemian Rhapsody,2019,FILM EDITING,John Ottman,2019,Best Motion Picture - Drama,Bohemian Rhapsody
Bohemian Rhapsody,2019,SOUND EDITING,John Warhurst and Nina Hartstone,2019,Best Motion Picture - Drama,Bohemian Rhapsody
Bohemian Rhapsody,2019,SOUND MIXING,"Paul Massey, Tim Cavagin and John Casali",2019,Best Motion Picture - Drama,Bohemian Rhapsody
Green Book,2019,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,2019,Best Motion Picture - Musical or Comedy,Green Book
Green Book,2019,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,2019,Best Screenplay - Motion Picture,"Nick Vallelonga, Brian Currie, Peter Farrelly"
Green Book,2019,BEST PICTURE,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",2019,Best Motion Picture - Musical or Comedy,Green Book
Green Book,2019,BEST PICTURE,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",2019,Best Screenplay - Motion Picture,"Nick Vallelonga, Brian Currie, Peter Farrelly"
Green Book,2019,WRITING (Original Screenplay),"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",2019,Best Motion Picture - Musical or Comedy,Green Book
Green Book,2019,WRITING (Original Screenplay),"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",2019,Best Screenplay - Motion Picture,"Nick Vallelonga, Brian Currie, Peter Farrelly"
The Favourite,2019,ACTRESS IN A LEADING ROLE,Olivia Colman,2019,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Olivia Colman
If Beale Street Could Talk,2019,ACTRESS IN A SUPPORTING ROLE,Regina King,0,,
Spider-Man: Into the Spider-Verse,2019,ANIMATED FEATURE FILM,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",2019,Best Motion Picture - Animated,Spider-Man: Into the Spider-Verse
Roma,2019,CINEMATOGRAPHY,Alfonso Cuarón,2019,Best Motion Picture – Non-English Language,Roma
Roma,2019,CINEMATOGRAPHY,Alfonso Cuarón,2019,Best Director - Motion Picture,Alfonso Cuarón
Roma,2019,DIRECTING,Alfonso Cuarón,2019,Best Motion Picture – Non-English Language,Roma
Roma,2019,DIRECTING,Alfonso Cuarón,2019,Best Director - Motion Picture,Alfonso Cuarón
Roma,2019,FOREIGN LANGUAGE FILM,Mexico,2019,Best Motion Picture – Non-English Language,Roma
Roma,2019,FOREIGN LANGUAGE FILM,Mexico,2019,Best Director - Motion Picture,Alfonso Cuarón
Black Panther,2019,COSTUME DESIGN,Ruth Carter,0,,
Black Panther,2019,MUSIC (Original Score),Ludwig Goransson,0,,
Black Panther,2019,PRODUCTION DESIGN,Production Design: Hannah Beachler; Set Decoration: Jay Hart,0,,
Free Solo,2019,DOCUMENTARY (Feature),"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill",0,,
Period. End of Sentence.,2019,DOCUMENTARY (Short Subject),Rayka Zehtabchi and Melissa Berton,0,,
Vice,2019,MAKEUP AND HAIRSTYLING,"Greg Cannom, Kate Biscoe and Patricia Dehaney",2019,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale
Bao,2019,SHORT FILM (Animated),Domee Shi and Becky Neiman-Cobb,0,,
Skin,2019,SHORT FILM (Live Action),Guy Nattiv and Jaime Ray Newman,0,,
First Man,2019,VISUAL EFFECTS,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",0,,
BlacKkKlansman,2019,WRITING (Adapted Screenplay),Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,0,,
Joker,2020,ACTOR IN A LEADING ROLE,Joaquin Phoenix,2020,Best Original Score - Motion Picture,Hildur Guðnadóttir
Joker,2020,MUSIC (Original Score),Hildur Guðnadóttir,2020,Best Original Score - Motion Picture,Hildur Guðnadóttir
Once upon a Time...in Hollywood,2020,ACTOR IN A SUPPORTING ROLE,Brad Pitt,0,,
Once upon a Time...in Hollywood,2020,PRODUCTION DESIGN,Production Design: Barbara Ling; Set Decoration: Nancy Haigh,0,,
Judy,2020,ACTRESS IN A LEADING ROLE,Renée Zellweger,2020,Best Performance by an Actress in a Motion Picture - Drama,Renée Zellweger
Marriage Story,2020,ACTRESS IN A SUPPORTING ROLE,Laura Dern,2020,Best Performance by an Actress in a Supporting Role in any Motion Picture,Laura Dern
Toy Story 4,2020,ANIMATED FEATURE FILM,"Josh Cooley, Mark Nielsen and Jonas Rivera",0,,
1917,2020,CINEMATOGRAPHY,Roger Deakins,2020,Best Motion Picture - Drama,1917
1917,2020,CINEMATOGRAPHY,Roger Deakins,2020,Best Director - Motion Picture,Sam Mendes
1917,2020,SOUND MIXING,Mark Taylor and Stuart Wilson,2020,Best Motion Picture - Drama,1917
1917,2020,SOUND MIXING,Mark Taylor and Stuart Wilson,2020,Best Director - Motion Picture,Sam Mendes
1917,2020,VISUAL EFFECTS,"Guillaume Rocheron, Greg Butler and Dominic Tuohy",2020,Best Motion Picture - Drama,1917
1917,2020,VISUAL EFFECTS,"Guillaume Rocheron, Greg Butler and Dominic Tuohy",2020,Best Director - Motion Picture,Sam Mendes
Parasite,2020,DIRECTING,Bong Joon Ho,2020,Best Motion Picture – Non-English Language,Parasite
Parasite,2020,INTERNATIONAL FEATURE FILM,South Korea,2020,Best Motion Picture – Non-English Language,Parasite
Parasite,2020,BEST PICTURE,"Kwak Sin Ae and Bong Joon Ho, Producers",2020,Best Motion Picture – Non-English Language,Parasite
Parasite,2020,WRITING (Original Screenplay),"Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho",2020,Best Motion Picture – Non-English Language,Parasite
American Factory,2020,DOCUMENTARY (Feature),"Steven Bognar, Julia Reichert and Jeff Reichert",0,,
Learning to Skateboard in a Warzone (If You're a Girl),2020,DOCUMENTARY (Short Subject),Carol Dysinger and Elena Andreicheva,0,,
Ford v Ferrari,2020,FILM EDITING,Michael McCusker and Andrew Buckland,0,,
Ford v Ferrari,2020,SOUND EDITING,Donald Sylvester,0,,
Bombshell,2020,MAKEUP AND HAIRSTYLING,"Kazu Hiro, Anne Morgan and Vivian Baker",0,,
Rocketman,2020,MUSIC (Original Song),Music by Elton John; Lyric by Bernie Taupin,2020,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Taron Egerton
Rocketman,2020,MUSIC (Original Song),Music by Elton John; Lyric by Bernie Taupin,2020,Best Original Song - Motion Picture,I'm Gonna Love Me Again
Hair Love,2020,SHORT FILM (Animated),Matthew A. Cherry and Karen Rupert Toliver,0,,
The Neighbors' Window,2020,SHORT FILM (Live Action),Marshall Curry,0,,
Jojo Rabbit,2020,WRITING (Adapted Screenplay),Screenplay by Taika Waititi,0,,
The Father,2021,ACTOR IN A LEADING ROLE,Anthony Hopkins,0,,
The Father,2021,WRITING (Adapted Screenplay),Screenplay by Christopher Hampton and Florian Zeller,0,,
Judas and the Black Messiah,2021,ACTOR IN A SUPPORTING ROLE,Daniel Kaluuya,2021,Best Performance by an Actor in a Supporting Role in any Motion Picture,Daniel Kaluuya
Judas and the Black Messiah,2021,MUSIC (Original Song),Music by H.E.R. and Dernst Emile II; Lyric by H.E.R. and Tiara Thomas,2021,Best Performance by an Actor in a Supporting Role in any Motion Picture,Daniel Kaluuya
Nomadland,2021,ACTRESS IN A LEADING ROLE,Frances McDormand,2021,Best Motion Picture - Drama,Nomadland
Nomadland,2021,ACTRESS IN A LEADING ROLE,Frances McDormand,2021,Best Director - Motion Picture,Chloé Zhao
Nomadland,2021,DIRECTING,Chloé Zhao,2021,Best Motion Picture - Drama,Nomadland
Nomadland,2021,DIRECTING,Chloé Zhao,2021,Best Director - Motion Picture,Chloé Zhao
Nomadland,2021,BEST PICTURE,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers",2021,Best Motion Picture - Drama,Nomadland
Nomadland,2021,BEST PICTURE,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers",2021,Best Director - Motion Picture,Chloé Zhao
Minari,2021,ACTRESS IN A SUPPORTING ROLE,Yuh-Jung Youn,2021,Best Motion Picture – Non-English Language,Minari
Soul,2021,ANIMATED FEATURE FILM,Pete Docter and Dana Murray,2021,Best Motion Picture - Animated,Soul
Soul,2021,ANIMATED FEATURE FILM,Pete Docter and Dana Murray,2021,Best Original Score - Motion Picture,"Trent Reznor, Atticus Ross, Jon Batiste"
Soul,2021,MUSIC (Original Score),"Trent Reznor, Atticus Ross and Jon Batiste",2021,Best Motion Picture - Animated,Soul
Soul,2021,MUSIC (Original Score),"Trent Reznor, Atticus Ross and Jon Batiste",2021,Best Original Score - Motion Picture,"Trent Reznor, Atticus Ross, Jon Batiste"
Mank,2021,CINEMATOGRAPHY,Erik Messerschmidt,0,,
Mank,2021,PRODUCTION DESIGN,Production Design: Donald Graham Burt; Set Decoration: Jan Pascale,0,,
Ma Rainey's Black Bottom,2021,COSTUME DESIGN,Ann Roth,2021,Best Performance by an Actor in a Motion Picture - Drama,Chadwick Boseman
Ma Rainey's Black Bottom,2021,MAKEUP AND HAIRSTYLING,"Sergio Lopez-Rivera, Mia Neal and Jamika Wilson",2021,Best Performance by an Actor in a Motion Picture - Drama,Chadwick Boseman
My Octopus Teacher,2021,DOCUMENTARY (Feature),"Pippa Ehrlich, James Reed and Craig Foster",0,,
Colette,2021,DOCUMENTARY (Short Subject),Anthony Giacchino and Alice Doyard,0,,
Sound of Metal,2021,FILM EDITING,Mikkel E. G. Nielsen,0,,
Sound of Metal,2021,SOUND,"Nicolas Becker, Jaime Baksht, Michellee Couttolenc, Carlos Cortés and Phillip Bladh",0,,
Another Round,2021,INTERNATIONAL FEATURE FILM,Denmark,0,,
If Anything Happens I Love You,2021,SHORT FILM (Animated),Will McCormack and Michael Govier,0,,
Two Distant Strangers,2021,SHORT FILM (Live Action),Travon Free and Martin Desmond Roe,0,,
Tenet,2021,VISUAL EFFECTS,"Andrew Jackson, David Lee, Andrew Lockley and Scott Fisher",0,,
Promising Young Woman,2021,WRITING (Original Screenplay),Written by Emerald Fennell,0,,
King Richard,2022,ACTOR IN A LEADING ROLE,Will Smith,2022,Best Performance by an Actor in a Motion Picture - Drama,Will Smith
CODA,2022,ACTOR IN A SUPPORTING ROLE,Troy Kotsur,0,,
CODA,2022,BEST PICTURE,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers",0,,
CODA,2022,WRITING (Adapted Screenplay),Screenplay by Siân Heder,0,,
The Eyes of Tammy Faye,2022,ACTRESS IN A LEADING ROLE,Jessica Chastain,0,,
The Eyes of Tammy Faye,2022,MAKEUP AND HAIRSTYLING,"Linda Dowds, Stephanie Ingram and Justin Raleigh",0,,
Encanto,2022,ANIMATED FEATURE FILM,"Jared Bush, Byron Howard, Yvett Merino and Clark Spencer",2022,Best Motion Picture - Animated,Encanto
Dune,2022,CINEMATOGRAPHY,Greig Fraser,2022,Best Original Score - Motion Picture,Hans Zimmer
Dune,2022,FILM EDITING,Joe Walker,2022,Best Original Score - Motion Picture,Hans Zimmer
Dune,2022,MUSIC (Original Score),Hans Zimmer,2022,Best Original Score - Motion Picture,Hans Zimmer
Dune,2022,PRODUCTION DESIGN,Production Design: Patrice Vermette; Set Decoration: Zsuzsanna Sipos,2022,Best Original Score - Motion Picture,Hans Zimmer
Dune,2022,SOUND,"Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill and Ron Bartlett",2022,Best Original Score - Motion Picture,Hans Zimmer
Dune,2022,VISUAL EFFECTS,"Paul Lambert, Tristan Myles, Brian Connor and Gerd Nefzer",2022,Best Original Score - Motion Picture,Hans Zimmer
Cruella,2022,COSTUME DESIGN,Jenny Beavan,0,,
The Power of the Dog,2022,DIRECTING,Jane Campion,2022,Best Motion Picture - Drama,"Power of the Dog, The"
The Power of the Dog,2022,DIRECTING,Jane Campion,2022,Best Performance by an Actor in a Supporting Role in any Motion Picture,Kodi Smit-McPhee
The Power of the Dog,2022,DIRECTING,Jane Campion,2022,Best Director - Motion Picture,Jane Campion
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2022,DOCUMENTARY (Feature),"Ahmir ""Questlove"" Thompson, Joseph Patel, Robert Fyvolent and David Dinerstein",0,,
The Queen of Basketball,2022,DOCUMENTARY (Short Subject),Ben Proudfoot,0,,
Drive My Car,2022,INTERNATIONAL FEATURE FILM,Japan,0,,
No Time to Die,2022,MUSIC (Original Song),Music and Lyric by Billie Eilish and Finneas O'Connell,0,,
The Windshield Wiper,2022,SHORT FILM (Animated),Alberto Mielgo and Leo Sanchez,0,,
The Long Goodbye,2022,SHORT FILM (Live Action),Aneil Karia and Riz Ahmed,0,,
Belfast,2022,WRITING (Original Screenplay),Written by Kenneth Branagh,2022,Best Screenplay - Motion Picture,Kenneth Branagh
The Whale,2023,ACTOR IN A LEADING ROLE,Brendan Fraser,0,,
The Whale,2023,MAKEUP AND HAIRSTYLING,"Adrien Morot, Judy Chin and Annemarie Bradley",0,,
Everything Everywhere All at Once,2023,ACTOR IN A SUPPORTING ROLE,Ke Huy Quan,2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Yeoh
Everything Everywhere All at Once,2023,ACTOR IN A SUPPORTING ROLE,Ke Huy Quan,2023,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ke Huy Quan
Everything Everywhere All at Once,2023,ACTRESS IN A LEADING ROLE,Michelle Yeoh,2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Yeoh
Everything Everywhere All at Once,2023,ACTRESS IN A LEADING ROLE,Michelle Yeoh,2023,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ke Huy Quan
Everything Everywhere All at Once,2023,ACTRESS IN A SUPPORTING ROLE,Jamie Lee Curtis,2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Yeoh
Everything Everywhere All at Once,2023,ACTRESS IN A SUPPORTING ROLE,Jamie Lee Curtis,2023,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ke Huy Quan
Everything Everywhere All at Once,2023,DIRECTING,Daniel Kwan and Daniel Scheinert,2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Yeoh
Everything Everywhere All at Once,2023,DIRECTING,Daniel Kwan and Daniel Scheinert,2023,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ke Huy Quan
Everything Everywhere All at Once,2023,FILM EDITING,Paul Rogers,2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Yeoh
Everything Everywhere All at Once,2023,FILM EDITING,Paul Rogers,2023,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ke Huy Quan
Everything Everywhere All at Once,2023,BEST PICTURE,"Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers",2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Yeoh
Everything Everywhere All at Once,2023,BEST PICTURE,"Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers",2023,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ke Huy Quan
Everything Everywhere All at Once,2023,WRITING (Original Screenplay),Written by Daniel Kwan & Daniel Scheinert,2023,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Yeoh
Everything Everywhere All at Once,2023,WRITING (Original Screenplay),Written by Daniel Kwan & Daniel Scheinert,2023,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ke Huy Quan
Guillermo del Toro's Pinocchio,2023,ANIMATED FEATURE FILM,"Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulkley",2023,Best Motion Picture - Animated,Guillermo del Toro's Pinocchio
Black Panther: Wakanda Forever,2023,COSTUME DESIGN,Ruth Carter,2023,Best Performance by an Actress in a Supporting Role in any Motion Picture,Angela Bassett
Navalny,2023,DOCUMENTARY FEATURE FILM,"Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller and Shane Boris",0,,
The Elephant Whisperers,2023,DOCUMENTARY SHORT FILM,Kartiki Gonsalves and Guneet Monga,0,,
RRR,2023,MUSIC (Original Song),Music by M.M. Keeravaani; Lyric by Chandrabose,2023,Best Original Song - Motion Picture,Naatu Naatu
"The Boy, the Mole, the Fox and the Horse",2023,SHORT FILM (Animated),Charlie Mackesy and Matthew Freud,0,,
An Irish Goodbye,2023,SHORT FILM (Live Action),Tom Berkeley and Ross White,0,,
Top Gun: Maverick,2023,SOUND,"Mark Weingarten, James H. Mather, Al Nelson, Chris Burdon and Mark Taylor",0,,
Avatar: The Way of Water,2023,VISUAL EFFECTS,"Joe Letteri, Richard Baneham, Eric Saindon and Daniel Barrett",0,,
Women Talking,2023,WRITING (Adapted Screenplay),Screenplay by Sarah Polley,0,,
Welcome to Chechnya,2023,AWARD OF COMMENDATION,To Ryan Laney for his innovative adaptation and deployment of AI-driven facial veiling technology used to protect the identities while preserving the visual relatability of subjects in documentary filmmaking as exemplified in Welcome to Chechnya (2020).,0,,
The Fabelmans,0,,,2023,Best Motion Picture - Drama,"Fabelmans, The"
The Fabelmans,0,,,2023,Best Director - Motion Picture,Steven Spielberg
TÁR,0,,,2023,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett
Elvis,0,,,2023,Best Performance by an Actor in a Motion Picture - Drama,Austin Butler
The Banshees of Inisherin,0,,,2023,Best Motion Picture - Musical or Comedy,"Banshees of Inisherin, The"
The Banshees of Inisherin,0,,,2023,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colin Farrell
The Banshees of Inisherin,0,,,2023,Best Screenplay - Motion Picture,Martin McDonagh
"Argentina, 1985",0,,,2023,Best Motion Picture – Non-English Language,"Argentina, 1985"
Babylon,0,,,2023,Best Original Score - Motion Picture,Justin Hurwitz
Being the Ricardos,0,,,2022,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman
West Side Story (2021),0,,,2022,Best Motion Picture - Musical or Comedy,West Side Story (2021)
West Side Story (2021),0,,,2022,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Rachel Zegler
West Side Story (2021),0,,,2022,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ariana DeBose
"tick, tick...BOOM!",0,,,2022,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Andrew Garfield
No Time To Die,0,,,2022,Best Original Song - Motion Picture,No Time To Die
The United States vs. Billie Holiday,0,,,2021,Best Performance by an Actress in a Motion Picture - Drama,Andra Day
Borat Subsequent Moviefilm,0,,,2021,Best Motion Picture - Musical or Comedy,Borat Subsequent Moviefilm
Borat Subsequent Moviefilm,0,,,2021,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Sacha Baron Cohen
I Care A Lot,0,,,2021,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Rosamund Pike
The Mauritanian,0,,,2021,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jodie Foster
The Trial of the Chicago 7,0,,,2021,Best Screenplay - Motion Picture,Aaron Sorkin
The Farewell,0,,,2020,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Awkwafina .
Missing Link,0,,,2020,Best Motion Picture - Animated,Missing Link
Once Upon a Time...in Hollywood,0,,,2020,Best Performance by an Actor in a Supporting Role in any Motion Picture,Brad Pitt
Once Upon a Time...in Hollywood,0,,,2020,Best Screenplay - Motion Picture,Quentin Tarantino
The Wife,0,,,2019,Best Performance by an Actress in a Motion Picture - Drama,Glenn Close
"Star Is Born, A (2018)",0,,,2019,Best Original Song - Motion Picture,Shallow
"Three Billboards Outside Ebbing, Missouri",0,,,2018,Best Motion Picture - Drama,"Three Billboards Outside Ebbing, Missouri"
"Three Billboards Outside Ebbing, Missouri",0,,,2018,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand
"Three Billboards Outside Ebbing, Missouri",0,,,2018,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell
Lady Bird,0,,,2018,Best Motion Picture - Musical or Comedy,Lady Bird
Lady Bird,0,,,2018,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Saoirse Ronan
In The Fade,0,,,2018,Best Motion Picture – Non-English Language,In The Fade
The Disaster Artist,0,,,2018,Best Performance by an Actor in a Motion Picture - Musical or Comedy,James Franco
Elle,0,,,2017,Best Motion Picture – Non-English Language,Elle
Elle,0,,,2017,Best Performance by an Actress in a Motion Picture - Drama,Isabelle Huppert
Nocturnal Animals,0,,,2017,Best Performance by an Actor in a Supporting Role in any Motion Picture,Aaron Taylor-Johnson
The Martian,0,,,2016,Best Motion Picture - Musical or Comedy,The Martian
The Martian,0,,,2016,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Matt Damon
Creed,0,,,2016,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sylvester Stallone
Steve Jobs,0,,,2016,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kate Winslet
Birdman,0,,,2015,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Keaton
Birdman,0,,,2015,Best Screenplay - Motion Picture,"Alejandro González Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bó"
Big Eyes,0,,,2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Adams
How to Train Your Dragon 2,0,,,2015,Best Motion Picture - Animated,How to Train Your Dragon 2
Leviathan,0,,,2015,Best Motion Picture – Non-English Language,Leviathan
American Hustle,0,,,2014,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Lawrence
American Hustle,0,,,2014,Best Motion Picture - Musical or Comedy,American Hustle
The Wolf of Wall Street,0,,,2014,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Leonardo DiCaprio
Mandela: Long Walk to Freedom,0,,,2014,Best Original Song - Motion Picture,Ordinary Love
My Week With Marilyn,0,,,2012,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Michelle Williams
W.E.,0,,,2012,Best Original Song - Motion Picture,"""Masterpiece"""
The Adventures of Tintin,0,,,2012,Best Motion Picture - Animated,"Adventures of Tintin, The"
Midnight In Paris,0,,,2012,Best Screenplay - Motion Picture,Woody Allen
The Kids Are All Right,0,,,2011,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening
The Kids Are All Right,0,,,2011,Best Motion Picture - Musical or Comedy,"Kids Are All Right, The"
Barney's Version,0,,,2011,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Paul Giamatti
In A Better World,0,,,2011,Best Motion Picture – Non-English Language,In A Better World
Burlesque,0,,,2011,Best Original Song - Motion Picture,"""You Haven't Seen The Last of Me"""
Julie & Julia,0,,,2010,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep
Sherlock Holmes,0,,,2010,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert Downey Jr.
The White Ribbon (Das weiße Band - Eine Deutsche Kindergeschichte),0,,,2010,Best Motion Picture – Non-English Language,The White Ribbon (Das weiße Band - Eine Deutsche Kindergeschichte)
Precious: Based on the novel Push by Sapphire,0,,,2010,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mo’Nique Mo’nique
The Hangover,0,,,2010,Best Motion Picture - Musical or Comedy,"Hangover, The"
Up In The Air,0,,,2010,Best Screenplay - Motion Picture,"Jason Reitman, Sheldon Turner"
Revolutionary Road,0,,,2009,Best Performance by an Actress in a Motion Picture - Drama,Kate Winslet
The Wrestler,0,,,2009,Best Performance by an Actor in a Motion Picture - Drama,Mickey Rourke
The Wrestler,0,,,2009,Best Original Song - Motion Picture,The Wrestler
Happy-Go-Lucky,0,,,2009,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sally Hawkins
Waltz with Bashir,0,,,2009,Best Motion Picture – Non-English Language,Waltz with Bashir
Wall-E,0,,,2009,Best Motion Picture - Animated,Wall-E
Away From Her,0,,,2008,Best Performance by an Actress in a Motion Picture - Drama,Julie Christie
La Vie En Rose,0,,,2008,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marion Cotillard
Sweeney Todd: The Demon Barber of Fleet Street,0,,,2008,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Johnny Depp
Sweeney Todd: The Demon Barber of Fleet Street,0,,,2008,Best Motion Picture - Musical or Comedy,Sweeney Todd: The Demon Barber of Fleet Street
The Diving Bell and the Butterfly,0,,,2008,Best Motion Picture – Non-English Language,The Diving Bell and the Butterfly
The Diving Bell and the Butterfly,0,,,2008,Best Director - Motion Picture,Julian Schnabel
I'm Not There,0,,,2008,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cate Blanchett
