Movie Name,Year Ceremony,Oscar Award,Oscar Winner,Year,Golden Globe Award,GG Winer
Frenchman's Creek,1946,ART DIRECTION (Color),"Art Direction:  Hans Dreier, Ernst Fegte;  Interior Decoration:  Sam Comer",0,,
The Picture of Dorian Gray,1946,CINEMATOGRAPHY (Black-and-White),Harry Stradling,0,,
Leave Her to Heaven,1946,CINEMATOGRAPHY (Color),Leon Shamroy,0,,
The True Glory,1946,DOCUMENTARY (Feature),The Governments of Great Britain and the United States of America,0,,
Hitler Lives?,1946,DOCUMENTARY (Short Subject),"Gordon Hollingshead, Producer",0,,
Spellbound,1946,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,0,,
Anchors Aweigh,1946,MUSIC (Scoring of a Musical Picture),Georgie Stoll,0,,
State Fair,1946,MUSIC (Song),Music by Richard Rodgers; Lyrics by Oscar Hammerstein II,0,,
Quiet Please!,1946,SHORT SUBJECT (Cartoon),"Frederick Quimby, Producer",0,,
Stairway to Light,1946,SHORT SUBJECT (One-reel),"Herbert Moulton, Producer;  Jerry Bresler, Executive Producer",0,,
Star in the Night,1946,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",0,,
The Bells of St. Mary's,1946,SOUND RECORDING,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",1946,Actress In A Leading Role,Ingrid Bergman
Wonder Man,1946,SPECIAL EFFECTS,Photographic Effects by John Fulton; Sound Effects by Arthur W. Johns,0,,
The House on 92nd Street,1946,WRITING (Original Motion Picture Story),Charles G. Booth,0,,
Marie-Louise,1946,WRITING (Original Screenplay),Richard Schweizer,0,,
The Best Years of Our Lives,1947,ACTOR,Fredric March,1947,Special Achievement Award,Harold Russell
The Best Years of Our Lives,1947,ACTOR,Fredric March,1947,Picture,The Best Years of Our Lives
The Best Years of Our Lives,1947,ACTOR IN A SUPPORTING ROLE,Harold Russell,1947,Special Achievement Award,Harold Russell
The Best Years of Our Lives,1947,ACTOR IN A SUPPORTING ROLE,Harold Russell,1947,Picture,The Best Years of Our Lives
The Best Years of Our Lives,1947,DIRECTING,William Wyler,1947,Special Achievement Award,Harold Russell
The Best Years of Our Lives,1947,DIRECTING,William Wyler,1947,Picture,The Best Years of Our Lives
The Best Years of Our Lives,1947,FILM EDITING,Daniel Mandell,1947,Special Achievement Award,Harold Russell
The Best Years of Our Lives,1947,FILM EDITING,Daniel Mandell,1947,Picture,The Best Years of Our Lives
The Best Years of Our Lives,1947,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,1947,Special Achievement Award,Harold Russell
The Best Years of Our Lives,1947,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,1947,Picture,The Best Years of Our Lives
The Best Years of Our Lives,1947,BEST MOTION PICTURE,Samuel Goldwyn Productions,1947,Special Achievement Award,Harold Russell
The Best Years of Our Lives,1947,BEST MOTION PICTURE,Samuel Goldwyn Productions,1947,Picture,The Best Years of Our Lives
The Best Years of Our Lives,1947,WRITING (Screenplay),Robert E. Sherwood,1947,Special Achievement Award,Harold Russell
The Best Years of Our Lives,1947,WRITING (Screenplay),Robert E. Sherwood,1947,Picture,The Best Years of Our Lives
To Each His Own,1947,ACTRESS,Olivia de Havilland,0,,
The Razor's Edge,1947,ACTRESS IN A SUPPORTING ROLE,Anne Baxter,1947,Best Performance by an Actress in a Supporting Role in any Motion Picture,Anne Baxter
The Razor's Edge,1947,ACTRESS IN A SUPPORTING ROLE,Anne Baxter,1947,Best Performance by an Actor in a Supporting Role in any Motion Picture,Clifton Webb
Anna and the King of Siam,1947,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, William Darling;  Interior Decoration:  Thomas Little, Frank E. Hughes",0,,
Anna and the King of Siam,1947,CINEMATOGRAPHY (Black-and-White),Arthur Miller,0,,
The Yearling,1947,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Interior Decoration:  Edwin B. Willis",1947,Actor In A Leading Role,Gregory Peck
The Yearling,1947,CINEMATOGRAPHY (Color),"Charles Rosher, Leonard Smith, Arthur Arling",1947,Actor In A Leading Role,Gregory Peck
Seeds of Destiny,1947,DOCUMENTARY (Short Subject),United States Department of War,0,,
The Jolson Story,1947,MUSIC (Scoring of a Musical Picture),Morris Stoloff,0,,
The Jolson Story,1947,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",0,,
The Harvey Girls,1947,MUSIC (Song),Music by Harry Warren; Lyrics by Johnny Mercer,0,,
The Cat Concerto,1947,SHORT SUBJECT (Cartoon),"Frederick Quimby, Producer",0,,
Facing Your Danger,1947,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",0,,
A Boy and His Dog,1947,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",0,,
Blithe Spirit,1947,SPECIAL EFFECTS,Special Visual Effects by Thomas Howard,0,,
Vacation from Marriage,1947,WRITING (Original Motion Picture Story),Clemence Dane,0,,
The Seventh Veil,1947,WRITING (Original Screenplay),"Muriel Box, Sydney Box",0,,
A Double Life,1948,ACTOR,Ronald Colman,1948,Actor In A Leading Role,Ronald Colman
A Double Life,1948,MUSIC (Music Score of a Dramatic or Comedy Picture),Dr. Miklos Rozsa,1948,Actor In A Leading Role,Ronald Colman
Miracle on 34th Street,1948,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,1948,Best Screenplay - Motion Picture,George Seaton
Miracle on 34th Street,1948,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,1948,Best Performance by an Actor in a Supporting Role in any Motion Picture,Edmund Gwenn
Miracle on 34th Street,1948,WRITING (Motion Picture Story),Valentine Davies,1948,Best Screenplay - Motion Picture,George Seaton
Miracle on 34th Street,1948,WRITING (Motion Picture Story),Valentine Davies,1948,Best Performance by an Actor in a Supporting Role in any Motion Picture,Edmund Gwenn
Miracle on 34th Street,1948,WRITING (Screenplay),George Seaton,1948,Best Screenplay - Motion Picture,George Seaton
Miracle on 34th Street,1948,WRITING (Screenplay),George Seaton,1948,Best Performance by an Actor in a Supporting Role in any Motion Picture,Edmund Gwenn
The Farmer's Daughter,1948,ACTRESS,Loretta Young,0,,
Gentleman's Agreement,1948,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,1948,Juvenile Performance,Dean Stockwell
Gentleman's Agreement,1948,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,1948,Best Performance by an Actress in a Supporting Role in any Motion Picture,Celeste Holm
Gentleman's Agreement,1948,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,1948,Picture,Gentleman's Agreement
Gentleman's Agreement,1948,DIRECTING,Elia Kazan,1948,Juvenile Performance,Dean Stockwell
Gentleman's Agreement,1948,DIRECTING,Elia Kazan,1948,Best Performance by an Actress in a Supporting Role in any Motion Picture,Celeste Holm
Gentleman's Agreement,1948,DIRECTING,Elia Kazan,1948,Picture,Gentleman's Agreement
Gentleman's Agreement,1948,BEST MOTION PICTURE,20th Century-Fox,1948,Juvenile Performance,Dean Stockwell
Gentleman's Agreement,1948,BEST MOTION PICTURE,20th Century-Fox,1948,Best Performance by an Actress in a Supporting Role in any Motion Picture,Celeste Holm
Gentleman's Agreement,1948,BEST MOTION PICTURE,20th Century-Fox,1948,Picture,Gentleman's Agreement
Great Expectations,1948,ART DIRECTION (Black-and-White),Art Direction:  John Bryan;  Set Decoration:  Wilfred Shingleton,0,,
Great Expectations,1948,CINEMATOGRAPHY (Black-and-White),Guy Green,0,,
Black Narcissus,1948,ART DIRECTION (Color),Art Direction:  Alfred Junge;  Set Decoration:  Alfred Junge,1948,Cinematography,Black Narcissus
Black Narcissus,1948,CINEMATOGRAPHY (Color),Jack Cardiff,1948,Cinematography,Black Narcissus
Design for Death,1948,DOCUMENTARY (Feature),"Sid Rogell, Executive Producer;  Theron Warth and Richard O. Fleischer, Producers",0,,
First Steps,1948,DOCUMENTARY (Short Subject),United Nations Division of Films and Visual Information,0,,
Body and Soul,1948,FILM EDITING,"Francis Lyon, Robert Parrish",0,,
Mother Wore Tights,1948,MUSIC (Scoring of a Musical Picture),Alfred Newman,0,,
Song of the South,1948,MUSIC (Song),Music by Allie Wrubel; Lyrics by Ray Gilbert,0,,
Tweetie Pie,1948,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",0,,
Good-bye Miss Turlock,1948,SHORT SUBJECT (One-reel),"Herbert Moulton, Producer",0,,
Climbing the Matterhorn,1948,SHORT SUBJECT (Two-reel),"Irving Allen, Producer",0,,
The Bishop's Wife,1948,SOUND RECORDING,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",0,,
Green Dolphin Street,1948,SPECIAL EFFECTS,"Special Visual Effects by A. Arnold Gillespie, Warren Newcombe; Special Audible Effects by Douglas Shearer, Michael Steinore",0,,
The Bachelor and the Bobby-Soxer,1948,WRITING (Original Screenplay),Sidney Sheldon,0,,
Hamlet,1949,ACTOR,Laurence Olivier,0,,
Hamlet,1949,ART DIRECTION (Black-and-White),Art Direction:  Roger K. Furse;  Set Decoration:  Carmen Dillon,0,,
Hamlet,1949,COSTUME DESIGN (Black-and-White),Roger K. Furse,0,,
Hamlet,1949,BEST MOTION PICTURE,J. Arthur Rank-Two Cities Films,0,,
The Treasure of the Sierra Madre,1949,ACTOR IN A SUPPORTING ROLE,Walter Huston,1949,Picture,"Treasure of the Sierra Madre, The"
The Treasure of the Sierra Madre,1949,ACTOR IN A SUPPORTING ROLE,Walter Huston,1949,Best Director - Motion Picture,John Huston
The Treasure of the Sierra Madre,1949,ACTOR IN A SUPPORTING ROLE,Walter Huston,1949,Best Performance by an Actor in a Supporting Role in any Motion Picture,Walter Huston
The Treasure of the Sierra Madre,1949,DIRECTING,John Huston,1949,Picture,"Treasure of the Sierra Madre, The"
The Treasure of the Sierra Madre,1949,DIRECTING,John Huston,1949,Best Director - Motion Picture,John Huston
The Treasure of the Sierra Madre,1949,DIRECTING,John Huston,1949,Best Performance by an Actor in a Supporting Role in any Motion Picture,Walter Huston
The Treasure of the Sierra Madre,1949,WRITING (Screenplay),John Huston,1949,Picture,"Treasure of the Sierra Madre, The"
The Treasure of the Sierra Madre,1949,WRITING (Screenplay),John Huston,1949,Best Director - Motion Picture,John Huston
The Treasure of the Sierra Madre,1949,WRITING (Screenplay),John Huston,1949,Best Performance by an Actor in a Supporting Role in any Motion Picture,Walter Huston
Johnny Belinda,1949,ACTRESS,Jane Wyman,1949,Picture,Johnny Belinda
Johnny Belinda,1949,ACTRESS,Jane Wyman,1949,Actress In A Leading Role,Jane Wyman
Key Largo,1949,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,0,,
The Red Shoes,1949,ART DIRECTION (Color),Art Direction:  Hein Heckroth;  Set Decoration:  Arthur Lawson,1949,Best Original Score - Motion Picture,Brian Easdale
The Red Shoes,1949,MUSIC (Music Score of a Dramatic or Comedy Picture),Brian Easdale,1949,Best Original Score - Motion Picture,Brian Easdale
The Naked City,1949,CINEMATOGRAPHY (Black-and-White),William Daniels,0,,
The Naked City,1949,FILM EDITING,Paul Weatherwax,0,,
Joan of Arc,1949,CINEMATOGRAPHY (Color),"Joseph Valentine, William V. Skall, Winton Hoch",0,,
Joan of Arc,1949,COSTUME DESIGN (Color),"Dorothy Jeakins, Karinska",0,,
The Secret Land,1949,DOCUMENTARY (Feature),"Orville O. Dull, Producer",0,,
Toward Independence,1949,DOCUMENTARY (Short Subject),United States Army,0,,
Easter Parade,1949,MUSIC (Scoring of a Musical Picture),"Johnny Green, Roger Edens",0,,
The Paleface,1949,MUSIC (Song),Music and Lyrics by Jay Livingston and Ray Evans,0,,
The Little Orphan,1949,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",0,,
Symphony of a City,1949,SHORT SUBJECT (One-reel),"Edmund H. Reek, Producer",0,,
Seal Island,1949,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",0,,
The Snake Pit,1949,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",0,,
Portrait of Jennie,1949,SPECIAL EFFECTS,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart",0,,
The Search,1949,WRITING (Motion Picture Story),"Richard Schweizer, David Wechsler",1949,Best Screenplay - Motion Picture,Richard Schweizer
The Search,1949,WRITING (Motion Picture Story),"Richard Schweizer, David Wechsler",1949,Juvenile Performance,Ivan Jandl
The Search,1949,WRITING (Motion Picture Story),"Richard Schweizer, David Wechsler",1949,Promoting International Understanding,The Search
All the King's Men,1950,ACTOR,Broderick Crawford,0,,
All the King's Men,1950,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,0,,
All the King's Men,1950,BEST MOTION PICTURE,Robert Rossen Productions,0,,
Twelve O'Clock High,1950,ACTOR IN A SUPPORTING ROLE,Dean Jagger,0,,
Twelve O'Clock High,1950,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",0,,
The Heiress,1950,ACTRESS,Olivia de Havilland,1950,Actress In A Leading Role,Olivia de Havilland
The Heiress,1950,ART DIRECTION (Black-and-White),"Art Direction:  Harry Horner, John Meehan;  Set Decoration:  Emile Kuri",1950,Actress In A Leading Role,Olivia de Havilland
The Heiress,1950,COSTUME DESIGN (Black-and-White),"Edith Head, Gile Steele",1950,Actress In A Leading Role,Olivia de Havilland
The Heiress,1950,MUSIC (Music Score of a Dramatic or Comedy Picture),Aaron Copland,1950,Actress In A Leading Role,Olivia de Havilland
Battleground,1950,CINEMATOGRAPHY (Black-and-White),Paul C. Vogel,1950,Best Screenplay - Motion Picture,Robert Pirosh
Battleground,1950,CINEMATOGRAPHY (Black-and-White),Paul C. Vogel,1950,Best Performance by an Actor in a Supporting Role in any Motion Picture,James Whitmore
Battleground,1950,WRITING (Story and Screenplay),Robert Pirosh,1950,Best Screenplay - Motion Picture,Robert Pirosh
Battleground,1950,WRITING (Story and Screenplay),Robert Pirosh,1950,Best Performance by an Actor in a Supporting Role in any Motion Picture,James Whitmore
She Wore a Yellow Ribbon,1950,CINEMATOGRAPHY (Color),Winton Hoch,0,,
The Adventures of Don Juan,1950,COSTUME DESIGN (Color),"Leah Rhodes, Travilla, Marjorie Best",0,,
A Letter to Three Wives,1950,DIRECTING,Joseph L. Mankiewicz,0,,
A Letter to Three Wives,1950,WRITING (Screenplay),Joseph L. Mankiewicz,0,,
Daybreak in Udi,1950,DOCUMENTARY (Feature),Crown Film Unit,0,,
A Chance to Live,1950,DOCUMENTARY (Short Subject),"Richard de Rochemont, Producer",0,,
So Much for So Little,1950,DOCUMENTARY (Short Subject),"Edward Selzer, Producer",0,,
Champion,1950,FILM EDITING,Harry Gerstad,1950,Cinematography,Champion
On the Town,1950,MUSIC (Scoring of a Musical Picture),"Roger Edens, Lennie Hayton",0,,
Neptune's Daughter,1950,MUSIC (Song),Music and Lyrics by Frank Loesser,0,,
For Scent-Imental Reasons,1950,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",0,,
Aquatic House-Party,1950,SHORT SUBJECT (One-reel),"Jack Eaton, Producer",0,,
Van Gogh,1950,SHORT SUBJECT (Two-reel),"Gaston Diehl and Robert Haessens, Producers",0,,
Mighty Joe Young,1950,SPECIAL EFFECTS,ARKO Productions,0,,
The Stratton Story,1950,WRITING (Motion Picture Story),Douglas Morrow,0,,
Cyrano de Bergerac,1951,ACTOR,José Ferrer,0,,
Cyrano de Bergerac,1991,COSTUME DESIGN,Franca Squarciapino,0,,
All about Eve,1951,ACTOR IN A SUPPORTING ROLE,George Sanders,0,,
All about Eve,1951,COSTUME DESIGN (Black-and-White),"Edith Head, Charles LeMaire",0,,
All about Eve,1951,DIRECTING,Joseph L. Mankiewicz,0,,
All about Eve,1951,BEST MOTION PICTURE,20th Century-Fox,0,,
All about Eve,1951,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",0,,
All about Eve,1951,WRITING (Screenplay),Joseph L. Mankiewicz,0,,
Born Yesterday,1951,ACTRESS,Judy Holliday,0,,
Harvey,1951,ACTRESS IN A SUPPORTING ROLE,Josephine Hull,1951,Best Performance by an Actress in a Supporting Role in any Motion Picture,Josephine Hull
Sunset Blvd.,1951,ART DIRECTION (Black-and-White),"Art Direction:  Hans Dreier, John Meehan;  Set Decoration:  Sam Comer, Ray Moyer",0,,
Sunset Blvd.,1951,MUSIC (Music Score of a Dramatic or Comedy Picture),Franz Waxman,0,,
Sunset Blvd.,1951,WRITING (Story and Screenplay),"Charles Brackett, Billy Wilder, D. M. Marshman, Jr.",0,,
Samson and Delilah,1951,ART DIRECTION (Color),"Art Direction:  Hans Dreier, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",0,,
Samson and Delilah,1951,COSTUME DESIGN (Color),"Edith Head, Dorothy Jeakins, Elois Jenssen, Gile Steele, Gwen Wakeling",0,,
The Third Man,1951,CINEMATOGRAPHY (Black-and-White),Robert Krasker,0,,
King Solomon's Mines,1951,CINEMATOGRAPHY (Color),Robert Surtees,1951,Cinematography - Color,King Solomon's Mines
King Solomon's Mines,1951,FILM EDITING,"Ralph E. Winters, Conrad A. Nervig",1951,Cinematography - Color,King Solomon's Mines
The Titan: Story of Michelangelo,1951,DOCUMENTARY (Feature),"Robert Snyder, Producer",0,,
Why Korea?,1951,DOCUMENTARY (Short Subject),"Edmund Reek, Producer",0,,
Annie Get Your Gun,1951,MUSIC (Scoring of a Musical Picture),"Adolph Deutsch, Roger Edens",0,,
"Captain Carey, U.S.A.",1951,MUSIC (Song),Music and Lyrics by Ray Evans and Jay Livingston,0,,
Gerald McBoing-Boing,1951,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",0,,
Grandad of Races,1951,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",0,,
In Beaver Valley,1951,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",0,,
Destination Moon,1951,SPECIAL EFFECTS,George Pal Productions,0,,
Panic in the Streets,1951,WRITING (Motion Picture Story),"Edna Anhalt, Edward Anhalt",0,,
The African Queen,1952,ACTOR,Humphrey Bogart,0,,
A Streetcar Named Desire,1952,ACTOR IN A SUPPORTING ROLE,Karl Malden,0,,
A Streetcar Named Desire,1952,ACTRESS,Vivien Leigh,0,,
A Streetcar Named Desire,1952,ACTRESS IN A SUPPORTING ROLE,Kim Hunter,0,,
A Streetcar Named Desire,1952,ART DIRECTION (Black-and-White),Art Direction:  Richard Day;  Set Decoration:  George James Hopkins,0,,
An American in Paris,1952,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason",0,,
An American in Paris,1952,CINEMATOGRAPHY (Color),Alfred Gilks; Ballet Photography by John Alton,0,,
An American in Paris,1952,COSTUME DESIGN (Color),"Orry-Kelly, Walter Plunkett, Irene Sharaff",0,,
An American in Paris,1952,MUSIC (Scoring of a Musical Picture),"Johnny Green, Saul Chaplin",0,,
An American in Paris,1952,BEST MOTION PICTURE,"Arthur Freed, Producer",0,,
An American in Paris,1952,WRITING (Story and Screenplay),Alan Jay Lerner,0,,
A Place in the Sun,1952,CINEMATOGRAPHY (Black-and-White),William C. Mellor,0,,
A Place in the Sun,1952,COSTUME DESIGN (Black-and-White),Edith Head,0,,
A Place in the Sun,1952,DIRECTING,George Stevens,0,,
A Place in the Sun,1952,FILM EDITING,William Hornbeck,0,,
A Place in the Sun,1952,MUSIC (Music Score of a Dramatic or Comedy Picture),Franz Waxman,0,,
A Place in the Sun,1952,WRITING (Screenplay),"Michael Wilson, Harry Brown",0,,
Kon-Tiki,1952,DOCUMENTARY (Feature),"Olle Nordemar, Producer",0,,
Benjy,1952,DOCUMENTARY (Short Subject),'Made by Fred Zinnemann with the cooperation of Paramount Pictures Corporation for the Los Angeles Orthopaedic Hospital',0,,
Here Comes the Groom,1952,MUSIC (Song),Music by Hoagy Carmichael; Lyrics by Johnny Mercer,0,,
The Two Mouseketeers,1952,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",0,,
World of Kids,1952,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",0,,
Nature's Half Acre,1952,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",0,,
The Great Caruso,1952,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",0,,
When Worlds Collide,1952,SPECIAL EFFECTS,Paramount,0,,
Seven Days to Noon,1952,WRITING (Motion Picture Story),"Paul Dehn, James Bernard",0,,
High Noon,1953,ACTOR,Gary Cooper,1953,Best Performance by an Actor in a Motion Picture - Drama,Gary Cooper
High Noon,1953,ACTOR,Gary Cooper,1953,Best Performance by an Actress in a Supporting Role in any Motion Picture,Katy Jurado
High Noon,1953,ACTOR,Gary Cooper,1953,Cinematography - Black And White,High Noon
High Noon,1953,FILM EDITING,"Elmo Williams, Harry Gerstad",1953,Best Performance by an Actor in a Motion Picture - Drama,Gary Cooper
High Noon,1953,FILM EDITING,"Elmo Williams, Harry Gerstad",1953,Best Performance by an Actress in a Supporting Role in any Motion Picture,Katy Jurado
High Noon,1953,FILM EDITING,"Elmo Williams, Harry Gerstad",1953,Cinematography - Black And White,High Noon
High Noon,1953,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,1953,Best Performance by an Actor in a Motion Picture - Drama,Gary Cooper
High Noon,1953,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,1953,Best Performance by an Actress in a Supporting Role in any Motion Picture,Katy Jurado
High Noon,1953,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,1953,Cinematography - Black And White,High Noon
High Noon,1953,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Ned Washington,1953,Best Performance by an Actor in a Motion Picture - Drama,Gary Cooper
High Noon,1953,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Ned Washington,1953,Best Performance by an Actress in a Supporting Role in any Motion Picture,Katy Jurado
High Noon,1953,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Ned Washington,1953,Cinematography - Black And White,High Noon
Viva Zapata!,1953,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,0,,
"Come Back, Little Sheba",1953,ACTRESS,Shirley Booth,1953,Best Performance by an Actress in a Motion Picture - Drama,Shirley Booth
The Bad and the Beautiful,1953,ACTRESS IN A SUPPORTING ROLE,Gloria Grahame,0,,
The Bad and the Beautiful,1953,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Keogh Gleason",0,,
The Bad and the Beautiful,1953,CINEMATOGRAPHY (Black-and-White),Robert Surtees,0,,
The Bad and the Beautiful,1953,COSTUME DESIGN (Black-and-White),Helen Rose,0,,
